full_text,clean_text,sentiment,confidence,label_final,platform
Temen-temenku satu per satu udah berhasil #kaburajadulu Should I look into getting a scholarship as well? Tapi bisa gak ya S3 sambil ngurus anak? ,teman temenku satu per satu sudah berhasil kaburajadulu should i look into getting a scholarship as well tapi bisa gak iya s sambil mengurus anak,netral,93.69,netral,X
idk why middles class indos getting offended by recent discourse lol. pas rame #KaburAjaDulu kan ada diaspora London yang dirujak setwitter gara-gara harus belanja ke pasar dll dan semua waktu itu juga kompak ngehujat dia. napa sekarang pada berubah pikiran dah aneh,saya tidak tahu why middles class indos getting offended by recent discourse tertawa pas ramai kaburajadulu kan ada diaspora london yang dirujak setwitter gara gara harus belanja ke pasar dan lain-lain dan semua waktu itu juga kompak ngehujat dia kenapa sekarang pada berubah pikiran deh aneh,negatif,98.27,negatif,X
@404xallista HAHAHAHA iyalahhh itu mah #kaburajadulu,hahahaha iyalahhh itu mah kaburajadulu,negatif,99.47,negatif,X
Paling bener ancen #kaburajadulu jadi petani kiwi di New Zealand https://t.co/BfFHqlLpeU,paling benar ancen kaburajadulu jadi petani kiwi di new zealand,negatif,74.41,negatif,X
makin memperkuat niat gue #kaburajadulu,makin memperkuat niat saya kaburajadulu,positif,97.17,positif,X
@soie aku juga pengen ke jepang.. kemanapun bisa.. asal #kaburajadulu (kapan - kapan) (entah kapan) ,aku juga pengen ke jepang kemanapun bisa asal kaburajadulu kapan kapan entah kapan,positif,97.45,positif,X
@tegalfess di tegal susah cari yang ngasih gaji segitu merantau juga nambah cost buat ngontrak dan biaya hidup yg lebih mahal. paling bener #kaburajadulu ke luar negeri nder,di tegal susah cari yang memberikan gaji segitu merantau juga nambah cost buat ngontrak dan biaya hidup yang lebih mahal paling benar kaburajadulu ke luar negeri nder,negatif,98.63,negatif,X
Masyarakat vs masyarakat yang berwenang? #kaburajadulu,masyarakat vs masyarakat yang berwenang kaburajadulu,negatif,94.15,negatif,X
@originimayo selamat anda semakin dekat dengan #kaburajadulu,selamat anda semakin dekat dengan kaburajadulu,positif,94.24,positif,X
Makin yakin buat #kaburajadulu,makin yakin buat kaburajadulu,positif,99.11,positif,X
aduh anjir pas bgt ini untuk #kaburajadulu kalian butuh medis team kan pleds??,aduh anjing pas banget ini untuk kaburajadulu kalian butuh medis team kan pleds,positif,84.64,positif,X
@worksfess ambilll mumpung bisa #KaburAjaDulu ntar kabarin kita2 disini yak kalo ada lowongan disana hehe,ambilll selagi bisa kaburajadulu nanti kabarin kita disini yak kalau ada lowongan disana he,netral,87.63,netral,X
@kodosunofficial #kaburajadulu nanti diganti #matiditanganbule wong imigran disana lagi sentimen negatif,kaburajadulu nanti diganti matiditanganbule wong imigran disana lagi sentimen negatif,negatif,99.79,negatif,X
ingfokan #kaburajadulu cabang jepun ,ingfokan kaburajadulu cabang jepun,netral,93.2,netral,X
Pas fufufafa diberitakan jadi calon wapres trend #kaburajadulu beneran bikin insomnia dan besoknya sakit ,pas fufufafa diberitakan jadi calon wapres trend kaburajadulu beneran bikin insomnia dan besoknya sakit,negatif,98.75,negatif,X
Portofolio marah-marah gue selama ngurus RS be like: Dokter IGD Dokter Spesialis Suster RS Kepala suster Satpam RS Kepala direksi RS Administrasi IGD *unlocked* BPJS Poli Bedah *unlocked* BPJS Puskesmas Tanda RS di indo kadang bikin gue makin pengen #KaburAjaDulu ,portofolio marah marah saya selama mengurus rs be like dokter igd dokter spesialis suster rs kepala suster satuan pengamanan rs kepala direksi rs administrasi igd unlocked bpjs poli bedah unlocked bpjs puskesmas tanda rs di indo kadang bikin saya makin pengen kaburajadulu,negatif,98.11,negatif,X
@berlianidris Saya jg setuju dok aypk anak2 gen Z yg makin hari yg sdh wisuda ribuan org binggung mau kerja kemana #kaburajadulu mungkin kalian lebih baik d negara org berkarir drpd d negara sendiri lantung lsntang ngrlamar kemam2 ga d terima. Kebayakan yg keluar sukses kok jgn takut adik2,saya juga setuju dok aypk anak gen z yang makin hari yang sdh wisuda ribuan org binggung mau kerja kemana kaburajadulu mungkin kalian lebih baik di negara org berkarir drpd di negara sendiri lantung lsntang ngrlamar kemam ga di terima kebayakan yang keluar sukses kok jangan takut adik,positif,87.79,positif,X
@kemgelapan Kami lebih ingin vlog beliau saat #kaburajadulu ke Yordania ditampilkan di xxi ataupun bioskop lainnya,kami lebih ingin vlog beliau saat kaburajadulu ke yordania ditampilkan di xxi ataupun bioskop lainnya,netral,84.05,netral,X
Memilih untuk tetap menjadi WNI Dan tidak berusaha untuk #kaburajadulu sebenernya sama aja dengan ttd kontrak untuk bersedia mati siap-siap tanpa dilindungi hukum jika kita tidak punya banyak uang dan kuasa,memilih untuk tetap menjadi wni dan tidak berusaha untuk kaburajadulu sebenernya sama saja dengan ttd kontrak untuk bersedia mati siap siap tanpa dilindungi hukum jika kita tidak punya banyak uang dan kuasa,negatif,97.97,negatif,X
manifesting #kaburajadulu sblm 2029 ,manifesting kaburajadulu sblm,netral,95.6,netral,X
 Kesimpulan: Negara gabungan ini mungkin indah di poster nasionalisme. Tapi di Excel sheet ekonomi jawabannya jelas: mimpi buruk. Morningg Jokowi Website Bet Bola Tasya Emil Terbaik https://t.co/4zlxKtAsPy #IndonesiaGelap #KaburAjaDulu #ReformasiDikorupsi #ASEAN #Ekonomi,kesimpulan negara gabungan ini mungkin indah di poster nasionalisme tapi di excel sheet ekonomi jawabannya jelas mimpi buruk morningg jokowi website banget bola tasya emil terbaik indonesiagelap kaburajadulu reformasidikorupsi asean ekonomi,negatif,92.01,negatif,X
Dri kmren galau bgt mo ke jpn ausi grmn pgn pas musim salju plus ktmu tmn2 siapa tau ada pencerahan #kaburajadulu,dari kmren galau banget mau ke jpn ausi grmn pgn pas musim salju plus ketemu tmn siapa tahu ada pencerahan kaburajadulu,negatif,93.55,negatif,X
@ilovuyoe keren krn sudah #kaburajadulu,keren karena sudah kaburajadulu,positif,99.08,positif,X
@moonsmate Setuju #KaburAjaDulu,setuju kaburajadulu,positif,92.79,positif,X
Udah nggak ketolong guys saatnya #kaburajadulu (pas udah bener-bener maju baru kita balik lagi),sudah tidak ketolong teman-teman saatnya kaburajadulu pas sudah benar benar maju baru kita balik lagi,negatif,97.95,negatif,X
Bener2 mindset orang yg pernah #kaburajadulu jalur kekayaan,benar mindset orang yang pernah kaburajadulu jalur kekayaan,negatif,97.31,negatif,X
@kompascom Untuk SPBU SHELL BP MOBIL.... silahkan #kaburajadulu,untuk spbu shell bp mobil silahkan kaburajadulu,netral,99.5,netral,X
Si Gundul #kaburajadulu? https://t.co/imykvZ7BWe,si gundul kaburajadulu,negatif,99.59,negatif,X
@txtdrpemerintah Si paling sederhana yg jd pelopor #kaburajadulu ,si paling sederhana yang jadi pelopor kaburajadulu,positif,97.7,positif,X
Apakah ini saatnya aku #kaburajadulu wkwk. Aussie apakah kamu menerimaku ,apakah ini saatnya aku kaburajadulu wkwk aussie apakah kamu menerimaku,negatif,90.64,negatif,X
Senangnya dapat keluarga baru semangat belajar semuanyahh️‍ #KaburAjaDulu https://t.co/JemgTLY2eh,senangnya dapat keluarga baru semangat belajar semuanyahh kaburajadulu,positif,99.49,positif,X
Sri mulyani pinter. Ilmunya di LN diakui dan dihargai if I were her: Gw bakal pindah ke LN #kaburajadulu,sri mulyani pinter ilmunya di ln diakui dan dihargai if i were her saya bakal pindah ke ln kaburajadulu,positif,95.42,positif,X
@tanyakanrl Itulah Dunia Nyata nder...jd gpp donk anak keturunan #kaburajadulu pensiun balik ke Ibu Pertiwi,itulah dunia nyata nder jadi tidak apa-apa donk anak keturunan kaburajadulu pensiun balik ke ibu pertiwi,negatif,84.77,negatif,X
@OposisiCerdas @KPK_RI kapan ditahan nih orang nanti keburu #KaburAjaDulu.,kapan ditahan ini orang nanti terlanjur kaburajadulu,negatif,99.76,negatif,X
@Khusnulmaulani @kangrozin 1. #KaburAjaDulu 2. Ga mampu? Stop beranak... Bales dendam ke anak2 mereka kalo populasi indo menurun otomatis dikit2 kegeser kok kastanya,kaburajadulu ga mampu stop beranak balas dendam ke anak mereka kalau populasi indo menurun otomatis dikit kegeser kok kastanya,negatif,99.71,negatif,X
@nabilamarsya Smangat kaa fokus lahiran dulu semoga nanti ada #kaburajadulu yang lain,smangat kaa fokus lahiran dulu semoga nanti ada kaburajadulu yang lain,positif,80.31,positif,X
@worksfess disana juga banyak temen2 komunitas dari PMI yang aktif kamu bisa tanya2 relasi mereka dari mana aja. kalau tidak nyaman bekerja sebagai caregiver bisa ambil studi dan parttime sesuai ketentuan. karena sangat fleksibel untuk masa depan #kaburajadulu kalo punya kesempatan wkwk,disana juga banyak teman komunitas dari pmi yang aktif kamu bisa tanya relasi mereka dari mana saja kalau tidak nyaman bekerja sebagai caregiver bisa ambil studi dan parttime sesuai ketentuan karena sangat fleksibel untuk masa depan kaburajadulu kalau punya kesempatan wkwk,positif,98.55,positif,X
Aku juga mikir2 #kaburajadulu karena di Indonesia banyak makanan enaknya.,aku juga mikir kaburajadulu karena di indonesia banyak makanan enaknya,positif,97.56,positif,X
Nih sobat operations yang mau #kaburajadulu ada lowongan lumayan nih... https://t.co/Acs0wQM5RS https://t.co/EeNizUyWwO,ini sobat operations yang mau kaburajadulu ada lowongan lumayan ini,netral,97.67,netral,X
@nine1207 @indra_kencana biar semangat #KaburAjaDulu ,biar semangat kaburajadulu,positif,96.66,positif,X
... #KaburAjaDulu dan menjatuhkan rezim otoriter ini. Di saat yang bersamaan itu jadi alesan kenapa kita bersikap sepeduli itu terhadap negara ini. Kalo gak jadinya rangrang yang tone-deaf. Kepedulian adalah salah satu bentuk cinta kita terhadap Ibu Pertiwi,kaburajadulu dan menjatuhkan rezim otoriter ini di saat yang bersamaan itu jadi alesan kenapa kita bersikap sepeduli itu terhadap negara ini kalau gak jadinya rangrang yang tone deaf kepedulian adalah salah satu bentuk cinta kita terhadap ibu pertiwi,positif,78.69,positif,X
Solusi ga kuat hidup di X buat revolusilner jalur medsos adalah #KaburAjaDulu https://t.co/dumuwrUTd7 https://t.co/5kYjCCSxOI,solusi ga kuat hidup di x buat revolusilner jalur medsos adalah kaburajadulu,negatif,99.67,negatif,X
Thx @Kemlu_RI @indonesiatunis Lbih baik plng tinggal nama drpd ggl dlm tugas! Mereka relawan kemanusiaan Indonesia sdng menuju #gaza itu mulia️ Mereka [Anggota/mantan dwn trhmt @DPR_RI] yg #KaburAjaDulu tdk bisa menghadapi rakyat'a itu hina️ Jng sngaja kabur utk d-cari2!,terima kasih lbih baik plng tinggal nama drpd ggl dlm tugas mereka relawan kemanusiaan indonesia sdng menuju gaza itu mulia mereka anggota mantan dwn trhmt yang kaburajadulu tidak bisa menghadapi rakyat a itu hina jng sngaja kabur untuk di cari,negatif,98.14,negatif,X
🇰🇷 Kepikiran kuliah di Korea tapi bingung harus prepare apa aja? Clue guest #CeritaAjaDulu kita minggu ini: Verified di IG 🇰🇷 Dipanggil Oppa sama netizen Suka spill tips soal kuliah di Korea Penasaran siapa? Dateng aja 12 Sept | 20:00 WIB Discord #KaburAjaDulu https://t.co/d9c4gXVKNM,terpikirkan kuliah di korea tapi bingung harus prepare apa saja clue guest ceritaajadulu kita minggu ini verified di ig dipanggil oppa sama netizen suka spill tips soal kuliah di korea penasaran siapa dateng saja september wib discord kaburajadulu,netral,70.72,netral,X
#kaburajadulu :) orang2 pindah ke Bali loh https://t.co/cdyJ5tCOZe,kaburajadulu orang pindah ke bali loh,negatif,99.33,negatif,X
Lhooo gajadi #KaburAjaDulu nih ke Jepang? gaada yg naikin tagar #JepangGelap ?,lhooo gajadi kaburajadulu ini ke jepang tidak ada uang yang naikin tagar jepanggelap,negatif,99.75,negatif,X
@sandiinas #kaburajadulu tp demi membantu sesama SEAblings,kaburajadulu tapi demi membantu sesama seablings,negatif,95.72,negatif,X
Dahlah #KaburAjaDulu,dahlah kaburajadulu,negatif,99.54,negatif,X
jawa sumatra kalimantan sulawesi -1 pulau besar lagi sblm #kaburajadulu https://t.co/viq4AHIECC,jawa sumatra kalimantan sulawesi pulau besar lagi sblm kaburajadulu,netral,86.96,netral,X
Di luar negeri memang gaji guru 2 digit silakan #kaburajadulu,di luar negeri memang gaji guru digit silakan kaburajadulu,negatif,98.56,negatif,X
@peachykyeom WKKWKWW 1 hari 1 alasan utk #kaburajadulu,wkkwkww hari alasan untuk kaburajadulu,negatif,99.23,negatif,X
@palmnuengfan duh iya lagi kudu beneran commit kalo mau #KaburAjaDulu atp keknya kalo udah beneran niat + duit tabungan ada mending langsung gas aja sih dicoba dibetah-betahin daripada membusuk di 'negara besar' ini ,aduh iya lagi harus beneran commit kalau mau kaburajadulu atp kayaknya kalau sudah beneran niat duit tabungan ada lebih baik langsung gas saja sih dicoba dibetah betahin daripada membusuk di negara besar ini,negatif,98.53,negatif,X
@saturngvrl #kaburajadulu tuh selain duit tp mentalnya juga hrs siap klo kerja dan menetap ke ln ga boleh lembek,kaburajadulu tuh selain duit tapi mentalnya juga harus siap kalau kerja dan menetap ke ln ga boleh lembek,negatif,80.13,negatif,X
belajar cara naklukin uler abis itu #kaburajadulu ke australia,belajar cara naklukin uler habis itu kaburajadulu ke australia,negatif,87.86,negatif,X
gw ril kabur deh #kaburajadulu,saya ril kabur deh kaburajadulu,negatif,99.77,negatif,X
Assalamualaikum kaum #kaburajadulu jangan pilih Chicago Amerika ya,assalamualaikum kaum kaburajadulu jangan pilih chicago amerika iya,negatif,99.39,negatif,X
sudah seharusnya merealisasikan #kaburajadulu sih. pusying bngt jadi wni,sudah seharusnya merealisasikan kaburajadulu sih pusying bngt jadi wni,negatif,99.47,negatif,X
Coba.. nemu anggota hwewan yang pada #kaburajadulu ndak https://t.co/lEM271P3Ns,coba nemu anggota hwewan yang pada kaburajadulu tidak,negatif,89.66,negatif,X
@meoww739 Wah.... #kaburajadulu nih,wah kaburajadulu ini,negatif,99.79,negatif,X
Capek bgt #kaburajadulu ke bintaro,capek banget kaburajadulu ke bintaro,negatif,99.75,negatif,X
pemerintah masih kayak tai aja euy izin #kaburajadulu ke akun ini,pemerintah masih kayak tai saja euy izin kaburajadulu ke akun ini,negatif,99.73,negatif,X
Oh iya 17+8 aja yang udah dicari root cause dan dirisetin aja masih ga jadi ya. Lupa klo orang orangnya lagi pada #kaburajadulu,oh iya saja yang sudah dicari root cause dan dirisetin saja masih ga jadi iya lupa kalau orang orangnya lagi pada kaburajadulu,negatif,99.6,negatif,X
Buset ini abani ngikut #kaburajadulu ke sydney sama de pe er komisi sekian kah?? ,buset ini abani ikut kaburajadulu ke sydney sama adik pe er komisi sekian kah,negatif,99.27,negatif,X
@G2drippy__ Masi idup gw gas #kaburajadulu,masi idup saya gas kaburajadulu,negatif,98.13,negatif,X
gw bneran pgen #KaburAjaDulu,saya bneran pgen kaburajadulu,negatif,92.9,negatif,X
@yunsoba KOK LO GA AJAK GUE SI KAN GUE JUGA MAU #KABURAJADULU,kok kamu ga ajak saya si kan saya juga mau kaburajadulu,negatif,99.6,negatif,X
@tanyarlfes Merantau duluuu #kaburajadulu,merantau duluuu kaburajadulu,negatif,92.3,negatif,X
Alhamdulillah sudah resmi menjadi warga negara Bandoeng Republic #KaburAjaDulu #SaveHenhen #PindahNegara From this. To this https://t.co/UwD0nDR9qE,alhamdulillah sudah resmi menjadi warga negara bandoeng republic kaburajadulu savehenhen pindahnegara from this to this,netral,86.7,netral,X
@CNNIndonesia Presiden Konoha pengen masuk kelompok anak² populer tapi ama anak2 populer nya si wowo d kacangin... Ya jadinya #kaburajadulu di saat negaranya lagi carut marut,presiden konoha pengen masuk kelompok anak² populer tapi sama anak populer nya si wowo di kacangin iya jadinya kaburajadulu di saat negaranya lagi carut marut,negatif,97.54,negatif,X
Apakah ini barisan #KaburAjaDulu tipis2 ke kota sebelah?,apakah ini barisan kaburajadulu tipis ke kota sebelah,negatif,99.01,negatif,X
@madewindia70 @tekarok007 @Billight_ WKWKWKWKKW ngetik apa sih Yg bilang gini juga gaada yg ada pemerintah ngatain #KaburAjaDulu ga nasionalis tp malah mereka skrng pada kabur ke LN Ironis orang² bodoh kayak kalian tuh ada aja kelakuannya,wkwkwkwkkw ngetik apa sih yang bilang gini juga tidak ada uang yang ada pemerintah ngatain kaburajadulu ga nasionalis tapi bahkan mereka skrng pada kabur ke ln ironis orang² bodoh kayak kalian tuh ada saja kelakuannya,negatif,99.64,negatif,X
lah kok father udh #KaburAjaDulu,lah kok father udh kaburajadulu,negatif,99.62,negatif,X
@Syarman59 @KejaksaanRI NKRI WARAS nalar yang buat hastag #kaburajadulu Untuk mencari pekerjaan kehidupan lebih baik... . Ehhh. . . JANCUKKKKKK an Yang beneran kabur... Ngilang... Ngumpet: . Siplester Matituna . Syah Roni . .,nkri waras nalar yang buat hastag kaburajadulu untuk mencari pekerjaan kehidupan lebih baik ehhh jancukkkkkk an yang beneran kabur ngilang sembunyi siplester matituna syah roni,negatif,99.65,negatif,X
#KaburAjaDulu ke Australia menarik.. (Lihat video) Nope belum cukup siap.,kaburajadulu ke australia menarik lihat video nope belum cukup siap,negatif,90.69,negatif,X
@gottaluvadll mending #KaburAjaDulu gakseh lihat rate S2 di beberapa bidang juga gak terlalu jauh bgt gap nya,lebih baik kaburajadulu gakseh lihat rate s di beberapa bidang juga gak terlalu jauh banget gap nya,positif,79.5,positif,X
Semangat kakk aku juga sedang mengusahakan #KaburAjaDulu,semangat kakk aku juga sedang mengusahakan kaburajadulu,positif,98.39,positif,X
Kayaknya di mata pemegang jabatan WNI ke luar negeri tuh salah mulu yak. Padahal PMI atau sekadar mahasiswa pun masih ada kontribusi ke perekonomian negara gak kayak mereka yang tiba-tiba malah #KaburAjaDulu pas dicari rakyat ngabisin uang negara pula di tanah orang ,kayaknya di mata pemegang jabatan wni ke luar negeri tuh salah melulu yak padahal pmi atau sekadar mahasiswa pun masih ada kontribusi ke perekonomian negara gak kayak mereka yang tiba tiba bahkan kaburajadulu pas dicari rakyat ngabisin uang negara pula di tanah orang,negatif,99.46,negatif,X
@jennierubyjane ingfo loker pliszx ak mau #kaburajadulu,ingfo loker pliszx saya mau kaburajadulu,negatif,79.78,negatif,X
@ratayuan JAUH BGT KEBURU ALOT ih iya ya pindah negara aja kali ya #kaburajadulu,jauh banget terlanjur alot ih iya iya pindah negara saja kali iya kaburajadulu,negatif,99.82,negatif,X
@fujodarilahir Sukses #KaburAjaDulu ,sukses kaburajadulu,positif,99.11,positif,X
@Jateng_Twit susanti uwes #KaburAjaDulu ndisikann,susanti uwes kaburajadulu ndisikann,negatif,90.86,negatif,X
Wkwkwkwk udah sana kerja dulu yg bener biar bisa #kaburajadulu daripada maki2 orang doang di sosmed kek rang bener.. https://t.co/NRyGwmIlDe,wkwkwkwk sudah sana kerja dulu yang benar biar bisa kaburajadulu daripada maki orang doang di sosmed seperti rang benar,negatif,99.41,negatif,X
@autumnskypeia Curigaku jg seperti itu. Mereka udah punya tempat aman tinggal kabu. Btw jadi #kaburajadulu bang?,curigaku juga seperti itu mereka sudah punya tempat aman tinggal kabu ngomong-ngomong jadi kaburajadulu bang,negatif,99.78,negatif,X
@paivting Negara viral. Negara tanpa konsep. Fomo. Bukannya membangun pendidikan biar masyarakatnya pinter malah dijelali makanan gak jelas yg gada urusannya dg kualitas pendidikan! Jangan mau kerja dimari bang #KaburAjaDulu dimari apapun jabatanmu kamu hanya akan jd kacung penguasa.,negara viral negara tanpa konsep fomo bukannya membangun pendidikan biar masyarakatnya pinter bahkan dijelali makanan gak jelas yang gada urusannya dg kualitas pendidikan jangan mau kerja dimari bang kaburajadulu dimari apapun jabatanmu kamu hanya akan jadi kacung penguasa,negatif,99.74,negatif,X
Manifesting aku bisa kek gini sambil #kaburajadulu aamiin,manifesting aku bisa seperti gini sambil kaburajadulu aamiin,positif,96.31,positif,X
manusia gentle parenting ga cocok hidup di lingkungan parenting VOC (a.k.a 🇮🇩) dah bener #KaburAjaDulu terus jangan pulang.,manusia gentle parenting ga cocok hidup di lingkungan parenting voc a ke a deh benar kaburajadulu terus jangan pulang,negatif,99.8,negatif,X
ralat bubar gpp asalkan w udah #KaburAjaDulu sekeluarga2 ane,ralat bubar tidak apa-apa asalkan w sudah kaburajadulu sekeluarga ane,negatif,97.14,negatif,X
wkwkwk anjing emang tai temen gue voters 02 dulu percaya bat ama 02 trus ngepost tentang kondisi sekarang aja cuman 1 kali eh sekarang malah di bandara dengan #kaburajadulu bangsat2,wkwkwk anjing emang tai teman saya voters dulu percaya bat sama trus ngepost tentang kondisi sekarang saja cuman kali eh sekarang bahkan di bandara dengan kaburajadulu bangsat,negatif,99.79,negatif,X
#kaburajadulu masih digaji pake duit rakyat,kaburajadulu masih digaji pakai duit rakyat,negatif,99.25,negatif,X
@rivouchhh ajak aku #kaburajadulu dong,ajak aku kaburajadulu dong,negatif,98.3,negatif,X
@txtdrpemerintah #KaburAjaDulu Kepake jg ni tagar,kaburajadulu kepake juga ini tagar,negatif,99.65,negatif,X
@thebaddestazn fr fr ga bohong demi nasi padang dan #KaburAjaDulu LMFAO ,fr fr ga bohong demi nasi padang dan kaburajadulu lmfao,positif,97.79,positif,X
Sehari hari makin muak sama keadaan di negara ini? Punya cita cita #KaburAjaDulu ke negara negara seberang? The grass is always greener on the other side. Sekarang ada produk baru dari BarengApp buat dukung kamu #KaburAjaDulu Duolingo MAX https://t.co/UrZfWGBvTu https://t.co/HRfEz7SVCW,sehari hari makin muak sama keadaan di negara ini punya cita cita kaburajadulu ke negara negara seberang the grass is always greener on the other side sekarang ada produk baru dari barengapp buat dukung kamu kaburajadulu duolingo max,positif,82.44,positif,X
Ya allah pengen bgt jd bagian dari #KaburAjaDulu tahun depan boleh ya ya Allah?,iya allah pengen banget jadi bagian dari kaburajadulu tahun depan boleh iya iya allah,positif,96.73,positif,X
74 taon idup gapernah napak tanah 98 rusuh dia #kaburajadulu ke yordan sekarang jadi presiden anak buahnya mayoritas orang2an mulyono raja ngibul. Kuat2 dah masih 4 taon lagi indo dipegang sama orang yg jalanin negara pake info ngibul anak buahnya &amp; khayalan dirinya sendiri,taon idup gapernah napak tanah rusuh dia kaburajadulu ke yordan sekarang jadi presiden anak buahnya mayoritas orangan mulyono raja berbohong kuat deh masih taon lagi indo dipegang sama orang yang jalanin negara pakai informasi berbohong anak buahnya amp khayalan dirinya sendiri,negatif,99.76,negatif,X
@asckurajo #kaburajadulu sejak taman kanak-kanak,kaburajadulu sejak taman kanak kanak,negatif,95.12,negatif,X
@ryy0chan di koriya yuk #KaburAjaDulu,di koriya yuk kaburajadulu,netral,87.85,netral,X
Mau kabur karena takut mendengar kritik dan aspirasi? Jangan tanggung-tanggung. Ini rekomendasi objek-objek angkasa untuk #KaburAjaDulu bagi jiwa-jiwa yang pengecut. Utas. https://t.co/2nAzlBK1dI,mau kabur karena takut mendengar kritik dan aspirasi jangan tanggung tanggung ini rekomendasi objek objek angkasa untuk kaburajadulu bagi jiwa jiwa yang pengecut utas,negatif,99.77,negatif,X
Kmrn kami #melipirsebentar bukan #kaburajadulu Hari ini kami kembali berjuang! https://t.co/ekq2H6qKul,kemarin kami melipirsebentar bukan kaburajadulu hari ini kami kembali berjuang,netral,91.31,netral,X
[LiveNow] Chilling and Animal Crossing sambil aku kasi tips #KaburAjaDulu https://t.co/gfdFV1EaWd Boleh kirim pertanyaan juga di kolom chat. For international listener I ll share a bit about what happened in Indonesia #VtuberEN #VtuberID #UprisingVtuber https://t.co/vH4LrF0Krb,livenow chilling and animal crossing sambil aku kasi tips kaburajadulu boleh kirim pertanyaan juga di kolom chat for international listener i ll share a bit about what happened in indonesia vtuberen vtuberid uprisingvtuber,netral,97.76,netral,X
Ibu pertiwi bener-bener sedang bersusah hati. Wangmin mau makan aja kepikiran sama negeri ini eh sang pejabat malah #kaburajadulu pake uang rakyat.,ibu pertiwi benar benar sedang bersusah hati wangmin mau makan saja terpikirkan sama negeri ini eh sang pejabat bahkan kaburajadulu pakai uang rakyat,negatif,99.52,negatif,X
#KaburAjaDulu kaburnya ke mars https://t.co/rw2OrNVE0o,kaburajadulu kaburnya ke mars,negatif,99.42,negatif,X
untung ga jd balik indo lu susanti. ternyata susanti udah kabur ke malay duluan sblm maraknya ht #kaburajadulu,untung ga jadi balik indo kamu susanti ternyata susanti sudah kabur ke malay duluan sblm maraknya ht kaburajadulu,negatif,99.14,negatif,X
Representasi keluarga TKI yang cabut duluan sebelum ada kampanye #KaburAjaDulu,representasi keluarga tki yang pergi duluan sebelum ada kampanye kaburajadulu,negatif,93.31,negatif,X
Ini gaji pertama #KaburAjaDulu aku weekly btw https://t.co/aNRDLDfkSv,ini gaji pertama kaburajadulu aku weekly ngomong-ngomong,negatif,92.31,negatif,X
@deryfuns Mau ikut #kaburajadulu tapi sadar uang masi kurang ,mau ikut kaburajadulu tapi sadar uang masi kurang,negatif,99.04,negatif,X
@txtdrpemerintah Tuh kan betul wakil rakyat ikutan juga #KaburAjaDulu udah tinggal di sana aja selamanya sampai akhir hayat. Di sini juga gak ada yg mengingini lu. Siapa juga yg menginginkan lu kembali ke sini kalo bukan buzer2 lu. Mereka mah kangen sama lu karena duit lu. Bukan lu nya. Malu2in..,tuh kan betul wakil rakyat ikutan juga kaburajadulu sudah tinggal di sana saja selamanya sampai akhir hayat di sini juga gak ada yang mengingini kamu siapa juga yang menginginkan kamu kembali ke sini kalau bukan buzer kamu mereka mah kangen sama kamu karena duit kamu bukan kamu nya maluin,negatif,98.77,negatif,X
@olliemycat kli mau #KaburAjaDulu,kli mau kaburajadulu,negatif,99.68,negatif,X
#kaburajadulu tu harusnya buat rakyat yang mau kabur keluar negeri gak jadi wni lagi bukan malah pejabatnya. Yang larang siapa yang kabur siapa ,kaburajadulu tu harusnya buat rakyat yang mau kabur keluar negeri gak jadi wni lagi bukan bahkan pejabatnya yang larang siapa yang kabur siapa,negatif,99.65,negatif,X
Waktu itu naik #kaburajadulu dibilang ngga nasionalis dan ngga cinta sama negara. Tebak sekarang siapa yang kabur duluan? https://t.co/gkqDmTNLj7,waktu itu naik kaburajadulu dibilang tidak nasionalis dan tidak cinta sama negara tebak sekarang siapa yang kabur duluan,negatif,99.81,negatif,X
@kegblgnunfaedh Kemarin mengecam sekarang pejabatnya malah #KaburAjaDulu ,kemarin mengecam sekarang pejabatnya bahkan kaburajadulu,negatif,99.7,negatif,X
itu dpr kagak mau pake #KaburAjaDulu ??????????????,itu dpr tidak mau pakai kaburajadulu,negatif,99.36,negatif,X
Kang Sahroni m4r4h dari Singapura dia tak bisa tidur nyenyak dan kepikiran yg dirum4h .. Dan terus mengetik Cuitan nya di Sosmed Dia ny4L4hin tet4ngg4 nya gak mau b4ntu j4ga asetnya... Kasih4n gak sihh kalo kaya gini Ini akun real OR h04x #SOS #dpr #kaburajadulu https://t.co/BaVMQTRBiT,kang sahroni mrh dari singapura dia tidak bisa tidur nyenyak dan terpikirkan yang dirumh dan terus mengetik cuitan nya di sosmed dia nylhin tetngg nya gak mau bntu juga asetnya kasihn gak sihh kalau kaya gini ini akun real or hx sos dpr kaburajadulu,negatif,99.31,negatif,X
@panconggggg @_gladhys They deserve to get witch hunt. Bukannya bertanggung jawab malah #kaburajadulu,they deserve to get witch hunt bukannya bertanggung jawab bahkan kaburajadulu,negatif,98.97,negatif,X
@SiaranBolaLive orang gatau malu giliran dah rusuh #KaburAjaDulu,orang gatau malu giliran deh rusuh kaburajadulu,negatif,99.81,negatif,X
Ketika ada tagar #KaburAjaDulu pejabat pada ngeledek dan menghina lah skrng mereka lakuin aksi #KaburAjaDulu ke LN daripada menghadapi rakyat. Situ sehat?,ketika ada tagar kaburajadulu pejabat pada ngeledek dan menghina lah skrng mereka lakuin aksi kaburajadulu ke ln daripada menghadapi rakyat situ sehat,negatif,99.76,negatif,X
