full_text,clean_text,sentiment,confidence,label_final
banyak di luar negeri.,banyak di luar negeri,positif,48.3,positif
kata bapaknya 11000 lapangan pekerjaan ghoib 🤣🤣🤣,kata bapaknya lapangan pekerjaan ghoib,negatif,48.35,negatif
@Quillencea @muncorner AMIN biar bisa #kaburajadulu tapi cukup N3 aja...,amin biar bisa kaburajadulu tapi cukup dan saja,positif,48.36,positif
"jangan ilang dulu, sebelum aku ikutan trend ini",jangan hilang dulu sebelum aku ikutan trend ini,negatif,48.36,negatif
"macam2 ada dek, pabrik ada, rumah tangga ada, panti jompo ada, yg enak tu jga lansia kerja 20% 80% skrol hp 🤣 (tp ya gak semuaaa RATA²)",macam ada adik pabrik ada rumah tangga ada panti jompo ada yang enak tu juga lanjut usia kerja skrol hp tapi iya gak semuaaa rata²,netral,48.42,netral
"nah apalagi di Amrik, London lagi, wajib Mateng Mateng bener soal biaya Ama tujuan nya",nah apalagi di amrik london lagi wajib mateng mateng benar soal biaya sama tujuan nya,negatif,48.44,negatif
Wah kesempatan #KaburAjaDulu buat finbros nihh https://t.co/ep9crVMK5g,wah kesempatan kaburajadulu buat finbros nihh,netral,48.46,netral
@txtdaribogor Jadi lumayan mau #KaburAjaDulu. Lumayan doang sih.,jadi lumayan mau kaburajadulu lumayan doang sih,positif,48.51,positif
prancis,prancis,netral,48.51,netral
DEMI APAPUN INI BENER😭,demi apapun ini benar,negatif,48.51,negatif
"#kabur aja dulu
tapi aku tidak akan melupakan tanah air ku tercinta",kabur saja dulu tapi aku tidak akan melupakan tanah air ku tercinta,negatif,48.52,negatif
Tahun besok udah harus pindah kerja dan dikasih pilihan mau di kantor DIY atau Jatim which means MASIH DEKET . kenapa ga ada opsi ke luar negeri aja ,tahun besok sudah harus pindah kerja dan dikasih pilihan mau di kantor diy atau jatim which means masih deket kenapa ga ada opsi ke luar negeri saja,netral,48.52,netral
lulusan s1 pgsd kalo susah cari kerja di indo #kaburajadulu ga si,lulusan s pgsd kalau susah cari kerja di indo kaburajadulu ga si,netral,48.53,netral
di taiwan gaji serius kerja main2 😭😭😭,di taiwan gaji serius kerja main,netral,48.57,netral
wajib bisa bahasa Inggris masalah kerja mau umur berapa pun di erop mah gampang masih sma aj bisa kerja kek spiderman,wajib bisa bahasa inggris masalah kerja mau umur berapa pun di erop mah gampang masih sama saja bisa kerja seperti spiderman,positif,48.57,positif
asli ga tau bahasa inggris pas tau dikit tiba² lancar. I want to go to Switzerland because it's peaceful there,asli ga tahu bahasa inggris pas tahu dikit tiba² lancar i want to go to switzerland because it s peaceful there,negatif,48.57,negatif
Justru karena beliau pernah merasakan gak enaknya #KaburAjaDulu makanya beliau berbicara berdasarkan fakta yg dirasakan.,justru karena beliau pernah merasakan gak enaknya kaburajadulu makanya beliau berbicara berdasarkan fakta yang dirasakan,netral,48.58,netral
@BebySoSweet Sesuai arahan ketua Si LUTUT #KaburAjaDulu,sesuai arahan ketua si lutut kaburajadulu,netral,48.58,netral
@masaktahuu Natcha aja aku pliss. #kaburajadulu,natcha saja aku pliss kaburajadulu,netral,48.61,netral
klo punya uang si oke oke aja,kalau punya uang si oke oke saja,netral,48.63,netral
umur 26 bisa,umur bisa,positif,48.65,positif
chef kah pak,chef kah pak,positif,48.69,positif
sebuah upaya revitalisasi bencana agar misi #kaburajadulu saya dari indo ini terealisasikan kebangetan baiknya sih yee HR nya kalo email seminggu lebih teranggurkan masih dibales mah https://t.co/uf7Q5LICLm,sebuah upaya revitalisasi bencana agar misi kaburajadulu saya dari indo ini terealisasikan kebangetan baiknya sih yee hari nya kalau email seminggu lebih teranggurkan masih dibales mah,negatif,48.7,negatif
y ky saya buat nabung buat buka usah sendiri,ya seperti saya buat nabung buat buka perlu sendiri,netral,48.7,netral
@PRABOWO SUBIANTO @gerindra,subianto,positif,48.71,positif
aku janji lulus SMA bakal cari kerja terus belajar bahasa Korea tunggu aku Korea🇰🇷🇰🇷🇰🇷,aku janji lulus sama bakal cari kerja terus belajar bahasa korea tunggu aku korea,positif,48.72,positif
ke kamboja aja pasti dapat kerja,ke kamboja saja pasti dapat kerja,netral,48.74,netral
enaknya kenapa bang. spil dong,enaknya kenapa bang spil dong,positif,48.76,positif
Hai Sahabat Mido ! Pastikan kamu kerja di Luar Negeri dengan Pasor dan Visa yang Legal dan sesuai dengan peraturan keimigrasian ya ! Jangan percaya oleh janji manis di awal karena kamu akan menyesal pada akhir nya . #imigrasiindonesia #kanwilditjenimlampung https://t.co/1uDPsrnyjy,hai sahabat mido pastikan kamu kerja di luar negeri dengan pasor dan visa yang legal dan sesuai dengan peraturan keimigrasian iya jangan percaya oleh janji manis di awal karena kamu akan menyesal pada akhir nya imigrasiindonesia kanwilditjenimlampung,netral,48.78,netral
@Justajourn @akunyakul Kerja dibidang apa kak? Paling kalo mentok coba cari kerja ke yg owner nya non Indo ato ya coba apply ke luar negeri. Karna kalo di Indo mentok pasti bakal dibikin jadi managerial kalo udah experience &gt; 8 tahun.,kerja dibidang apa kak paling kalau mentok coba cari kerja ke yang owner nya non indo atau iya coba apply ke luar negeri karena kalau di indo mentok pasti bakal dibikin jadi managerial kalau sudah experience begitu tahun,negatif,48.79,negatif
masi sekolahhh 😞😞😞,masi sekolahhh,positif,48.8,positif
whenn yahh dapet kerja di luar negeri,whenn yahh dapat kerja di luar negeri,negatif,48.82,negatif
"tp ga berlaku buat aku yg uang gajian nya untuk hidupin keluarga, selamat menikmati hidup ya ka 🙂",tapi ga berlaku buat aku yang uang gajian nya untuk hidupin keluarga selamat menikmati hidup iya kakak,positif,48.83,positif
kalau aku lebih setuju ganti rakyat 😭🤣,kalau aku lebih setuju ganti rakyat,positif,48.84,positif
@yappingfess beliau memilih #kaburajadulu,beliau memilih kaburajadulu,positif,48.85,positif
@h @liuuiuuu nh ini CK ini trend ny tu,nh ini ck ini trend ny tu,positif,48.86,positif
FBS juga bre😅 syukur masih nafas,fbs juga bre syukur masih nafas,positif,48.86,positif
ryoukai sengku🔥,ryoukai sengku,netral,48.86,netral
hiduplah dengan kemauan mu sendiri bukan orang lain.,hiduplah dengan kemauan mu sendiri bukan orang lain,negatif,48.87,negatif
apakah begitu lucu?,apakah begitu lucu,positif,48.87,positif
@bayinyabubi Ayang nggak punya passport yah ngga bisa #KaburAjaDulu,sayang tidak punya passport yah tidak bisa kaburajadulu,netral,48.87,netral
ku kira Marcello njir 🗿,ku kira marcello njir,negatif,48.88,negatif
"iya bng,gua udah nguasai b ing sedikit tinggal tabung uang ngurus semua persyaratan terus berangkat dah",iya bng saya sudah nguasai b ing sedikit tinggal tabung uang mengurus semua persyaratan terus berangkat deh,positif,48.9,positif
Salah satu orang pemerintah di komunikasi daerah Sulawesi ga percaya kalau modal dorking google bisa dapat database Percayalah wa 20% database marketing dari dorkingan google (malah kadang ada yg naruh di Scribd + ada yg naruh di github) wkwkwkwk,salah satu orang pemerintah di komunikasi daerah sulawesi ga percaya kalau modal dorking google bisa dapat database percayalah wa database marketing dari dorkingan google bahkan kadang ada yang naruh di scribd ada yang naruh di github wkwkwkwk,positif,48.91,positif
ini fakta boy,ini fakta boy,negatif,48.91,negatif
Masih dalam eps #KaburAjaDulu ke Singapore. Kami udah ngangkut 3-4 orang dari Indonesia untuk pindah ke Singapore sampai hari ini dan klien masih nyari 2-3 orang lagi. Please send your email to mikke@satriocs.com. Thank you! https://t.co/4eP0jJHwCv,masih dalam eps kaburajadulu ke singapore kami sudah ngangkut orang dari indonesia untuk pindah ke singapore sampai hari ini dan klien masih mencari orang lagi please send your email to mikke com thank you,netral,48.92,netral
i mean this korup country doesn't deserve me ajg #kaburajadulu is my dream YAALLAH TOLONG JABAHKAN DOA HAMBA,i mean this korupsi country doesn t deserve me ajg kaburajadulu is my dream yaallah tolong jabahkan doa hamba,positif,48.95,positif
"jadi pengen tau siapa yg pertama bikin tagar ini, tapi klw di x udh ga kaget 🤣",jadi pengen tahu siapa yang pertama bikin tagar ini tapi kalau di x udh ga kaget,positif,48.96,positif
Prabowo dulu jg #kaburajadulu jd kita harus ikut langkahnya juga,prabowo dulu juga kaburajadulu jadi kita harus ikut langkahnya juga,netral,48.96,netral
"ngak bang,, minimal kuliah 2 tahun+lancar bhsa inggris",ngak bang minimal kuliah tahun lancar bhsa inggris,netral,49.02,netral
@nadabacabicara Jangan tergoda sama sembarangan loker dari negara asean. kudu jelas alurnya jelas visanya. Meskipun visa masuk free sebulan tapi visa kerja mesti diurus dulu. Inget kerja legal di luar negeri ada visa kerja bukan visa turis,jangan tergoda sama sembarangan loker dari negara asean harus jelas alurnya jelas visanya meskipun visa masuk free sebulan tapi visa kerja mesti diurus dulu inget kerja legal di luar negeri ada visa kerja bukan visa turis,negatif,49.03,negatif
Padahal beliau adalah pelopor #kaburajadulu Ke Yordania,padahal beliau adalah pelopor kaburajadulu ke yordania,netral,49.05,netral
"pengen kejar trend Joanna?
maka ikuti trend #kaburajadulu",pengen kejar trend joanna maka ikuti trend kaburajadulu,netral,49.09,netral
klo gw punya duit dah lah gw berangkat,kalau saya punya duit deh lah saya berangkat,negatif,49.12,negatif
skrg karena Masih sehat dan tenaga ya masih d perlukan..nanti KLW SDH berumur pasti blik kandang lagi..,skrg karena masih sehat dan tenaga iya masih di perlukan nanti kalau sdh berumur pasti blik kandang lagi,positif,49.12,positif
gimn caranya bang😳😳😳,gimn caranya bang,netral,49.13,netral
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @BebySoSweet @LexMarteg @NgkongRoses @rifqi32bgr @sami86pilang @seruanhl @Urrangawak @newIding30 Harus bayar juga kalau pakai lagu luar negeri. Kita terikat perjanjian internasional. Kita punya kerja sama dengan luar negeri dan kita juga membayar ke sana kata Dharma. Beneran dibayar ke pihak LN? Gmn kontrolnya? Jgn² elu pungut tapi gak elu setor? Siapa yg cek?,harus bayar juga kalau pakai lagu luar negeri kita terikat perjanjian internasional kita punya kerja sama dengan luar negeri dan kita juga membayar ke sana kata dharma beneran dibayar ke pihak ln gmn kontrolnya jgn² kamu pungut tapi gak kamu setor siapa yang cek,negatif,49.13,negatif
Indonesia kebanyakan kerja harus ada pengalaman dan kebanyakan tamatan SMA juga semua fresh graduate,indonesia kebanyakan kerja harus ada pengalaman dan kebanyakan tamatan sama juga semua fresh graduate,netral,49.14,netral
@yongbosk @bfgrent Tolong.... Saya literally put Avatar di top 4 letterboxd saya karena SECINTA ITU SAMA AVATAR. Kalo bisa #Kaburajadulu ke pandora saya udah pindah ke pandora deh asli. Way of water kebetulan waktu itu saya nonton 4dxnya dan fire and ash rencananya jg mau nonton 4dx https://t.co/EEJihhCS00,tolong saya literally put avatar di top letterboxd saya karena secinta itu sama avatar kalau bisa kaburajadulu ke pandora saya sudah pindah ke pandora deh asli way of water kebetulan waktu itu saya nonton dxnya dan fire and ash rencananya juga mau nonton dx,netral,49.19,netral
punya skill apa bro? yakin nih bisa bersaing?,punya skill apa saudara laki-laki yakin ini bisa bersaing,positif,49.23,positif
2030 msih trend g yh? 😭🤝,msih trend g yh,negatif,49.24,negatif
insyaallah nanti aku nyusul 3 tahun kemudian 🥰,insyaallah nanti aku nyusul tahun kemudian,netral,49.25,netral
omongan mu mewakili banget bang...,omongan mu mewakili banget bang,negatif,49.26,negatif
Indonesia 6 musim,indonesia musim,positif,49.28,positif
"Sederhana aja sebenarnya, kita butuh uang bos dengan gaji 2 jt di indo ditambah kita masih punya orangtua, adek2 kita masih sekolah,apabisaaa dengan 2 jt sebulan, belum lagi nikah butuh modal bos, kita yang tidak terlahir dari orang kaya 10tahun nyicil rumah yang harganya 400jt gk bakalan dpt coba ke jepang 400jt mungkin 3-4 thn kelar, mungkin bisa ngirimin 2jt perbulan ke ortu, bayarin sekolah adek, nabung buat nikah",sederhana saja sebenarnya kita butuh uang bos dengan gaji jt di indo ditambah kita masih punya orangtua adek kita masih sekolah apabisaaa dengan jt sebulan belum lagi nikah butuh modal bos kita yang tidak terlahir dari orang kaya tahun mencicil rumah yang harganya jt gk akan dapat coba ke jepang jt mungkin tahun kelar mungkin bisa ngirimin jt perbulan ke orang tua bayarin sekolah adek nabung buat nikah,negatif,49.29,negatif
wah bisa-bisa Kazakhstan 🇰🇿 tujuan baru tech bros #KaburAjaDulu,wah bisa bisa kazakhstan tujuan baru tech bros kaburajadulu,netral,49.29,netral
"tueaaaaaaa, ayo sini ke Taiwan semua weee😆",tueaaaaaaa ayo sini ke taiwan semua weee,netral,49.33,netral
2/7 cucu yangkung dah di luar negeri. Kata ak yang 5 nyusul dah #kaburajadulu,cucu yangkung deh di luar negeri kata saya yang nyusul deh kaburajadulu,positif,49.33,positif
@TrappedYerim Yaudah besok jadwalnya jumatan di masjid Thailand biar sekalian #kaburajadulu.,ya sudah besok jadwalnya jumatan di masjid thailand biar sekalian kaburajadulu,negatif,49.33,negatif
kita harus bisa ngereformasi lagi negara ini!!,kita harus bisa ngereformasi lagi negara ini,netral,49.34,netral
"CUKUP JAWAB YANG BERMANFAAT, BERMAKNA, ATAU INFORMASI. ALIH ALIH JUDGE ""FOMO"" 🗿. DAN GAK GUWE SURUH LU KOMEN SELALU JAWABIN MEREKA 😂. ""ALIH ALIH LU NULIS FOMO SAMA SAMA NULIS MENDING HAL BAIK"" PAHA",cukup jawab yang bermanfaat bermakna atau informasi alih alih judge fomo dan gak guwe suruh kamu komen selalu jawabin mereka alih alih kamu nulis fomo sama sama nulis lebih baik hal baik paha,positif,49.34,positif
paspor? nyawa?,paspor nyawa,netral,49.35,netral
#kaburajadulu yang cocok kemana yaaa ~,kaburajadulu yang cocok kemana yaaa,positif,49.35,positif
@fallenforwishes haloo kaakk boleh nanya buat kaya syarat apply visa german gimanaa? soalnya kalau ke USA atau Canada tu harus ada tabungan gitu kan kak? BTW CONGRATS KAAAA I HOPE I CAN #kaburajadulu ASAP,haloo kaakk boleh bertanya buat kaya syarat apply visa german gimanaa soalnya kalau ke usa atau canada tu harus ada tabungan gitu kan kak ngomong-ngomong congrats kaaaa i hope i belum kaburajadulu sesegera mungkin,positif,49.39,positif
Mulai dari pengolahan smpah plastik di Indonesia membuka lapangan kerja mengurangi impor BBM dri luar negeri mendukung Net Zero Emission &amp; bnyak lgi mngkin. Pemerintah mngkin bisa aja mencoba program ini mulai dari 1 desa untuk melihat apa dmpak -,mulai dari pengolahan smpah plastik di indonesia membuka lapangan kerja mengurangi impor bbm dari luar negeri mendukung net zero emission amp bnyak lagi mngkin pemerintah mngkin bisa saja mencoba program ini mulai dari desa untuk melihat apa dmpak,netral,49.39,netral
malah bahas cinta cintaan😭,bahkan bahas cinta cintaan,netral,49.39,netral
santay dlu gasih 😁,santay dulu gasih,positif,49.39,positif
tapi mau banget disana kak. ada tutorialnya gasih? biar dapet sertifikat dan perizinan kerja di sana,tapi mau banget disana kak ada tutorialnya gasih biar dapat sertifikat dan perizinan kerja di sana,netral,49.4,netral
5 bulan tuh mau liburan apa #kaburajadulu kak?,bulan tuh mau liburan apa kaburajadulu kak,negatif,49.41,negatif
kalau ke Meksiko gak dulu deh,kalau ke meksiko gak dulu deh,netral,49.42,netral
cukup anak presiden..ga usah sekolah tinggi ..bisa jadi waprex,cukup anak presiden ga perlu sekolah tinggi bisa jadi waprex,netral,49.42,netral
"Dari semenjak SMA emang udah punya 'mimpi' berkeluarga di luar Indonesia, karena ada salah satu saudara di Jepang yang jadi panutan role model gitu. Lalu fase resign kantor dan birrul walidain mulai doa lagi mau keluar indo, masyaallah beneran keluar Indo saat #kaburajadulu viral",dari semenjak sama emang sudah punya mimpi berkeluarga di luar indonesia karena ada salah satu saudara di jepang yang jadi panutan role model gitu lalu fase resign kantor dan birrul walidain mulai doa lagi mau keluar indo masyaallah beneran keluar indo saat kaburajadulu viral,positif,49.44,positif
Fenomena investor institusi asing #KaburAjaDulu juga udah berlangsung dari beberapa tahun yang lalu. Sekarang porsi investor institusi asing porsinya hanya 18 5% dari puncaknya di April 2019 yang mencapai 29%. https://t.co/Ebkr29lQpz,fenomena investor institusi asing kaburajadulu juga sudah berlangsung dari beberapa tahun yang lalu sekarang porsi investor institusi asing porsinya hanya dari puncaknya di april yang mencapai,negatif,49.44,negatif
 #kuhp #kuhap bahwa pemuda ini mlakukan bela diri yg baik secara syariat hakikat makrifat toriqot jg sesuai Islam adlah halal dan diwajibkan membunuh pelaku kezaliman #kaburajadulu #revolusipolri,kuhp kuhap bahwa pemuda ini mlakukan bela diri yang baik secara syariat hakikat makrifat toriqot juga sesuai islam adalah halal dan diwajibkan membunuh pelaku kezaliman kaburajadulu revolusipolri,negatif,49.45,negatif
Dari nenek yamal kita harus belajar #KaburAjaDulu,dari nenek yamal kita harus belajar kaburajadulu,negatif,49.45,negatif
Work! Abis ngeliat video tiktok kakak ini jd termotivasi buat nyari kerja wfh di linkedin. Dari kalian yg lg ada di posisi ini ada saran dan masukan ga pas nyari kerjaan modelan wfh luar negeri di linkedin? Makasih https://t.co/btZhtQaFFC,work habis melihat video tiktok kakak ini jadi termotivasi buat mencari kerja wfh di linkedin dari kalian yang lagi ada di posisi ini ada saran dan masukan ga pas mencari kerjaan modelan wfh luar negeri di linkedin terima kasih,netral,49.46,netral
i wish i could,i wish i could,positif,49.49,positif
indo naik pajak nya,indo naik pajak nya,netral,49.52,netral
"ajarin lah kak , bagi bagi ilmunya 🌝",ajarin lah kak bagi bagi ilmunya,positif,49.53,positif
@SLOM83014476 gapapa donk wkwkkwkw bagus #KaburAjaDulu,gapapa donk wkwkkwkw bagus kaburajadulu,negatif,49.54,negatif
@iwanfals Idem Lagi nunggu siaran ulang Bang. #kaburajadulu https://t.co/7NGQTQ9Fw0,idem lagi nunggu siaran ulang bang kaburajadulu,netral,49.54,netral
#KaburAjaDulu koplok,kaburajadulu koplok,negatif,49.55,negatif
Setiap org punya pilihan hidupnya sendiri,setiap org punya pilihan hidupnya sendiri,netral,49.56,netral
Kak? Ikuttt,kak ikuttt,netral,49.56,netral
cakeeeepp...kita masih semangat kerja perusahaan ga ada yg mau Nerima karena alasan usia.. bagaimana ini@gerindra,cakeeeepp kita masih semangat kerja perusahaan ga ada yang mau nerima karena alasan usia bagaimana ini,positif,49.57,positif
Gue dari TK sampe SMA di sekolah swasta. SMA-nya nasional plus sekarang udah jadi sekolah internasional. Kuliah di luar negeri. Kerja mostly pake bahasa Inggris. Hidup kurang lebih comfortably middle class. I ll be the first to acknowledge that I m hella privileged beneran.,saya dari tk sampai sama di sekolah swasta sama nya nasional plus sekarang sudah jadi sekolah internasional kuliah di luar negeri kerja mostly pakai bahasa inggris hidup kurang lebih comfortably middle class i ll be the first to acknowledge that i m hella privileged beneran,positif,49.58,positif
ang ang ang😹,ang ang ang,positif,49.58,positif
Banyak persyaratannya bg 🤣 di indonesia harus bisa menguasai berbagai elmen dan gaji umr🤣,banyak persyaratannya abang di indonesia harus bisa menguasai berbagai elmen dan gaji umr,positif,49.59,positif
tutorial nya bang😭😭🙏,tutorial nya bang,netral,49.59,netral
@tanyakanrl pindah kerja sekalian jalan jalan ke luar negeri tapi jgn resign dulu sebelum dapet job yg baru,pindah kerja sekalian jalan jalan ke luar negeri tapi jangan resign dulu sebelum dapat job yang baru,negatif,49.59,negatif
@tanyakanrl Kak. Percaya Tuhan ege! Lu ga jauh beda ama pemerintah kalo pemikiranny masih begini astaga. Kita punya agama woi punya Tuhan!,kak percaya tuhan ege kamu ga jauh beda sama pemerintah kalau pemikiranny masih begini astaga kita punya agama woi punya tuhan,positif,49.59,positif
Anak muda udah membuktikan apa yang mereka bisa capai kok. Buktinya tagar #kaburajadulu merambat ke seluruh sosial media kan? Butuh bukti apa lagi kalo anak muda itu cari jalan/kerja demi kehidupan yg lebih baik?,anak muda sudah membuktikan apa yang mereka bisa capai kok buktinya tagar kaburajadulu merambat ke seluruh sosial media kan butuh bukti apa lagi kalau anak muda itu cari jalan kerja demi kehidupan yang lebih baik,positif,49.6,positif
fakta banget ya 👍,fakta banget iya,negatif,49.63,negatif
"la ya iya baru 1 taon tpi ya wajarnya harus umr lah,hotel melati?",lah iya iya baru taon tapi iya wajarnya harus umr lah hotel melati,negatif,49.63,negatif
"semua tergantung mindset Qt sendiri,,,",semua tergantung mindset kita sendiri,netral,49.63,netral
@PANCAotomotive @Street Autopart,autopart,netral,49.64,netral
ok gas ok gas ok gas 😹😹naikin pajak,ok gas ok gas ok gas naikin pajak,netral,49.65,netral
gais beasiswa di negara lain buat SMA itu cocoknya di mana ya?,gais beasiswa di negara lain buat sama itu cocoknya di mana iya,netral,49.66,netral
memang bnyk tp hrs ada org dalam br di pertimbangin.,memang banyak tapi harus ada org dalam baru di pertimbangin,negatif,49.69,negatif
@tilehopper gw pernah bos gw bilang di sini kalian gak bisa kaya tapi kalian bisa hidup bisa beli susu anak bisa makan harusnya kalian bersyukur. dia ngomong begitu karena dia punya harley dan anak anaknya sekolah di luar negeri. harusnya dia yang bersyukur orang2 mau kerja dengan upah,saya pernah bos saya bilang di sini kalian gak bisa kaya tapi kalian bisa hidup bisa beli susu anak bisa makan harusnya kalian bersyukur dia bicara begitu karena dia punya harley dan anak anaknya sekolah di luar negeri harusnya dia yang bersyukur orang mau kerja dengan upah,negatif,49.69,negatif
@worksfess Waiter aja klo aku. Karna skill nya bisa di pake utk kerja di luar negeri,waiter saja kalau aku karena skill nya bisa di pakai untuk kerja di luar negeri,positif,49.71,positif
intinya ketika kau diatas kau yg atur semua coy😂🤣🤭,intinya ketika kamu diatas kamu yang atur semua coy,netral,49.75,netral
gpp yg penting #KaburAjaDulu,tidak apa-apa yang penting kaburajadulu,positif,49.75,positif
"Dipake propaganda termul 😂

Yg susah dari tinggal di luar negeri ya dapetin dan bayar visanya, karena rakyat dari negara dunia ke tiga, gara2 pemerintah inkompeten ini.

Kalo bisa dapetin visanya, #kaburajadulu itu memudahkan hidup.

I know the guy personally, and he'd agree.",dipake propaganda termul yang susah dari tinggal di luar negeri iya dapetin dan bayar visanya karena rakyat dari negara dunia ke tiga gara pemerintah inkompeten ini kalau bisa dapetin visanya kaburajadulu itu memudahkan hidup i know the guy personally and he di agree,negatif,49.77,negatif
"buat apa, impian gw ke kuar negri 🤭",buat apa impian saya ke kuar negri,positif,49.79,positif
Bismillah manifesting 🙏🏻,bismillah manifesting,netral,49.81,netral
"inggris bisa, udah lumayan fasih, negara udah ada, UANG nya gaada",inggris bisa sudah lumayan fasih negara sudah ada uang nya tidak ada uang,negatif,49.83,negatif
ini yg ga punya uang buat ikut tren #kaburajadulu ada bantuan ga buat bisa ikut tren nya khususnya buat anak sekolah ataupun yg udah lulus sekolah. serius nanya semoga dijawab😭🙏🙏,ini yang ga punya uang buat ikut trend kaburajadulu ada bantuan ga buat bisa ikut trend nya khususnya buat anak sekolah ataupun yang sudah lulus sekolah serius bertanya semoga dijawab,netral,49.83,netral
banggg ikuttttt,banggg ikuttttt,negatif,49.84,negatif
nnti d taiwan kuliah sambil kerja part time banyak,nnti di taiwan kuliah sambil kerja part time banyak,netral,49.84,netral
wajib pintar bahasa ga bg?,wajib pintar bahasa ga abang,negatif,49.85,negatif
@Uki23 kan pemerintah juga sering rilis data dgn angka2 yg ajaib pula baik secara resmi or melalui buzzer2 .... biarkan rakyat bebas memilih lebih percaya kemana ..... kalo mayoritas rakyat lebih percaya data asing berarti pemerintah harus evalusi diri ... ga ribet asal mau n jujur.,kan pemerintah juga sering rilis data dengan angka yang ajaib pula baik secara resmi or melalui buzzer biarkan rakyat bebas memilih lebih percaya kemana kalau mayoritas rakyat lebih percaya data asing berarti pemerintah harus evalusi diri ga ribet asal mau dan jujur,positif,49.86,positif
Yok bisa yok #KaburAjaDulu ,yok bisa yok kaburajadulu,netral,49.87,netral
@Surgandi putra ananda 😭,putra ananda,positif,49.88,positif
Nasionalisme emg perlu tapi realistis lebih dibutuhkan,nasionalisme emg perlu tapi realistis lebih dibutuhkan,netral,49.89,netral
bnr bgt bang 😂 tp ttp aq cinta indo 😭 wlw ribet persyaratan nya,bnr banget bang tapi ttp saya cinta indo wlw ribet persyaratan nya,negatif,49.91,negatif
smoga kdpannya Ini d lirik Pemrintah dan smua syaratw loker d ubah,smoga kdpannya ini di lirik pemrintah dan smua syaratw loker di ubah,netral,49.91,netral
Rasa Ingin Ke Jepang📈📈,rasa ingin ke jepang,netral,49.92,netral
@caroIinespark kita #kaburajadulu ke jp untuk meninggalkan rezim dan experiencing lagu jp enha live,kita kaburajadulu ke jp untuk meninggalkan rezim dan experiencing lagu jp enha live,negatif,49.93,negatif
: Aku sempat bilang ke Joss kalau suatu hari dia punya konser sendiri aku bakal datang buat ambil foto. Tapi pas akhirnya Joss beneran bikin konser aku malah harus kerja ke luar negeri... tapi ngga apa-apa : Terakhir ngobrol sama Joss pas outing dia bilang nanti mau,aku sempat bilang ke joss kalau suatu hari dia punya konser sendiri aku bakal datang buat ambil foto tapi pas akhirnya joss beneran bikin konser aku bahkan harus kerja ke luar negeri tapi tidak apa apa terakhir ngobrol sama joss pas outing dia bilang nanti mau,positif,49.94,positif
Definisi cry for help wkwkwkwk If i survive this madness tolong mudahkan jalanku untuk #kaburajadulu ya allah https://t.co/xXNIh3lUMQ,definisi cry for help wkwkwkwk if i survive this madness tolong mudahkan jalanku untuk kaburajadulu iya allah,negatif,49.98,negatif
@Puspen_PKI &gt; Siap mempertanggungjawabkan &gt; #KaburAjaDulu ke Yordania,begitu siap mempertanggungjawabkan begitu kaburajadulu ke yordania,positif,50.0,positif
bisa ga sih prabowo &amp; dpr kasih statement tegas langkah nyata untuk meredam ini? bukan hanya evaluasi atau minta rakyat percaya ke pemerintah?,bisa ga sih prabowo amp dpr kasih statement tegas langkah nyata untuk meredam ini bukan hanya evaluasi atau minta rakyat percaya ke pemerintah,negatif,50.0,negatif
guru paud yang penting buat pondasi anak-anak di masa depan aja gurunya sebulan 150k wee😭😭😭,guru paud yang penting buat pondasi anak anak di masa depan saja gurunya sebulan ke wee,positif,50.0,positif
@prabowo Usul Pak sebaiknya jabatan wakil Menteri Tenaga Kerja tidak usah ada penggantinya biarkan kosong saja sdh ada Menteri Teanaga Kerja &amp; para Dirjen sudah cukup. Malah lebih hemat Anggaran &amp; Ramping. Wakil Menteri hanya perlu buat pos tertentu misal Luar Negeri Keuangan. https://t.co/5U5OdQcaxZ,usul pak sebaiknya jabatan wakil menteri tenaga kerja tidak perlu ada penggantinya biarkan kosong saja sdh ada menteri teanaga kerja amp para dirjen sudah cukup bahkan lebih hemat anggaran amp ramping wakil menteri hanya perlu buat pos tertentu misal luar negeri keuangan,netral,50.0,netral
tapi ko bisa sampe 50? TG itu lebih murah biayanya dibanding magang,tapi ko bisa sampai tg itu lebih murah biayanya dibanding magang,negatif,50.01,negatif
@tanyakanrl bapaknya temen gua isilop katanya tiap hari emang ngatain pemerintah mulu. gua kenal bapaknya &amp; beliau emang one in a million of 'polisi baik' open minded juga. well ga bisa 100% percaya juga si,bapaknya teman saya isilop katanya tiap hari emang ngatain pemerintah melulu saya kenal bapaknya amp beliau emang one in a million of polisi baik open minded juga well ga bisa percaya juga si,negatif,50.02,negatif
andai aku bisa dan lancar bahasa Inggris maka aku akan pergi ke sana,andai aku bisa dan lancar bahasa inggris maka aku akan pergi ke sana,positif,50.04,positif
Hanya kaum middle class yg paham 🙏🏻,hanya kaum middle class yang paham,netral,50.06,netral
@tanyarlfes ini yang mau #KaburAjaDulu jadi warlok Taiwan ada loker kontrak 3 tahun gaji kurleb 18jt perbulan program pemerintah. Langsung cek aja di instagram mereka ya. Syaratnya ga ribet dan minimal lulusan SMA. https://t.co/K9WljGtxPD,ini yang mau kaburajadulu jadi warlok taiwan ada loker kontrak tahun gaji kurleb jt perbulan program pemerintah langsung cek saja di instagram mereka iya syaratnya ga ribet dan minimal lulusan sama,netral,50.08,netral
