created_at,full_text,id_str,platform,clean_text,topic_id_v2,sentiment,confidence
Sun Aug 31 02:55:38 +0000 2025,sekarang gw tau alasan mbak gw ngebet nyuruh gw lanjut studi ke luar negeri aja dan nyuruh gw buat cari kerja di luar negerii OKH ACC,1961986209082958217,X,sekarang saya tahu alasan mbak saya ngebet nyuruh saya lanjut studi ke luar negeri saja dan nyuruh saya buat cari kerja di luar negerii okh accord,3,netral,54.75
Sun Aug 31 02:33:56 +0000 2025,Iri banget liat tweet orang Yg kerja trs hidup di luar negeri ,1961980748585677190,X,iri banget lihat tweet orang yang kerja terus hidup di luar negeri,3,negatif,99.76
Sun Aug 31 01:57:05 +0000 2025,life is just not fair ketika dia deklarasi sebagai 02 voter dan setelah itu mutusin buat kejar kerja di luar negeri tiap ku singgung isu politik sedikit dia pasti ngomong yaudah yang penting aku tak ke jepang dulu 5 tahun i love you you are the bestest bestfriend i ever had.,1961971474761482580,X,life is just not fair ketika dia deklarasi sebagai voter dan setelah itu mutusin buat kejar kerja di luar negeri tiap ku singgung isu politik sedikit dia pasti bicara ya sudah yang penting aku tidak ke jepang dulu tahun i love you you are the bestest bestfriend i ever had,1,negatif,55.65
Sun Aug 31 01:36:28 +0000 2025,selamat pagi Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1961966283140092088,X,selamat pagi open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.61
Sat Aug 30 23:31:34 +0000 2025,semalem ngobrol sm emes gr2 tau aku buka laptop ngomong emg kerja di indo nasib2an ku bls makanyaa aku pgn kerja ke luar negeri ae ga dibolehin apa yg mau diarepin kerja di sini apalagi situasinya ky gini ... km ini anak cewek gak ada yg nuntun gada yg ngelindungin ,1961934851696893994,X,semalem ngobrol sm emes gede rasa tahu aku buka laptop bicara emg kerja di indo nasiban ku balas makanyaa aku pgn kerja ke luar negeri ae ga dibolehin apa yang mau diarepin kerja di sini apalagi situasinya seperti gini kamu ini anak cewek gak ada yang nuntun gada yang ngelindungin,3,negatif,98.62
Sat Aug 30 08:43:47 +0000 2025,Caper najis Itu yang pada di luar negeri suruh pada pulang. Apalagi si Sahroni Terus batalin tunjangan rumah. Tunjangan yang lainnya juga turunin di batas wajar aja Suruh pada kerja yang bener,1961711435228336328,X,cari perhatian najis itu yang pada di luar negeri suruh pada pulang apalagi si sahroni terus batalin tunjangan rumah tunjangan yang lainnya juga turunin di batas wajar saja suruh pada kerja yang benar,3,negatif,99.27
Sat Aug 30 08:41:59 +0000 2025,@onlytusik Saya. Saya selalu ngomong ke anak2 sekolah yg pinter sekolah yg tinggi sekolah yg bener. Kalian boleh kerja kemanapun. Ke luar negeri ke luar pulau. Kalian boleh jadi petani pedagang guru tukang listrik apapun asal bukan TNI dan polisi Mereka paham dan nurut,1961710981832495332,X,saya saya selalu bicara ke anak sekolah yang pinter sekolah yang tinggi sekolah yang benar kalian boleh kerja kemanapun ke luar negeri ke luar pulau kalian boleh jadi petani pedagang guru tukang listrik apapun asal bukan tni dan polisi mereka paham dan nurut,3,positif,77.04
Sat Aug 30 08:36:04 +0000 2025,Tolong kalau ada yang punya kenalan atau saudara cowok tinggal di luar negeri atau bahkan kerja di luar negeri atau WNA please jodohin ke aku aja udah gak betah disini,1961709494125367729,X,tolong kalau ada yang punya kenalan atau saudara cowok tinggal di luar negeri atau bahkan kerja di luar negeri atau wna please jodohin ke aku saja sudah gak betah disini,3,negatif,99.53
Sat Aug 30 08:21:27 +0000 2025,@tanyarlfes tolng setidk nya jngn semua hangus dlu. izinin gue lulus sekolh setinggi nya biar bisa kerja di luar negeri ,1961705813468434674,X,tolng setidk nya jngn semua hangus dulu izinin saya lulus sekolh setinggi nya biar bisa kerja di luar negeri,3,negatif,75.88
Sat Aug 30 08:09:14 +0000 2025,enak kali kelean pake dalih dinas jadi bisa jalan2 ke luar negeri dibiayain negara padahal kerja kelean aja ga keliatan hasilnya,1961702738846482721,X,enak kali kelean pakai dalih dinas jadi bisa jalan ke luar negeri dibiayain negara padahal kerja kelean saja ga kelihatan hasilnya,3,negatif,95.46
Sat Aug 30 07:58:33 +0000 2025,Workshopnya 1 hari 3 hari jalan-jalan. Kita yang kerja 9-6 bahkan ada yg lebih mau ke luar negeri aja harus nabung berbulan-bulan/bahkan tahunan belum VISA. Ini pajak lo dipake mereka buat liburan️ Lo kalo gak marah sama pemerintah heran sih gue.,1961700050360586587,X,workshopnya hari hari jalan jalan kita yang kerja bahkan ada yang lebih mau ke luar negeri saja harus nabung berbulan bulan bahkan tahunan belum visa ini pajak kamu dipake mereka buat liburan kamu kalau gak marah sama pemerintah heran sih saya,3,negatif,95.06
Sat Aug 30 07:50:25 +0000 2025,@tanyarlfes gapaham. orang rakyatnya demo aja ditinggal ke luar negeri kerja juga diwfh-in,1961698006237155764,X,gapaham orang rakyatnya demo saja ditinggal ke luar negeri kerja juga diwfh in,3,negatif,99.69
Sat Aug 30 07:49:45 +0000 2025,Buang buang duit mulu bangsat emang ke luar negeri kerja ngapain kali ya anjing,1961697837714215366,X,buang buang duit melulu bangsat emang ke luar negeri kerja sedang apa kali iya anjing,39,negatif,99.79
Sat Aug 30 07:25:50 +0000 2025,setelah lulus lalu kerja di luar negeri adalah pilihan yang tepat. segera terwujud aaammiiinnnn .,1961691815775801414,X,setelah lulus lalu kerja di luar negeri adalah pilihan yang tepat segera terwujud aaammiiinnnn,3,positif,98.84
Sat Aug 30 02:00:05 +0000 2025,@prabowo @DPR_RI Yang seharusnya efisiensi malah direksi Danantara jalan-jalan ke luar negeri Yang seharusnya efisiensi malah menaikkan gaji anggota dewan Yang seharusnya efisiensi ... Emang tai kalau klean presiden menteri maupun anggota DPR tidak bisa kerja mundur saja sudah,1961609839974781206,X,yang seharusnya efisiensi bahkan direksi danantara jalan jalan ke luar negeri yang seharusnya efisiensi bahkan menaikkan gaji anggota dewan yang seharusnya efisiensi emang tai kalau klean presiden menteri maupun anggota dpr tidak bisa kerja mundur saja sudah,1,negatif,99.32
Sat Aug 30 01:42:40 +0000 2025,dpr tuh jam kerjanya gimana sih guys kok hari kerja bisa pada liburan ke luar negeri️,1961605456377569550,X,dpr tuh jam kerjanya bagaimana sih teman-teman kok hari kerja bisa pada liburan ke luar negeri,3,negatif,96.4
Sat Aug 30 00:54:39 +0000 2025,pagi ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1961593373778940274,X,pagi kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.66
Sat Aug 30 00:22:34 +0000 2025,same temen gw lg kerja di luar negeri intinya dia nge-story indonesia chaos sementara gw lg makan ini disini ,1961585297596325986,X,same teman saya lagi kerja di luar negeri intinya dia nge story indonesia chaos sementara saya lagi makan ini disini,2,negatif,51.39
Sat Aug 30 00:00:52 +0000 2025,Mau lanjut lagi Kan DPR katanya lagi Kunjungan Kerja ke Sydney yaa. Karena masih related ke kunjungan kerja jadi masih ada kemungkinan dapet tunjangan perjalanan dinas ke luar negeri.. Berapa tuuhh? https://t.co/6t371bGJ82 https://t.co/7XkUxACMOj,1961579839892472292,X,mau lanjut lagi kan dpr katanya lagi kunjungan kerja ke sydney yaa karena masih related ke kunjungan kerja jadi masih ada kemungkinan dapat tunjangan perjalanan dinas ke luar negeri berapa tuuhh,3,netral,76.2
Fri Aug 29 23:30:07 +0000 2025,emang paling bener kerja di luar negeri kah?,1961572101447721269,X,emang paling benar kerja di luar negeri kah,3,positif,54.6
Fri Aug 29 23:28:45 +0000 2025,Rakyat mau masuk ke rumah rakyat harus manjet atau jebol pager ditembak gas airmata dipukulin dilindes. Meanwhile babu babu yang kerja di dalem pada kabur ke luar negeri hidup hedon menghina majikan yang ngasih mereka makan. Ga selamet idup lo 7 turunan!,1961571757183451470,X,rakyat mau masuk ke rumah rakyat harus manjet atau jebol pager ditembak gas airmata dipukulin dilindes meanwhile babu babu yang kerja di dalem pada kabur ke luar negeri hidup hedon menghina majikan yang memberikan mereka makan ga selamet idup kamu turunan,0,negatif,99.77
Fri Aug 29 22:57:53 +0000 2025,Ini DPR yang lagi pada kabur ke Luar Negeri serius gak pada absen kerja? Apa DPR bisa WFA?,1961563987528790048,X,ini dpr yang lagi pada kabur ke luar negeri serius gak pada absen kerja apa dpr bisa wfa,3,negatif,98.31
Fri Aug 29 21:48:59 +0000 2025,Paham sih paham tapi kenapa pada malah kabur ke luar negeri? Kenapa pada liburan? Sementara beberapa rakyat pekerja dituntut tetap kerja dalam situasi kayak gini. Sedangkan si pembuat onar pada sembunyi. Kalo kamu masih ngebela sih kamu sama aja jahatnya kayak mereka,1961546649916019045,X,paham sih paham tapi kenapa pada bahkan kabur ke luar negeri kenapa pada liburan sementara beberapa rakyat pekerja dituntut tetap kerja dalam situasi kayak gini sedangkan si pembuat onar pada sembunyi kalau kamu masih ngebela sih kamu sama saja jahatnya kayak mereka,3,negatif,99.79
Fri Aug 29 21:03:39 +0000 2025,sorry klo kesannya alay kayak nasionalis bgt gitu tapi gw beneran sayang bgt sama Indonesia meskipun kerja di luar negeri pun rasa-rasanya aku ngga akan mengganti kewarganegaraanku ,1961535239794413704,X,maaf kalau kesannya norak kayak nasionalis banget gitu tapi saya beneran sayang banget sama indonesia meskipun kerja di luar negeri pun rasa rasanya aku tidak akan mengganti kewarganegaraanku,2,negatif,76.8
Fri Aug 29 20:04:33 +0000 2025,@kompascom Dengan cara ga masuk kerja dan ada yg jalan2 ke luar negeri ?,1961520369082470468,X,dengan cara ga masuk kerja dan ada yang jalan ke luar negeri,3,negatif,94.39
Fri Aug 29 18:25:34 +0000 2025,Ga ada yang lebih bikin iri daripada ngelihat sobatku hari ini resign karena mau pindah kerja di luar negeri .. gila.,1961495457643073760,X,ga ada yang lebih bikin iri daripada ngelihat sobatku hari ini resign karena mau pindah kerja di luar negeri gila,3,negatif,93.38
Fri Aug 29 18:04:38 +0000 2025,pejabat ni pada gapunya rasa anxiety apa ya? gue kalo tiap berangkat kerja aja ada rasa takut ini mereka ko bisa ya udah didemo segini ramenya masih bisa santai aja adem ayem ada yg ke luar negeri lah,1961490187391046051,X,pejabat ini pada gapunya rasa anxiety apa iya saya kalau tiap berangkat kerja saja ada rasa takut ini mereka ko bisa iya sudah didemo segini ramenya masih bisa santai saja adem ayem ada yang ke luar negeri lah,3,negatif,98.74
Fri Aug 29 16:35:42 +0000 2025,INTINYA DPR ISINYA KEBANYAKAAN PENDUKUNG PRESIDEN YE ANJING. Dah mampus aja rakyat kalo DPR sama pemerintah kongkalikong demi kepentingan mereka bersama. Rakyat kebagian kerja sampai mampus terus duitnya buat mereka pelesiran ke luar negeri.,1961467809558417432,X,intinya dpr isinya kebanyakaan pendukung presiden ye anjing deh mampus saja rakyat kalau dpr sama pemerintah kongkalikong demi kepentingan mereka bersama rakyat kebagian kerja sampai mampus terus duitnya buat mereka pelesiran ke luar negeri,1,negatif,99.58
Fri Aug 29 16:31:54 +0000 2025,@senjatanuklir Ini berarti pada ga ngantor ya? Atau wfh? Kok enak ya hari2 kerja bs ke luar negeri dapat tunjangan perjalanan plus jalan2. Pake duit pajak rakyat memang mantab. @DPR_RI,1961466853639033322,X,ini berarti pada ga ngantor iya atau wfh kok enak iya hari kerja bisa ke luar negeri dapat tunjangan perjalanan plus jalan pakai duit pajak rakyat memang mantab,3,positif,99.61
Fri Aug 29 16:30:01 +0000 2025,pliss semoga ntar ak kerja di luar negeri aja muak sama negara ini,1961466378659197046,X,pliss semoga nanti saya kerja di luar negeri saja muak sama negara ini,3,negatif,99.82
Fri Aug 29 16:11:15 +0000 2025,kerja capek capek gaji dipotong pajak yang digaji pake pajak malah kabur ke luar negeri saat rakyat bersuara,1961461655063421224,X,kerja capek capek gaji dipotong pajak yang digaji pakai pajak bahkan kabur ke luar negeri saat rakyat bersuara,75,negatif,99.68
Fri Aug 29 16:08:10 +0000 2025,dikasi wfh tuh kerja yang bener bukan malah jadi holiday trip ke luar negeri GOBLOKKKKK @ DPR_RI,1961460877539835960,X,dikasi wfh tuh kerja yang benar bukan bahkan jadi holiday trip ke luar negeri goblokkkkk dpr_ri,3,negatif,99.71
Fri Aug 29 16:05:18 +0000 2025,Pertemuan Menteri Luar Negeri Arab Saudi dan Menteri Luar Negeri Italia pada hari Kamis (29/8) ini juga menjalin kerja sama antara Arab Saudi dan Italia untuk memperkuat Otoritas Palestina berdasarkan solusi dua negara sesuai dengan visi kedua negara dalam mewujudkan perdamaian https://t.co/qTmKr1oAPX,1961460158279606454,X,pertemuan menteri luar negeri arab saudi dan menteri luar negeri italia pada hari kamis ini juga menjalin kerja sama antara arab saudi dan italia untuk memperkuat otoritas palestina berdasarkan solusi dua negara sesuai dengan visi kedua negara dalam mewujudkan perdamaian,16,netral,91.29
Fri Aug 29 15:38:10 +0000 2025,Bilangin ke mentri2 dan dpr ituuu suruh kerja bukan malah cabut ke luar negeri ,1961453328002605464,X,bilangin ke mentri dan dpr ituuu suruh kerja bukan bahkan pergi ke luar negeri,3,negatif,94.77
Fri Aug 29 14:56:16 +0000 2025,halo ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1961442783195226542,X,halo kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.62
Fri Aug 29 14:51:16 +0000 2025,mo kerja dulu deh buat bayariin @DPR_RI kabur dari bosnya dan lari ke luar negeri :D,1961441526745367012,X,mau kerja dulu deh buat bayariin kabur dari bosnya dan lari ke luar negeri di,3,negatif,98.8
Fri Aug 29 14:36:16 +0000 2025,@ardisatriawan uda nyangka bakal gini kerja dari luar negeri wkwkwk,1961437750495973571,X,uda nyangka bakal gini kerja dari luar negeri wkwkwk,3,negatif,54.35
Fri Aug 29 13:51:05 +0000 2025,emang mnyt nih pemerintah. gue mau kpopan sampe ga mood. mau pulang kerja takut mati bernagkat kerja takut kelindes. mana nih negara yang katanya menjadi tanah aman buat rakyatnya. eh lupa pejabatnya mah pada ke luar negeri ya yang sengsara rakyatnya aja,1961426380002042275,X,emang mnyt ini pemerintah saya mau kpopan sampai ga mood mau pulang kerja takut mati bernagkat kerja takut kelindes mana ini negara yang katanya menjadi tanah aman buat rakyatnya eh lupa pejabatnya mah pada ke luar negeri iya yang sengsara rakyatnya saja,1,negatif,99.55
Fri Aug 29 13:43:39 +0000 2025,kalau gak becus kerja tuh mundur anjir RESIGNN bukannya malah kabur ke luar negeri gara-gara takut didemo massa cuih PENGECUT,1961424509690659254,X,kalau gak becus kerja tuh mundur anjing resignn bukannya bahkan kabur ke luar negeri gara gara takut didemo massa cuih pengecut,39,negatif,99.84
Fri Aug 29 13:21:50 +0000 2025,najis dzolim banget kalian. kerja di kantor gak becus wfh malah kabur ke luar negeri. negara lagi chaos rakyat lagi menuntut haknya para anggota dewa ini malah enak enakan shopping ke luar negeri miris banget sumpah nirempati,1961419021670387744,X,najis dzolim banget kalian kerja di kantor gak becus wfh bahkan kabur ke luar negeri negara lagi chaos rakyat lagi menuntut haknya para anggota dewa ini bahkan enak enakan shopping ke luar negeri miris banget sumpah nirempati,1,negatif,99.72
Fri Aug 29 12:46:58 +0000 2025,Awalnya aku disuruh kerja dulu baru s2. Ini emakku langsung reflek blg ambil s2 di luar negeri aja. ,1961410245965877503,X,awalnya aku disuruh kerja dulu baru s ini emakku langsung reflek bilang ambil s di luar negeri saja,3,negatif,95.34
Fri Aug 29 12:40:30 +0000 2025,@absurdmoe kita kerja di luar negeri aja,1961408617292112371,X,kita kerja di luar negeri saja,3,negatif,90.62
Fri Aug 29 12:30:05 +0000 2025,Indonesia dan Australia menegaskan kembali komitmen kedua negara untuk memperdalam kerja sama strategis dalam Pertemuan Menteri Luar Negeri dan Menteri Pertahanan atau yang dikenal sebagai 2+2 Dialogue yang digelar di Canberra pada Kamis. https://t.co/qrMUiE8RMo,1961405998175797403,X,indonesia dan australia menegaskan kembali komitmen kedua negara untuk memperdalam kerja sama strategis dalam pertemuan menteri luar negeri dan menteri pertahanan atau yang dikenal sebagai dialogue yang digelar di canberra pada kamis,16,netral,99.11
Fri Aug 29 12:13:57 +0000 2025,malam ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1961401937473188101,X,malam kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.61
Fri Aug 29 11:50:00 +0000 2025,@KADSocialHub tips dapet kerja di luar negeri berarti bisa cari istri yang akan kerja ke luar negeri ya pak @ridwanadit,1961395909050114078,X,tips dapat kerja di luar negeri berarti bisa cari istri yang akan kerja ke luar negeri iya pak,3,netral,83.71
Fri Aug 29 11:17:12 +0000 2025,rakyat di luar negeri kerja keras bangun karier dari nol. Rakyat di dalam negeri kerja keras juga tapi seringnya cuma jadi bahan uji coba kebijakan setengah matang. #DPRRI #DPR_RI,1961387654211367254,X,rakyat di luar negeri kerja keras bangun karier dari nol rakyat di dalam negeri kerja keras juga tapi seringnya cuma jadi bahan uji coba kebijakan setengah matang dprri dpr_ri,3,negatif,98.51
Fri Aug 29 11:12:13 +0000 2025,@MasBRO_back Banyak bacot kau kerja hanya ndak.jls banyak.bacot klu kau berani.pulang kau jng merusak citra buruk soal Indonesia di luar negeri bangsat,1961386401439826326,X,banyak banyak bicara kamu kerja hanya tidak jls banyak banyak bicara klu kamu berani pulang kamu jng merusak citra buruk soal indonesia di luar negeri bangsat,2,negatif,99.67
Fri Aug 29 10:31:37 +0000 2025,halo sore ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1961376184077636031,X,halo sore kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.63
Fri Aug 29 10:18:18 +0000 2025,Cara kerja di luar negeri gimana sih?,1961372833218728193,X,cara kerja di luar negeri bagaimana sih,3,negatif,76.84
Fri Aug 29 10:02:48 +0000 2025,mau ke kerja ke luar negeri ya allah,1961368930825744796,X,mau ke kerja ke luar negeri iya allah,3,positif,75.46
Fri Aug 29 09:57:16 +0000 2025,@baseconvo ada nder yuk les dulu bahasa asing di cockatoo course buat yang mau kerja atau kuliah di luar negeri ,1961367538157457686,X,ada nder yuk les dulu bahasa asing di cockatoo course buat yang mau kerja atau kuliah di luar negeri,17,netral,97.8
Fri Aug 29 03:00:30 +0000 2025,halo pagi ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1961262658663129313,X,halo pagi kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.62
Fri Aug 29 02:59:34 +0000 2025,semakin mantap kerja di luar negeri,1961262419680116968,X,semakin mantap kerja di luar negeri,3,positif,99.46
Fri Aug 29 02:50:18 +0000 2025,@f1uffyc1oudsky Para pejabat pengen gajinya sama kaya pejabat yg ada di luar negeri wkwkwk Kocak bgt kerja gaada hasil gitu mau gaji tinggi ,1961260089802985952,X,para pejabat pengen gajinya sama kaya pejabat yang ada di luar negeri wkwkwk kocak banget kerja tidak ada uang hasil gitu mau gaji tinggi,3,negatif,92.54
Fri Aug 29 02:39:58 +0000 2025,Makanya gue kadang suka cerita ke keluarga pengen kerja ke luar negeri aja karena gue merasa kaya ga punya mimpi disini... Cari kerja susah nya minta ampun dgn kriteria a-z gaji juga dibayar rendah rata rata 2-3 jt dengan biaya hidup yg mahal ,1961257490865394158,X,makanya saya kadang suka cerita ke keluarga pengen kerja ke luar negeri saja karena saya merasa kaya ga punya mimpi disini cari kerja susah nya minta ampun dengan kriteria a z gaji juga dibayar rendah rata rata jt dengan biaya hidup yang mahal,3,negatif,96.26
Fri Aug 29 01:58:04 +0000 2025,@belajarcuriga @abdurarsyad Anda salah. Kalau udah kaya ngapain capek2 terbang jauh2 buat stand up yg ngasilin duit. Klo udah kaya tentunya udah di rumah aja gak usah kerja/ke luar negeri pun buat liburan ke eropa/amerika,1961246946040930521,X,anda salah kalau sudah kaya sedang apa capek terbang jauh buat stand up yang ngasilin duit kalau sudah kaya tentunya sudah di rumah saja gak perlu kerja ke luar negeri pun buat liburan ke eropa amerika,3,negatif,98.33
Fri Aug 29 01:39:51 +0000 2025,dulu gak pernah ada dipikiran pengen kerja diluar negeri karna bakal jauh dari keluarga but now bener bener pengen banget kerja di luar negeri pen pergi dari negara ini seung jemput gueeee,1961242358646976836,X,dulu gak pernah ada dipikiran pengen kerja diluar negeri karena bakal jauh dari keluarga but now benar benar pengen banget kerja di luar negeri pen pergi dari negara ini seung jemput gueeee,3,positif,80.42
Fri Aug 29 01:38:55 +0000 2025,DPR TAK PEDULI MAU DITERIMA KERJA ATAU TIDAK. DARIPADA KALIAN NGANGGUR MENDING KALIAN KE LUAR NEGERI YG DIMANA KALIAN DIHARGAI DIHORMATI DISEGANI BAGI PARA PEJUANG JLPT SEMUA LEVEL N KALIAN HARUS LULUS BARULAH BERANGKAT KE JEPANG,1961242127586951597,X,dpr tidak peduli mau diterima kerja atau tidak daripada kalian tidak punya pekerjaan lebih baik kalian ke luar negeri yang dimana kalian dihargai dihormati disegani bagi para pejuang jlpt semua level dan kalian harus lulus barulah berangkat ke jepang,4,negatif,84.25
Fri Aug 29 01:19:26 +0000 2025,selamat pagi ka Open joki tugas realtime ujian atau quiz bisa dm / wa ke @NUGASAMBIS - Akuntansi - Manajemen Keuangan - MSDM - keuangan bisnis - Manajemen Operasional - Export Import - Finance - Audit - Pajak Brevet - Manajemen S2 - kampus luar negeri - Psikotes kerja,1961237223543812331,X,selamat pagi kakak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,67,netral,99.62
Fri Aug 29 01:01:03 +0000 2025,Pertemuan Menteri Luar Negeri dan Menteri Pertahanan Indonesia Australia (2+2) digelar di Canberra Kamis (28/8). Forum strategis ini menandai momentum penting dalam memperkuat kerja sama pertahanan dan diplomasi kedua negara. https://t.co/u5VM4tt5Qx,1961232597205360704,X,pertemuan menteri luar negeri dan menteri pertahanan indonesia australia digelar di canberra kamis forum strategis ini menandai momentum penting dalam memperkuat kerja sama pertahanan dan diplomasi kedua negara,16,netral,98.06
Fri Aug 29 00:50:15 +0000 2025,Emang paling bener w bilang ma anak2 w buat tinggal dan kerja aja diluar negeri JD anak pinter dah ya kalian biar BS kerja di luar negeri soalnya indonesia udah ga bener,1961229877446938771,X,emang paling benar w bilang ma anak w buat tinggal dan kerja saja diluar negeri jadi anak pinter deh iya kalian biar bisa kerja di luar negeri soalnya indonesia sudah ga benar,2,negatif,98.49
Fri Aug 29 00:41:39 +0000 2025,Bener kok yang beliau katakan. Tugas kita ya belajar salah satu cara membuka kesempatan untuk bisa minggat dari indo dan kerja di luar negeri. Warga X pemikirannya terlalu satu arus kalo ada yg ga searus sama mereka lgsg dirujak ,1961227714322653213,X,benar kok yang beliau katakan tugas kita iya belajar salah satu cara membuka kesempatan untuk bisa minggat dari indo dan kerja di luar negeri warga x pemikirannya terlalu satu arus kalau ada yang ga searus sama mereka langsung dirujak,5,negatif,97.02
Fri Aug 29 00:31:28 +0000 2025,Mau cepetan cari kerja luar negeri euy...,1961225151149641897,X,mau cepetan cari kerja luar negeri euy,3,positif,62.73
Fri Aug 29 00:10:26 +0000 2025,gua sangat berminat untuk kerja di luar negeri dan jadi WNA,1961219856990372014,X,saya sangat berminat untuk kerja di luar negeri dan jadi wna,3,positif,87.86
Fri Aug 29 00:02:50 +0000 2025,Manifesting punya suami yg kerja di luar negeri kaya temen aku walaupun harus ngorbanin karir dan jadi full ibu rumah tangga asal ga hidup di Indonesia mah gapapa kali ya ,1961217944513646597,X,manifesting punya suami yang kerja di luar negeri kaya teman aku walaupun harus ngorbanin karir dan jadi full ibu rumah tangga asal ga hidup di indonesia mah gapapa kali iya,2,positif,73.03
Thu Aug 28 23:27:11 +0000 2025,Semakin besar keinginan gue untuk pergi dari negara sekarat ini pergi ke luar negeri apply kerja diluar negeri nikah and slow living di luar negeri,1961208972163387496,X,semakin besar keinginan saya untuk pergi dari negara sekarat ini pergi ke luar negeri apply kerja diluar negeri nikah and slow living di luar negeri,3,positif,84.09
Thu Aug 28 23:23:22 +0000 2025,@tanyakanrl Kerja di luar negeri (Singapore) S2 di NTU Singapore Keliling Eropa Aussie dan Asia Timur Get Husband Konglomerat,1961208015199375628,X,kerja di luar negeri singapore s di ntu singapore keliling eropa aussie dan asia timur get husband konglomerat,8,netral,90.94
Thu Aug 28 23:09:54 +0000 2025,@reviewmoods Yeuuu blunder. Sama aja kayak ibu diomongin: Buu.. Perempuan itu di rumah aja urus anak dan suami. Jangan kerja apalagi jauh di luar negeri,1961204625845166403,X,yeuuu blunder sama saja kayak ibu diomongin buu perempuan itu di rumah saja urus anak dan suami jangan kerja apalagi jauh di luar negeri,3,negatif,99.82
Thu Aug 28 22:59:57 +0000 2025,seseorang yg gue kenal yang kerja di consulting firm pernah ngalamin diengage kerjaan konsultasi sm salah satu bumn terbesar negeri ini si klien minta dikerjain hal2 yg di luar scope dan ribet tim konsultan politely decline respon si klien Ini [BUMN] lho lah terus?,1961202119077404704,X,seseorang yang saya kenal yang kerja di consulting firm pernah ngalamin diengage kerjaan konsultasi sm salah satu bumn terbesar negeri ini si klien minta dikerjain hal yang di luar scope dan ribet tim konsultan politely decline respon si klien ini bumn lho lah terus,3,negatif,80.4
Thu Aug 28 22:58:01 +0000 2025,@bluepinkblooms @jianseana @reviewmoods Modal main twitter berasa lebih pinter sama yg berusaha kerja ke luar negeri demen ngatain org giliran dikatain dihh sombong bgt emg ga napak tanah lu Pffft CRAB MENTALITY (semua org indo gaboleh sukses sebelum dia sukses),1961201635771756585,X,modal main twitter berasa lebih pinter sama yang berusaha kerja ke luar negeri suka ngatain org giliran dikatain dihh sombong banget emg ga napak tanah kamu pffft crab mentality semua org indo gaboleh sukses sebelum dia sukses,1,negatif,79.16
