created_at,full_text,id_str,platform,clean_text,topic_id_v2
Sat Jun 28 07:42:14 +0000 2025,Ngobrol2 sama recruiter bule di Eropa ini top reasons utk reject kandidat dari 🇮🇩 1. Gak lancar bahasa inggris 2. Jawaban bertele2 3. Banyak grammar mistakes di CV 4. Asal apply lowongan yang gak sesuai skill &amp; experience kamu #KaburAjaDulu gak cuma modal berani!,1938865508981281238,X,ngobrol sama recruiter bule di eropa ini top reasons untuk reject kandidat dari gak lancar bahasa inggris jawaban bertele banyak grammar mistakes di cv asal apply lowongan yang gak sesuai skill amp experience kamu kaburajadulu gak cuma modal berani,3
Sat Jun 28 07:34:55 +0000 2025,@03__nakula Serba salah ya hidup di negeri ini? Baru saja ada tagar #kaburajadulu dituduh gak nasionalis. Sekarang para pengangguran dituduh membebani negara dan diminta hengkang dari Indonesia. Karepe piye jal?,1938863669435343309,X,serba salah iya hidup di negeri ini baru saja ada tagar kaburajadulu dituduh gak nasionalis sekarang para pengangguran dituduh membebani negara dan diminta hengkang dari indonesia karepe piye jal,2
Sat Jun 28 07:34:45 +0000 2025,Semoga bisa #kaburajadulu,1938863625273520382,X,semoga bisa kaburajadulu,0
Sat Jun 28 07:15:32 +0000 2025,Katanya yang #KaburAjaDulu tidak nasionalis? Sekarang malah diminta ke luar negeri. Blunder mlulu pemerintah ,1938858789257781515,X,katanya yang kaburajadulu tidak nasionalis sekarang bahkan diminta ke luar negeri blunder mlulu pemerintah,0
Sat Jun 28 05:53:54 +0000 2025,Kmaren bilang'y #kaburajadulu ga nasionalis skrg malah nyuruh jd TKI kagak danta mang pmerintah ngasih lapangan kerja ga bisa malah nyuruh warga'y cari sndiri d'kata bayar LPK kagak mahal Kalo mang mau gni y lu sdiain dl balai latihan'y yg murah jgn mau visa'y doang ,1938838246102049161,X,kmaren bilang ya kaburajadulu ga nasionalis skrg bahkan nyuruh jadi tki tidak danta mang pmerintah memberikan lapangan kerja ga bisa bahkan nyuruh warga ya cari sendiri di kata bayar lpk tidak mahal kalau mang mau gni ya kamu sdiain dl balai latihan ya yang murah jangan mau visa ya doang,0
Fri Jun 27 15:51:00 +0000 2025,@democrazymedia #KaburAjaDulu Luhut : sekalian jangan pulang,1938626125451931846,X,kaburajadulu luhut sekalian jangan pulang,0
Fri Jun 27 15:46:37 +0000 2025,Ok pak saya jga maunya #KaburAjaDulu,1938625020512858164,X,ok pak saya juga maunya kaburajadulu,0
Fri Jun 27 15:43:46 +0000 2025,Austria alesannya ya #kaburajadulu,1938624303488274772,X,austria alesannya iya kaburajadulu,0
Fri Jun 27 15:22:40 +0000 2025,@txtdrimedia Kmaren pada mau #Kaburajadulu malah dibilang gini! KONT*L!!! https://t.co/m1E7wUeraE,1938618994682159493,X,kmaren pada mau kaburajadulu bahkan dibilang gini kont l,-1
Fri Jun 27 15:18:20 +0000 2025,@officialJKT48 Kalau gue jadi feni juga lebih milih di quadlips wjwjwjwj:( di sana gaada sjw fashion dan orang macem sekar hazmi Semoga bisa ambil wn thailand kak feni! @F_FeniJKT48 #kaburajadulu,1938617901600407876,X,kalau saya jadi feni juga lebih milih di quadlips wjwjwjwj di sana tidak ada uang sjw fashion dan orang macam sekar hazmi semoga bisa ambil wn thailand kak feni kaburajadulu,41
Fri Jun 27 15:16:28 +0000 2025,@kompascom Tempo hari #KaburAjaDulu katanya nggak nasionalis sekarang malah diusir. Mulut pejabat rezim sekarang bicaranya asal keluar aja dari mulut. Nggak mau mikir lagi apalagi cari solusi.,1938617431641243992,X,tempo hari kaburajadulu katanya tidak nasionalis sekarang bahkan diusir mulut pejabat rezim sekarang bicaranya asal keluar saja dari mulut tidak mau mikir lagi apalagi cari solusi,0
Fri Jun 27 15:05:29 +0000 2025,@jaehyunimup gangguin ah #kaburajadulu,1938614669700436169,X,gangguin ah kaburajadulu,0
Fri Jun 27 14:39:31 +0000 2025,Lawak mulu nih negeri ini kemaren trend #kaburajadulu dibilang ga nasionalis sekarang malah suruh keluar negeri,1938608132617576957,X,lawak melulu ini negeri ini kemarin trend kaburajadulu dibilang ga nasionalis sekarang bahkan suruh keluar negeri,0
Fri Jun 27 14:28:54 +0000 2025,@virdianaurellio Sudah benar kemarin #Kaburajadulu https://t.co/SozvdrykAr,1938605462079091060,X,sudah benar kemarin kaburajadulu,0
Fri Jun 27 14:08:45 +0000 2025,@didi_ng Pas orang bilang #Kaburajadulu misuh2...... ngoahahahahahaha emang aneh bener pemerentah takut kehilangan potensi pajak ye.,1938600392348279257,X,pas orang bilang kaburajadulu misuh ngoahahahahahaha emang aneh benar pemerentah takut kehilangan potensi pajak ye,9
Fri Jun 27 13:57:18 +0000 2025,@txtdrimedia #Kaburajadulu ️ #Diusir_Pemerintah ️ Pak Presiden @prabowo ini ya Pak yang didapatkan oleh generasi muda Indonesia yang mendukung Anda di pemilu 2024 hingga Anda memenangkan pemilu 2024 dengan janji 19000 Lapangan Pekerjaan Baru.,1938597511289266332,X,kaburajadulu diusir_pemerintah pak presiden ini iya pak yang didapatkan oleh generasi muda indonesia yang mendukung anda di pemilu hingga anda memenangkan pemilu dengan janji lapangan pekerjaan baru,2
Fri Jun 27 13:56:47 +0000 2025,@txtdrimedia Bukannya dicap tidak nasionalis ya? Waktu heboh tagar #Kaburajadulu kan gitu katanya,1938597378963263934,X,bukannya dicap tidak nasionalis iya waktu heboh tagar kaburajadulu kan gitu katanya,0
Fri Jun 27 13:48:25 +0000 2025,Jadi #KaburAjaDulu diakui pemerintah ,1938595276291559559,X,jadi kaburajadulu diakui pemerintah,0
Fri Jun 27 13:23:40 +0000 2025,@kompascom Babi-babi...eh babu2 Negara bukannya berpikir gimana caranya supaya warga mendapat peletjaan dan penghidupan yang layak malah nyuruh milir buat keluar. Padahal kemaren ada tagar #kaburajadulu malah dilecehin. Babiiiiii...babiiii...eh babuuuu...babuuuuu (kayak babi),1938589047670399366,X,babi babi eh babu negara bukannya berpikir bagaimana caranya supaya warga mendapat peletjaan dan penghidupan yang layak bahkan nyuruh milir buat keluar padahal kemarin ada tagar kaburajadulu bahkan dilecehin babiiiiii babiiii eh babuuuu babuuuuu kayak babi,0
Fri Jun 27 13:21:49 +0000 2025,kalo katseye tour pun pasarnya masih barat jir emang udah saatnya #kaburajadulu,1938588581271843062,X,kalau katseye tour pun pasarnya masih barat anjing emang sudah saatnya kaburajadulu,39
Fri Jun 27 12:42:05 +0000 2025,@amourellc Hayuk. Gw udh siap jadi bawahannya zohran apalagi bisa #kaburajadulu,1938578583041237217,X,hayuk saya udh siap jadi bawahannya zohran apalagi bisa kaburajadulu,0
Fri Jun 27 12:28:32 +0000 2025,@zhanghaokw aku #kaburajadulu ke negara lain ^^,1938575169708261593,X,aku kaburajadulu ke negara lain,73
Fri Jun 27 12:25:31 +0000 2025,@satriohendri Kmaren #KaburAjaDulu dimarahin.. sekarang disuruh pergi,1938574414066618512,X,kmaren kaburajadulu dimarahin sekarang disuruh pergi,0
Fri Jun 27 12:04:16 +0000 2025,@AirinDatangLagi Sudah resmi nih #KaburAjaDulu,1938569063158186491,X,sudah resmi ini kaburajadulu,0
Fri Jun 27 12:02:13 +0000 2025,Dulu ada tagar #KaburAjaDulu dimaki2 karena tidak nasionalis tp Menteri menyarankan nyari kerja diluar negeri Pertanyaan ku adalah apakah ada jaminan keselamatan dr pemerintah untuk pekerja Indonesia yg ada di LN?,1938568547250372991,X,dulu ada tagar kaburajadulu dimaki karena tidak nasionalis tapi menteri menyarankan mencari kerja diluar negeri pertanyaan ku adalah apakah ada jaminan keselamatan dr pemerintah untuk pekerja indonesia yang ada di ln,2
Fri Jun 27 11:50:26 +0000 2025,Kemarin rakyat bilang #kaburajadulu dibilang gak nasionalis kampungan ada wamen ngambek bilang jangan balik lagi ngeles banyak lap. pekerjaan. Eh skrg malah ngoceh begini menteri nya prabowo ....hadeeeh emang rezim omon-omon doang nih jangan-jangan.. ,1938565582686941269,X,kemarin rakyat bilang kaburajadulu dibilang gak nasionalis kampungan ada wamen marah bilang jangan balik lagi berkilah banyak lap pekerjaan eh skrg bahkan ngoceh begini menteri nya prabowo hadeeeh emang rezim omon omon doang ini jangan jangan,0
Fri Jun 27 11:47:34 +0000 2025,Beberapa waktu lalu orang ramai cari kerja di LN bahkan sampai ada #KaburAjaDulu dan dicap tidak punya nasionalisme. . Sekarang disuruh cari kerja ke LN bantu mengurangi pengangguran. . SONTOLOYO ‼️,1938564863502028811,X,beberapa waktu lalu orang ramai cari kerja di ln bahkan sampai ada kaburajadulu dan dicap tidak punya nasionalisme sekarang disuruh cari kerja ke ln bantu mengurangi pengangguran sontoloyo,0
Fri Jun 27 11:47:01 +0000 2025,kemarin pas #KaburAjaDulu dibilang ga nasionalis sekarang statement-nya begini? ,1938564723135361281,X,kemarin pas kaburajadulu dibilang ga nasionalis sekarang statement nya begini,0
Fri Jun 27 11:24:19 +0000 2025,@ARSIPAJA Kemaren rame #kaburajadulu pemerintah malah risih.,1938559009038225633,X,kemarin ramai kaburajadulu pemerintah bahkan risih,0
Fri Jun 27 11:22:25 +0000 2025,Kemarin pas trend #kaburajadulu dibilang gak nasionalis Sekarang malah diusir Kenapa gak lapangan pekerjaan diperbanyak untuk pribumi gitu loh,1938558531994845196,X,kemarin pas trend kaburajadulu dibilang gak nasionalis sekarang bahkan diusir kenapa gak lapangan pekerjaan diperbanyak untuk pribumi gitu loh,0
Fri Jun 27 10:55:59 +0000 2025,@Must_r77 Ini menteri nya nyuruh #KaburAjaDulu ‍️‍️‍️,1938551880931815614,X,ini menteri nya nyuruh kaburajadulu,0
Fri Jun 27 10:49:14 +0000 2025,@democrazymedia Terus kenapa banyak yg ga suka dgn tagar #kaburajadulu hasil dr iming-iming janji 19jt lapangan pekerjaan yang ga bisa di penuhi.,1938550181932245277,X,terus kenapa banyak yang ga suka dengan tagar kaburajadulu hasil dr iming iming janji jt lapangan pekerjaan yang ga bisa di penuhi,-1
Fri Jun 27 10:46:41 +0000 2025,@goraici @Aswicahyono Ooo ternyata utk memvalidasi #kaburajadulu mas @usembassyjkt,1938549537922224564,X,ooo ternyata untuk memvalidasi kaburajadulu mas,0
Fri Jun 27 10:25:52 +0000 2025,Gw kata juga apa #kaburajadulu,1938544301941936181,X,saya kata juga apa kaburajadulu,0
Fri Jun 27 10:20:39 +0000 2025,Salah satu Genk Mulyono dicekal ke luar negeri. Kekira nanti ada drama #KaburAjaDulu gak ya? https://t.co/oFcv1hxcK4,1938542986822074801,X,salah satu genk mulyono dicekal ke luar negeri kekira nanti ada drama kaburajadulu gak iya,0
Fri Jun 27 10:20:19 +0000 2025,@ARSIPAJA kurang hesteknya bang #KaburAjaDulu,1938542903787507750,X,kurang hesteknya bang kaburajadulu,0
Fri Jun 27 10:12:50 +0000 2025,@msaid_didu Jika yg merasa paling hebat dan paling berjasa thd negeri ini bicara.. #Kaburajadulu https://t.co/ej9PMNUia6,1938541019290812462,X,jika yang merasa paling hebat dan paling berjasa terhadap negeri ini bicara kaburajadulu,0
Fri Jun 27 10:10:28 +0000 2025,@ARSIPAJA Hastag #Kaburajadulu yang pernah viral itu sangatlah Visioner... #Kaburajadulu,1938540427264836008,X,hastag kaburajadulu yang pernah viral itu sangatlah visioner kaburajadulu,0
Fri Jun 27 09:52:33 +0000 2025,Kemaren #kaburajadulu dinyiyirin dan dituduh tidak nasionalis Sekarang malah disuruh-suruh Rakyat selalu disalahkan atas ketidakbecusan pemerintah ngurus negara https://t.co/NA452Gacij,1938535914940277031,X,kemarin kaburajadulu dinyiyirin dan dituduh tidak nasionalis sekarang bahkan disuruh suruh rakyat selalu disalahkan atas ketidakbecusan pemerintah mengurus negara,0
Fri Jun 27 09:11:37 +0000 2025,1) dulu ada yang menjanjikan 19 juta lapangan kerja tapi sampai sekarang tidak ada hilalnya. 2) kemarin masyarakat koar koar #KaburAjaDulu dibilang tidak nasionalis. Saiki ngene iki. Pitikih??????????,1938525615432581398,X,dulu ada yang menjanjikan juta lapangan kerja tapi sampai sekarang tidak ada hilalnya kemarin masyarakat teriak teriak kaburajadulu dibilang tidak nasionalis saiki ngene iki pitikih,0
Fri Jun 27 09:09:59 +0000 2025,@ARSIPAJA Ini jawaban dr #kaburajadulu jawaban nya adalah #kaburajasono,1938525202759225537,X,ini jawaban dr kaburajadulu jawaban nya adalah kaburajasono,0
Fri Jun 27 08:56:30 +0000 2025,Alhamdulillah #kaburajadulu,1938521810938864106,X,alhamdulillah kaburajadulu,0
Fri Jun 27 08:55:17 +0000 2025,Lah kemarenan orang pada mau #KaburAjaDulu dibilang ga Nasionalis. Sekarang disuruh kabur beneran. Lu menteri2 mending ngobrol dulu dah pada biar koplaknya ga keliatan2 amat. Lawak bener kabinet. https://t.co/EEeHQnBfSE,1938521503269798337,X,lah kemarenan orang pada mau kaburajadulu dibilang ga nasionalis sekarang disuruh kabur beneran kamu menteri lebih baik ngobrol dulu deh pada biar koplaknya ga kelihatan amat lawak benar kabinet,0
Fri Jun 27 03:06:57 +0000 2025,Kemarin #kaburajadulu disindir ga cinta negara sekarang malah beneran disuruh kabur gimana sih,1938433842848977300,X,kemarin kaburajadulu disindir ga cinta negara sekarang bahkan beneran disuruh kabur bagaimana sih,0
Fri Jun 27 03:06:21 +0000 2025,@msaid_didu Kemarin ada tagar #KaburAjaDulu dinyinyirin sama Mentri skrg malah dilepaskan ini maunya gimana sih ,1938433691543605628,X,kemarin ada tagar kaburajadulu dinyinyirin sama mentri skrg bahkan dilepaskan ini maunya bagaimana sih,37
Fri Jun 27 03:00:25 +0000 2025,@KangManto123 Dulu #KaburAjaDulu dibilang tidak nasionalis. Sekarang pemerintah suruh generasi muda ke luar negeri cari pekerjaan. Cc. @Rosses1Black @Pe_Enestee,1938432199323201883,X,dulu kaburajadulu dibilang tidak nasionalis sekarang pemerintah suruh generasi muda ke luar negeri cari pekerjaan cc,0
Fri Jun 27 02:57:02 +0000 2025,@ARSIPAJA Idihhhh...kemarin #kaburajadulu dinyinyirin gak nasionalis. Sekarang nyuruh² ke luar buat bantu negara. Gak punya malu...iidiihh...idiihh....,1938431348198543719,X,idihhhh kemarin kaburajadulu dinyinyirin gak nasionalis sekarang nyuruh² ke luar buat bantu negara gak punya malu iidiihh idiihh,0
Fri Jun 27 02:50:32 +0000 2025,anak presidennya dicariin kerja rakyatnya disuruh #Kaburajadulu,1938429713485353399,X,anak presidennya dicariin kerja rakyatnya disuruh kaburajadulu,-1
Fri Jun 27 02:44:53 +0000 2025,jadi skrg kalau mau #KaburAjaDulu gapapa ges ... sudah didukung berarti ini ,1938428291154919834,X,jadi skrg kalau mau kaburajadulu gapapa ges sudah didukung berarti ini,0
Fri Jun 27 02:44:23 +0000 2025,Hehe #KaburAjaDulu sekarang jadi #KalianKaburSana,1938428165388673220,X,he kaburajadulu sekarang jadi kaliankabursana,0
Fri Jun 27 02:40:19 +0000 2025,@ARSIPAJA lah pas rame #kaburajadulu malah kena nyinyir sama mereka. sekarang malah disuruh ke LN. jyaaan lambe kok mencla mencle.,1938427142859288735,X,lah pas ramai kaburajadulu bahkan kena nyinyir sama mereka sekarang bahkan disuruh ke ln jyaaan lambe kok mencla mencle,0
Fri Jun 27 02:39:09 +0000 2025,@manganoxide @ssupbowo Semangat ia dah saatnya #kaburajadulu,1938426846712119362,X,semangat ia deh saatnya kaburajadulu,-1
Fri Jun 27 02:37:20 +0000 2025,Tapi beberapa bulan yang lalu kalian menjelekkan gerakan #Kaburajadulu lol,1938426393106489739,X,tapi beberapa bulan yang lalu kalian menjelekkan gerakan kaburajadulu tertawa,0
Fri Jun 27 02:34:31 +0000 2025,@ARSIPAJA dari tahun lalu udah #kaburajadulu lo aja ama gerombolan lo yg nyinyir bilang ga #cintatanahair,1938425681253437765,X,dari tahun lalu sudah kaburajadulu kamu saja sama gerombolan kamu yang nyinyir bilang ga cintatanahair,0
Fri Jun 27 02:29:10 +0000 2025,TerMul mau ikut tagar kabur aja dulu tidak ya..... #Kaburajadulu https://t.co/xUgoyQVr64,1938424335972372961,X,termul mau ikut tagar kabur saja dulu tidak iya kaburajadulu,0
Fri Jun 27 02:27:20 +0000 2025,Giliran kemarin ada #Kaburajadulu malah disinisin,1938423875735347597,X,giliran kemarin ada kaburajadulu bahkan disinisin,0
Fri Jun 27 02:16:14 +0000 2025,Malah disuruh #KaburAjadulu ,1938421082895360253,X,bahkan disuruh kaburajadulu,0
Fri Jun 27 02:09:06 +0000 2025,Loh apakah ini dalang #KaburAjaDulu yang dicari TNI? https://t.co/H4XPQltMgn,1938419287414477216,X,loh apakah ini dalang kaburajadulu yang dicari tni,0
Fri Jun 27 01:40:04 +0000 2025,@ARSIPAJA Kemarin yang katanya mau #kaburajadulu malah dibilang bakal tetap jadi sdm level bawah gimana sih,1938411980043522348,X,kemarin yang katanya mau kaburajadulu bahkan dibilang bakal tetap jadi sdm level bawah bagaimana sih,0
Fri Jun 27 01:34:26 +0000 2025,Krn pabrik turup Engineer dan technician yg kerja di industri semicon pada #Kaburajadulu ke Singapore Malaysia Thailand dan Eropa. Sedangkan yg tersisa mereka digaji lebih tinggi dr engineer/technician pada umumnya krn langka bgt kompetensi spt mereka di indo.,1938410561907396816,X,karena pabrik turup engineer dan technician yang kerja di industri semicon pada kaburajadulu ke singapore malaysia thailand dan eropa sedangkan yang tersisa mereka digaji lebih tinggi dr engineer technician pada umumnya karena langka banget kompetensi seperti mereka di indo,2
Fri Jun 27 01:32:13 +0000 2025,@kompascom Baca isi beritanya jadi migren Pekerja Migran kok jadi imigran ? Gimana konsepnya ? Ini mah bukan lagi #KaburAjaDulu ..tapi beneran #Mbacot https://t.co/vKeyeQqPLo,1938410002819244332,X,baca isi beritanya jadi migren pekerja migran kok jadi imigran bagaimana konsepnya ini mah bukan lagi kaburajadulu tapi beneran mbacot,0
Fri Jun 27 01:13:07 +0000 2025,@anfarizzat Kemarin kata si Bahlul #KaburAjaDulu tidak berjiwa nasionalis. Sekarang kok malah di suruh kabur. Rezim omon-omon semua akan beres hanya dengan,1938405196037857421,X,kemarin kata si bahlul kaburajadulu tidak berjiwa nasionalis sekarang kok bahkan di suruh kabur rezim omon omon semua akan beres hanya dengan,0
Fri Jun 27 01:12:42 +0000 2025,@wahairembulan @twoister Ya tergantung kondisi keluarganya. Ortu yg keluarganya harmonis anak2nya malah rebutan pengen ngerawat. Emang pada gak sayang gitu sama ortu ? Ada yg udah sukses di LN bela2in pulang buat ngerawat ortu. Banyak yg gk mau #kaburajadulu alesannya karena ortu. Termasuk gw.,1938405091805171940,X,iya tergantung kondisi keluarganya orang tua yang keluarganya harmonis anaknya bahkan rebutan pengen ngerawat emang pada gak sayang gitu sama orang tua ada yang sudah sukses di ln belain pulang buat ngerawat orang tua banyak yang gk mau kaburajadulu alesannya karena orang tua termasuk saya,-1
Thu Jun 26 12:37:59 +0000 2025,#KaburAjaDulu menjadi #DiusirAjaDulu,1938215163368460604,X,kaburajadulu menjadi diusirajadulu,0
Thu Jun 26 12:29:00 +0000 2025,@dam_mp Hi kak mau nanya klo kerjaan yg sifatnya agak non teknis kayak auditor risk management di area cyber security kira2 chance buat #kaburajadulu nya gede ngga ya? dan chance paling tinggi ke negara mana kak? ,1938212900658934217,X,hai kak mau bertanya kalau kerjaan yang sifatnya agak non teknis kayak auditor risk management di area cyber security kira chance buat kaburajadulu nya gede tidak iya dan chance paling tinggi ke negara mana kak,1
Thu Jun 26 12:26:55 +0000 2025,@natsukidepok HAHAHAHA PLS yuk ikut trend #KaburAjaDulu,1938212375125217613,X,hahahaha pls yuk ikut trend kaburajadulu,0
Thu Jun 26 12:10:35 +0000 2025, #kaburajadulu ke Jerman,1938208266754068780,X,kaburajadulu ke jerman,0
Thu Jun 26 12:05:19 +0000 2025,@LillieAurlie Mau ajak #KaburAjaDulu tapi gatau di luar negeri ada yang jual sempol atau gak,1938206942855631337,X,mau ajak kaburajadulu tapi gatau di luar negeri ada yang jual sempol atau gak,9
Thu Jun 26 11:29:53 +0000 2025,@ARSIPAJA Kemarin #kaburajadulu dibilang gak nasionalis susah bener negara standar ganda,1938198022858674249,X,kemarin kaburajadulu dibilang gak nasionalis susah benar negara standar ganda,0
Thu Jun 26 11:29:52 +0000 2025,@ARSIPAJA Rakyatnya yg usaha spya bisa buka kerjaan buat rekan2nya... ini malah kya gak kepikiran buka pekerjaan buat rakyatnya aja..kemain #kaburajadulu dikritik. garobloG,1938198017573896427,X,rakyatnya yang usaha spya bisa buka kerjaan buat rekannya ini bahkan kya gak terpikirkan buka pekerjaan buat rakyatnya saja kemain kaburajadulu dikritik garoblog,-1
Thu Jun 26 11:04:41 +0000 2025,YANG MAU #KaburAjaDulu let s go!!,1938191681326878838,X,yang mau kaburajadulu let s go,0
Thu Jun 26 11:01:37 +0000 2025,@ardisatriawan salah negara pindah aja. #kaburajadulu,1938190911131009154,X,salah negara pindah saja kaburajadulu,0
Thu Jun 26 10:29:26 +0000 2025,@lyfe4markie kunci nya #kaburajadulu,1938182810105454699,X,kunci nya kaburajadulu,18
Thu Jun 26 09:39:36 +0000 2025,Selamat buat teman2 yg berprogress dr awal2 aku share #KaburAjaDulu dn sharing breng Bbrp udh mulai step yg beda2 Yg bikin happy bulan ini ada 3 org keluar visanya ke Jerman ada yg bru mulai blajar ada yg lulus ujian goethenya Apapun stepnya aku senang kmu sudha mencoba ,1938170271833145542,X,selamat buat teman yang berprogress dr awal aku share kaburajadulu dn sharing breng bbrp udh mulai step yang beda yang bikin bahagia bulan ini ada org keluar visanya ke jerman ada yang baru mulai blajar ada yang lulus ujian goethenya apapun stepnya aku senang kmu sudha mencoba,0
Thu Jun 26 09:39:18 +0000 2025,@ARSIPAJA Aneh giliran #kaburajadulu di kritisi..,1938170196126318910,X,aneh giliran kaburajadulu di kritisi,0
Thu Jun 26 09:31:46 +0000 2025,Yuk yang mau #Kaburajadulu jalur kuliah pake uang pajak orang indo yang kerja di Jepang! Cus dicoba!!! https://t.co/m6J4uQnzNy,1938168298279211185,X,yuk yang mau kaburajadulu jalur kuliah pakai uang pajak orang indo yang kerja di jepang cus dicoba,-1
Thu Jun 26 08:52:33 +0000 2025,@CNNIndonesia masih pada betah aja para pembayar pajak di Indo. Yuk #kaburajadulu,1938158427571929585,X,masih pada betah saja para pembayar pajak di indo yuk kaburajadulu,-1
Thu Jun 26 07:58:03 +0000 2025,@AirinDatangLagi Ini terispirasi dari #KaburAjaDulu ,1938144714399830443,X,ini terispirasi dari kaburajadulu,0
Thu Jun 26 07:50:51 +0000 2025,Giliran kemarin ada Tagar #KaburAjaDulu ehh malah dinyinyirin lalu katanya gk Nasionalis dll.. Ehhh skrng gak mampu Ciptain Lapangan Pekerjaan malah ksi Saran Pindah ke LN Gini amat ya Rasanya jd WNI.. https://t.co/a9Jn8Fh2bf,1938142900787023913,X,giliran kemarin ada tagar kaburajadulu ehh bahkan dinyinyirin lalu katanya gk nasionalis dan lain-lain ehhh skrng gak mampu ciptain lapangan pekerjaan bahkan ksi saran pindah ke ln gini amat iya rasanya jadi wni,0
Thu Jun 26 07:48:34 +0000 2025,@RecehBerotak Aku mantan wong jatim KTP ku wes #KaburAjaDulu ke.. B E K A S I,1938142329275355273,X,aku mantan wong jatim ktp ku wes kaburajadulu ke b e ke a s i,-1
Thu Jun 26 07:46:25 +0000 2025,Lah kemarin mau #KaburAjaDulu dibilang gak nasionalis sekarang malah mau ngusir ,1938141788021334098,X,lah kemarin mau kaburajadulu dibilang gak nasionalis sekarang bahkan mau ngusir,0
Thu Jun 26 06:19:41 +0000 2025,Koccaakkk... Kemarin ramai tagar #KaburAjaDulu dinyinyirin... Sekarang....???,1938119960691187969,X,koccaakkk kemarin ramai tagar kaburajadulu dinyinyirin sekarang,37
Thu Jun 26 06:19:16 +0000 2025,OH YEAAAAH AKHIRNYA #KABURAJADULU,1938119856278389085,X,oh yeaaaah akhirnya kaburajadulu,-1
Wed Jun 25 11:16:04 +0000 2025,Halo-halo Lanjutin postingan ini yah #lokercot edisi #kaburajadulu ada loker tambahan buat temen² #dataanalytics nih. Yuk cekidot loker yg available yah @hrdbacot @ezash @primawansatrio @myassirullah @ditoks @ecommurz,1937832158732616065,X,halo halo lanjutin postingan ini yah lokercot edisi kaburajadulu ada loker tambahan buat temen² dataanalytics ini yuk coba lihat loker yang available yah,-1
Wed Jun 25 11:01:27 +0000 2025,@ARSIPAJA Pemerintahnya nyuruh #kaburajadulu ?,1937828478898069757,X,pemerintahnya nyuruh kaburajadulu,0
Wed Jun 25 10:50:20 +0000 2025,@fallenforwishes padahal kak hazel mau #kaburajadulu ,1937825682278772930,X,padahal kak hazel mau kaburajadulu,0
Wed Jun 25 10:10:27 +0000 2025,@ourkidboy Makan tuh #kaburajadulu,1937815647020548285,X,makan tuh kaburajadulu,0
Wed Jun 25 09:50:54 +0000 2025,@WagimanDeep212_ Kemaren kayaknya udah banyak yg pada #kaburajadulu ‍️‍️‍️‍️‍️,1937810726237983096,X,kemarin kayaknya sudah banyak yang pada kaburajadulu,0
Wed Jun 25 09:27:29 +0000 2025,Hal-hal yang suka kamu skip waktu mau prepare #Kaburajadulu ke luar negeri (a thread) Belum punya tujuan yang jelas selain ''pengen kabur aja ke luar negeri'' Engga belajar bahasa lokal minimal basic Engga nanya-nanya atau riset,1937804834863988875,X,hal hal yang suka kamu skip waktu mau prepare kaburajadulu ke luar negeri a thread belum punya tujuan yang jelas selain pengen kabur saja ke luar negeri engga belajar bahasa lokal minimal basic engga bertanya bertanya atau riset,19
Wed Jun 25 08:54:42 +0000 2025,TAI GILIRAN ADA #KABURAJADULU PADA SEWOT,1937796583669842071,X,tai giliran ada kaburajadulu pada sewot,-1
Wed Jun 25 08:16:25 +0000 2025,Diplomasi Indonesia NKRI Makin DIAKUI GLOBAL Basarnas Kerja Sama Tim SAR Danantara Dengan Gaya Politik Busuk HIDUP BLONDE Gaya Tinggi Banyak Saku Kredit Hutang Negara &amp; Negeri #TAEHYUN #kaburajadulu #TangkapEdiHermanto #Happy27thSKYDay,1937786948976083450,X,diplomasi indonesia nkri makin diakui global basarnas kerja sama tim sar danantara dengan gaya politik busuk hidup blonde gaya tinggi banyak saku kredit hutang negara amp negeri taehyun kaburajadulu tangkapedihermanto happythskyday,16
Wed Jun 25 08:15:23 +0000 2025,Ini solusi apaaan Ya ampuuun Pas dulu naik tagar #kaburajadulu katanya nggak punya jiwa nasinonalisme Ini napa malah ngasih solusi beginian,1937786686865572012,X,ini solusi apaaan iya ampuuun pas dulu naik tagar kaburajadulu katanya tidak punya jiwa nasinonalisme ini kenapa bahkan memberikan solusi beginian,0
Wed Jun 25 08:15:10 +0000 2025,Kemaren pas tagar #KaburAjaDulu naik Pejabat pada marah. Katanya tidak nasionalis. Sekarang malah suruh pada keluar. Terkutuklah Pemerintah Indonesia. Semoga kalian dimasukkan ke dalam api abadi.,1937786634902401229,X,kemarin pas tagar kaburajadulu naik pejabat pada marah katanya tidak nasionalis sekarang bahkan suruh pada keluar terkutuklah pemerintah indonesia semoga kalian dimasukkan ke dalam api abadi,-1
Wed Jun 25 08:14:53 +0000 2025,@ardisatriawan Pemerintah mendukung #kaburajadulu,1937786561657209119,X,pemerintah mendukung kaburajadulu,0
Wed Jun 25 08:14:17 +0000 2025,@Bergamusk @the_omicron @el_avraham ya udh #kaburajadulu kan mudah?,1937786411073372424,X,iya udh kaburajadulu kan mudah,0
Wed Jun 25 08:05:56 +0000 2025,Negara tai nyari kerja susah semua tempat usaha melempem semua udah niat kerja apa aja jadi tukang cuci piring ob serabutan apa aja pun susah negara tai ancur aja apa ini Negera #kaburajadulu,1937784309131124820,X,negara tai mencari kerja susah semua tempat usaha melempem semua sudah niat kerja apa saja jadi tukang cuci piring ob serabutan apa saja pun susah negara tai hancur saja apa ini negera kaburajadulu,-1
