clean_text,label,label_num
segakpeduli itu di begitu kalau rakyatnya yang kaburajadulu katany gk nasionalis gk cinta negara,negatif,0
apalagi saya yang gak berpenampilan menarik pendek susahnya minta ampun mencari kerja,negatif,0
percaya ga kalau aku bilang diskursus labubu ini salah pemerintah,negatif,0
wahh selamat kakk,positif,2
bismillah akan nyusul nantii yawww kaburajadulu,positif,2
satu kasus mengemuka ke sosmed tema sejenis kini diduga ribuan perlu sosialisasi negara kepada warga jangan mudah terpancing kerja di luar negeri diverifikasi betul negara semestinya hadir contentcenter,netral,1
kaburajadulu ke jordania lagi,negatif,0
mau ikutan pliss,netral,1
kaburajadulu its really interesting nyesel tidak ada uang persiapan waktu masih ada kemampuan financial pas lagi kerja sekarang baru melek dari segi bahasa dan yang lain lain padahal sudah jobless tapi gapapa mari kita coba cari keberuntungan lewat sini,negatif,0
sobat minyak dan gas bumi senin itu bukan cuma balik kerja tapi juga momen buat nyalain lagi semangat disiplin dan kreativitas kita karena dari kebiasaan kerja yang baik lahir ide ide luar biasa untuk terus jaga energi negeri,positif,2
ikimasho,negatif,0
jika perkembangan seperti itu terjadi maka saran saya lupakan harapan kaburajadulu ke negara matahari terbit,negatif,0
mau kabur juga sekeluarga,negatif,0
tolong seseorang post juga komen si luhut tentang kaburajadulu,negatif,0
inisih lebih baik pejabatnya mundur lah di negara konoha pejabatnya mbudeg plus ngilang tiba kaburajadulu,negatif,0
lesgo saatnya kaburajadulu,negatif,0
bujurrr,negatif,0
lucu amattt pengen ikutan deh,positif,2
hahayyyyyy,positif,2
aku gamau kaburajadulu tapi maunya pindahajasekalian,negatif,0
kan ada gerakan kaburajadulu sekarang pemerintah dukung gerakan itu atau masih salah yaa,negatif,0
kerja capek capek gaji dipotong pajak yang digaji pakai pajak bahkan kabur ke luar negeri saat rakyat bersuara,negatif,0
percuma abang kalau masih banyak tikus di kantor mah,negatif,0
jadi jangan lupa pak anda di pun pernah kaburajadulu kenapa takut di kaitkan dengan kerusuhan,negatif,0
typo dikit gak berpengaruh,negatif,0
bahkan leopard saja kaburajadulu,negatif,0
apa ganti saja kaburajadulu jadi mengasingkandiriajadulu,negatif,0
even kucing uda kaburajadulu saya kapan tvt,negatif,0
ikut abang gak deh muak di sini,negatif,0
aku juga nyaranin anakku dua² nya kerja di ln pendidikan tenaga lebih dihargai di ln dari pada dinegeri sendiri,positif,2
kaburajadulu pun marak terjadi di prindavan,netral,1
teman-teman join kelas online di ogc untuk batch oktober cocok but teman yang mau kaburajadulu dan bermimpi mau berkarir ke jerman bisa dipersiapkan dari bahasanya dulu ini sambil nanti kami bimbing tahapannya,netral,1
ingat aku tidak reti beze ke trend indo ini nak pindah negara tinggal kat luar bukan tourist,netral,1
ternyata melakukan kaburajadulu pasti didanai orang asing,negatif,0
gaji umr itu untuk bertahan hidup iya adick² bukan buat berkembang untung yang gaji diatasnya,negatif,0
namanya juga negara konoha kaburajadulu,negatif,0
bukan pindah pak tapi numpang tinggal sementara,negatif,0
saya yang dr kecil pengen keluar skrg sepertinya udh gk bisa anak saja dr kecil ini dipersiapkan bisa bahasa asing sebanyak mungkin,negatif,0
kita perlu feedback kan kak,netral,1
ubur ubur ikan lele saya lebih meragukan kinerja situ soal gas le,negatif,0
iy juga,negatif,0
help me kerja di luar negeri pls udh apply tapi ga ada follow up,netral,1
opini saya intinya selagi umur masi muda kerja di luar negri lebih produktif di segala aspek di banding negara sendiri,positif,2
di robek dari mulut sampai kaki kali iya,negatif,0
yaelah benci banget tuhan saja belum jamin ente masuk surga please jangan komen politik di berita duka cita bagaimana tuhan melihat ente komen begini katanya percaya akhirat komen benar kok ga bisa nanti ditanya dosa diakhirat jawabnya salah pemerintah,negatif,0
benar mass kakak saya udh di luar skrng saya umur di lulus sekolah suruh ikut ke luar saja banyak kerjaan di sana,negatif,0
hahahaha kaburajadulu kabuuurrr,negatif,0
ini kalau benar walaupun saya sebenernya ga percaya pemerintah seperti napoleon anying apa yang disalahin snowball padahal snowballnya udh ga ada di animal farm,negatif,0
pakai di,netral,1
pernah pakai tagar kaburajadulu yuk bantu isi riset kecil kami berjudul pengaruh attitude subjective norm dan perceived behavioral control terhadap niat menggunakan tagar kaburajadulu di media sosial kaburajadulu,netral,1
nyusahin saya keluar negeri karena indonesia emang susah dari dulu,negatif,0
coming from dusun myself orang orang ini beneran mau sendiri kerja ke luar negeri demi hidup yang lebih baik aku ga membela mamanya or anything but this feels like a little reach karena pembahasan apa jadinya kemana mana tapi iya sudah i belum understand,negatif,0
yaallah berita gini saja saya masi ga percaya sksksk sangking trust issue nya sama pemerintah,negatif,0
deh lah kaburajadulu banyak teman yang berhasil kabur saja dulu recently yuk semangat yang masih proses,negatif,0
emg kayaknya kunci negara yang diaspora nya tidak menyebalkan gaji relatively kecil compare to negara tetangga better aiming negara lain for those kaburajadulu for money but living cost relatively murah juga even beda tipis dengan indonesia plus baik in term of residence permit,positif,2
kerja di luar negeri dg kaburajadulu,netral,1
informasi nya kang,netral,1
adinfo penting buat yang mau jadi wnj sudah pada siap belum ini sama aturan baru baca selengkapnya di jepang kaburajadulu aturanbaru jadiwargajepang lesbahasajepang kursusbahasajepang,netral,1
one day iya allah amiin,positif,2
narasumber secara daring arya sandhiyudha wakil ketua komisi informasi pusat zaki mubarok kepala biro hubungan masyarakat dan kerja sama luar negeri diding sutardi kepala tim kerja layanan informasi publik miftahul huda sekretaris ditjen pengelolaan kelautan,netral,1
bang jemput aku skrng di indo aku dh ckup umur buat kerja di jepang,netral,1
kami bakal prepare yang matang ga kya kamu,netral,1
plissss,positif,2
benuuul,positif,2
iya tidak iya kaburajadulu,negatif,0
haha udh saatnyaaa kaburajadulu ngomong-ngomong thnkss gabby,negatif,0
kalau ga cina iya jepang bang,negatif,0
beneran sebahagia ini ga sih takut sampai sana lontang lantung,negatif,0
seperti nya sudah jadi budaya sih kalau soal anak muda gk didukung negaranya sendiri bj habibie yang sepinter itu saja yang ngedukung bahkan negara lain,negatif,0
ini kan lagi di masa panas²nya rakyat vs pemerintah iya ada tim aktif ada tim diem² geraknya sygnya orang lebih percaya prinsip percaya sama apa yang terlihat jadi aksi diem² tu ga terhitung bentuk menentang pemerintah saat ini lucunya,negatif,0
yang penting cuan iya kakak indonesia susah cari krja,negatif,0
indonesia makain bobrok,negatif,0
aplh dya saya yang msih smp gk kaya,negatif,0
ibu puan ini korban penjarahan rumahnya dijarah keluarganya dihabisi beruntung ia di rescue ke australia ibu puan sudah menjadi contoh kaburajadulu for better life,positif,2
setuju padahal sudah nerapin nabung kaya kaluna pun masyaallah luar biasa susah bangett bisa punya rumah sendiri,negatif,0
bagaimana caranya bang,netral,1
samain saja kaya kaburajadulu nanti kalau go bisa pakai sound lagu saya promosi,negatif,0
lah saya sudah di kyoto broo ikut lpk juta,netral,1
keren banget kamu adik bangga banget lihat anak muda jaman sekarang berani keluar dari zona nyaman,positif,2
bukan urusan luu,negatif,0
saya yakin ini lembaga² bahasa pasti ramai,netral,1
abang nya udh bahagia guyss buat kita stay safe yaa,positif,2
kamu keren kakkkk semangat yaaa semoga segera kewujud yang diimpikan,positif,2
udahhh kaburajadulu kahhh safe skies vonnnnn,netral,1
bukannya instrospeksi iya kenapa orang pada mau kabur,negatif,0
lah wong kalau cari kerja di odni sulit apalagi persyaratan untuk daftarnya dan juga gajinya ga seberapa dibanding kerja di luar negeri,negatif,0
bapak kandung men tidak pas aku umur tahun karena kanker nya gara gara dia rokok sama minum bapak tiriku sekarang ini bahkan selingkuh posisi nya dia lagi kerja di bali dan mamaku di luar negeri sudah pisah sama adek hampir tahun punya bapak baru seperti sama saja ga punya bapak,negatif,0
buat para dewan beban rakyat setelah bikin negeri ini chaos rakyat demo dibenturkan dengan aparat sampai ada korban jiwa dari kedua belah pihak yang didemo bahkan kaburajadulu keluar negeri kan taiiii,negatif,0
kak keren banget semoga saya juga bisa nyusul kaburajadulu,positif,2
menurut pasal kuhp dan pasal kuhp,netral,1
dari segi bersaing kamu sama si fomo itupun deh menang si fomo,positif,2
jadi makin pengen kaburajadulu deh,positif,2
bismillah,positif,2
betul bng gwa kalau ada yang ngajak mau keluar negeri,positif,2
kalau begitu indonesiagelap kaburajadulu sudah betul dong,negatif,0
makin hari makin lucu indo ini,positif,2
semoga anak laki ku dberi klancaran rezeki sehat slalu sukses dunia akhirat aamiin,positif,2
pada main kaburan orang indo pada pengen kaburajadulu ke barat amp anteknya eh yang dari aussie bahkan kesini bukti bahwa indonesia is not as bad as those kaburajadulu advocator portray to be tertawa,negatif,0
takut di kuras sama pemerintahan yang korupsi lah cil,negatif,0
brmp aneka kacang ikut serta dalam sharing session pengelolaan dana hibah luar negeri untuk ketahanan pangan acara yang digelar kementan ini jadi wadah identifikasi peluang kerja sama global ketahananpangan brmpanekakacang brmpkementan kementan pertanian,netral,1
sudah kalau ga mengerti,negatif,0
tki blue collar gak pakai hashtag kaburajadulu dalam hati kamu baru nyebur aku sudah kering,negatif,0
sama hut ri juga,positif,2
pengen deh lihat mereka dieksekusi didor misalnya dalam posisi ini apa yang negara harapkan dari mereka ga hanya negara yang rugi rakyat rugi dan akan ga percaya sama pemerintah beserta isinya,negatif,0
pemerintah pasrah tidak ada yang mundur tidak ada yang dipecat masyarakat wajib ikhlas negara lucu begini terus sampai indonesia emas senin indonesian gelap kaburajadulu yuki kato,negatif,0
justru banyak anak mudah yang mau pindah karena kriteria di indonesia harus menarik kerjadibawah tekanan bisa terbang bisa hidup di dua alam kerja jam gajinya seupil,negatif,0
admin tersesat ges,negatif,0
rakyatnya yang usaha spya bisa buka kerjaan buat rekannya ini bahkan kya gak terpikirkan buka pekerjaan buat rakyatnya saja kemain kaburajadulu dikritik garoblog,negatif,0
kejarlah cita citamu dan wujudkan impianmu di negeri orang,negatif,0
kalau beneran pinter sih gak akan saudara laki-laki kalau lulus berdasarkan belas kasihan iya,negatif,0
hm talah,negatif,0
cuma pak bahlil yang nasionalis di indonesia ini,negatif,0
saya juga mau ke jepang ingin merubah nasib,netral,1
di indo royal ke teman dan ngutangin sodara dr penghasilan kalau kaburajadulu org ga ngurusin idup org laen punya bayi punya lanjut usia dapat tunjangan dr negara,negatif,0
meragukan hahahahah raja ampat juga belum di berhentikan atas penambngan nikel,negatif,0
sangaaattt gak di pusat gak di kabupaten provinsi samaaaa semua ti,positif,2
orang orang pada kerja apa iya kok bisa nonton konser sampai ke luar negeri,negatif,0
tiap hari berita indo bikin muak semua beneran sekarang tiap hari doanya mau kaburajadulu ke negara yang pemerintahannya waras,negatif,0
kalau saya swiss sih kak soalnya di situ julukannya surga bank,positif,2
biar saja mereka percaya kak biar pada kaburajadulu huss huss huss pergi sana buruan,negatif,0
yang di nangisin sty pula,negatif,0
iya kalau kamu percaya sama pemerintah sedang apa ikutan narik yang narik duit iya orang yang ga percaya lagi sama pemerintah tolol ini,negatif,0
kamu tngk fast food local brand dfc mfc dan banyak lagi tu melayu yang buka,netral,1
mmg lah bila tempoh dh tamat ada yang tknk balik pastu malaysia kene tmpung ramai warga asing,negatif,0
saya sudah kabur kalian kapan kaburajadulu,negatif,0
kabur saja dulu bukan berarti ke luar hanya traveling yang dimaksud adalah mencari kehidupan yang lebih menjanjikan karena di indonesia semakin tidak pasti pemuda bali sudah sejak lama menjadi tenaga kapal pesiar untuk mendapatkan penghasilan yang lebih cepat,negatif,0
kalau ini jujur dari awal saya ga percaya dan skeptis sih dan mikir orang normal mane yang percaya sama janji pemerintah terkhusus ini orang bjir,negatif,0
saya sih salut sama abang ini definisi kaburajadulu demi kebutuhan keluarga dan menantang maut sementara para pejabat yang makan hasil dari korupsi kolusi nepotisme sibuk mempertanyakan nasionalisme padahal nasionalisme para koruptor yang harus dipertanyakan,negatif,0
sakit rasanya bertepuk sebelah tangan,negatif,0
pemerintah gak awere ke masyarakat yang pnting klwrganya dulu amn,negatif,0
saya pun di malay aman aman azza he yang penting dapat company yang melindungi karyawannya gak kaya di,positif,2
kaburajadulu tapi diluar bawa kelakuan dari sini,negatif,0
dpr wfh bahkan kabur ke luar negeri karena masyarakat demo is such a cowardddddd kamu udh enak berangkat kerja naik mobil mewah dengan supir sedangkan saya dan rakyat lain ttp kerja dan naik transum dasar orgil,negatif,0
bukan kerja jadi admin kan bang,negatif,0
harus bisa bahasa inggris pasti kan kak apa daya saya yang gak lancar bahasa inggris ini,negatif,0
bahkan mikir mau balik indonesia,negatif,0
ingin ikut kabur tapi saya susah belajar bahasa asing,negatif,0
abang marcello,netral,1
hotel turki mmbuka peluang besar untuk mmperluas jngkauan karir dan kualitas masa dpan yang jauh lebih baik interview akan diadakan pda tanggal januari untuk wilayah indonesia barat jawa dan indonesia tengah bali gaji bulan asrama wifi makan asuransi kaburajadulu,positif,2
istanapun menyerah dengan kaburajadulu,negatif,0
lebih baik ikut kakak sepupu saya ke jepang deh aman disana,positif,2
aduh pgn juga kaburajadulu,negatif,0
rakyat kal yang milih bukan di kasih bapak ny langsung jad wakil presiden,negatif,0
kok saya lihat kamu mirip anakku yang masih th pas lihat viti ini dia juga bilang gitu dan saya juga nyuruh dia keliling dunia nanti,negatif,0
bahlil itu menang bicara saja,negatif,0
rantaulah sejauh yang kalian mampu dan bawa budaya di negeri rantau kalian kembali ke bumi dimana kalian dilahirkan suatu saat nanti jika dimungkinkan,positif,2
manifesting aku bisa seperti gini sambil kaburajadulu aamiin,positif,2
hadeh ini yang bikin orang pada mau kabur bukan nya di support atau di bantu bahkan di sumpahin,negatif,0
negara yang bnr tentram bgtt buat dijadiin tempat tinggal negara apa iya gess pengen keliling dunia tapi harus ada negara yang dijadiin tempat tinggal ternyaman,positif,2
kaburajadulu katanya antek asing noh pemerintahan kamu berarti asing,negatif,0
kabur saja dulu kalian mama yang tua di indonesia saja yang nungguin transferan anak mama yang cari uang diluar negri,negatif,0
pindah kerja sekalian jalan jalan ke luar negeri tapi jangan resign dulu sebelum dapat job yang baru,netral,1
bikin usaha saja ga si,negatif,0
indonesia gelap dan kaburajadulu didanai koruptor supaya indonesia gaduh dan miskin beberapa koruptor asalnya dari pemerintah pemerintah mau bikin indonesia gaduh dan miskin,negatif,0
stall vendor paling banyak dkt negara kita malaysian org melayu bangg maknanya majority org malaysia lebih memilih open business,netral,1
prinsip pemerintah baru ngurusin yang bukan urusannya dan mengabaikan yang harusnya dia urusin terus saja berdoa dan percaya allah ga akan membebani di luar batas kemampuan kita,positif,2
jujur emang enak di luar negri gk bohong cari kerja gampang lebih aman lebih tertib,positif,2
saya udh di titik level iya allah percaya sama siapa lagi di indonesia anjing ga warganya aparat sampai pemerintah negara apa sih ini kocak makin kesini makin jelek beneran bikin ga bisa nafas banget orang orang ber sdm tinggi saja sudah pada pindah negara saatnya nyusul,negatif,0
ada mentri yang nyinyir ketika hastag kaburajadulu melambung di sosmed kan kok mereka blunder lagi iya,negatif,0
nanti aku adain give away kalau ada yang mau buku ini ada cerita dari wni di denmark dengan berbagai latar belakang buat yang mau kaburajadulu atau yang senasib sedang merantau atau yang suka baca pleasee ceritanya bagus bagus banget,positif,2
mau di boikot pun hewannya misal di atur pemerintah sedangkan saya ga ada sedikit pun seujung kukupun percaya sm oemerintah buat nanggung nyawa hewan ini,negatif,0
ambilll selagi bisa kaburajadulu nanti kabarin kita disini yak kalau ada lowongan disana he,netral,1
oke sudah janji loh iya kalau gaditepati dosa,negatif,0
disuruh percaya pemerintah tapi pemerintah sendiri ga bisa dipercaya,negatif,0
halah cil cil saingan negara alhamdulillah bisa,negatif,0
apalagi orang kelompok miskin amp biasa dari uk pada kaburajadulu,negatif,0
gede tapi untung disini engk ribet,positif,2
wakafa billahi syahida,positif,2
sbenernya saya dukung banget tagar ini biar pencari kerja dalem negri berkurang saingannya,positif,2
percaya dengan pemerintah yang kamu pimpin cuih ga sudi,negatif,0
presiden prabowo dpr akan pergi tunjangan anggota dan moratorium kunjungan kerja ke luar negeri,netral,1
semoga kita semua bisa kerja di luar negeri dan kaya raya seperti kakak andes yang bisa beli pisi pcs juta dan ga pernah rbuy,positif,2
deh ga percaya sm bumn manapun apalagi yang kelola uang swasta yang berkoalisi sm pemerintah pun lama jadi rusak karena attitude para pegawai pemerintah yang sombong amp gampang korupsi,negatif,0
curiga dari awal mengaku rumah digrebek pakaian loreng trus ga lampirkan bukti surat laporan warga sini mah asal kontra pemerintah pasti percaya walaupun modal screenshot palsu mau jadi oposisi tapi gedein nafsu yang beda pendapat langsung dituduh buzzer,negatif,0
reall cuy,negatif,0
pengen banget kaburajadulu lohh,positif,2
kerja atau dikerjain wkwk,negatif,0
pengen gini but i cant leave my lovings behind,negatif,0
bismillah aku juga bisa iya allah,positif,2
cuman susah kita minta sama pemerintah untuk aware di covid saja banyak yang dijadiin ajang jadi banyak masyarakat yang gafaham juga gatau amp bahkan jatuhnya jadinya ga percaya pusing banget iya allah tinggal di indo,negatif,0
woyy saya kerja di f b gaji nya juta busett ampe mau mati kerjanyaa anj,negatif,0
sudah kak ga perlu ngeladenin akun buzzer pembenci pemerintah yang ga dapat jatah proyek atau kalah mereka akun anonim yang baru netes aku percaya kok god bless you all,positif,2
hai kak open joki tugas realtime ujian atau quiz bisa dm wa ke akuntansi manajemen keuangan msdm keuangan bisnis manajemen operasional export import finance audit pajak brevet manajemen s kampus luar negeri psikotes kerja,netral,1
bagaimana mau kabur masih smp dan duit gak ada,negatif,0
benerrrr cuy,positif,2
semalem mimpi berenang di curug finlandia bagus bat tapi bukannya finlandia tu dingin yh idklah mungkin ini pertanda akan mewujudkan kaburajadulu,negatif,0
ini kakak kepoin saja bisa ngebantu dan tanya juga punya bang prasetiyo ini mungkin bisa bantuu kak,netral,1
apa lagi kalau kita percaya nya pemerintah lebih ga betul tolakruutni tolakrevisiuutni peringatandarurat indonesiagelap tolakdwifungsiabri tolakruupolri tolakruukejaksaan,negatif,0
anjay kaburajadulu,negatif,0
kapan iya,netral,1
tergantung tempat kak,netral,1
cinta mah tetep cuma kalau disini saja dengan kondisi pemerintahan yang bobrok iya bakal mandek saja disitu setidaknya ada ilmu yang diambil dari luar,negatif,0
pengen bangetkaburajadulu,positif,2
nah ada yang sepaham,netral,1
pusing tinggal di negara konoha,negatif,0
bahkan w sudah di titik kamu mau kabur ke luar negeri juga w udh bodo amat jadi diaspora kesal juga bodo amat kamu pny duit itu privilege kamu jelas saya iri tapi good for kamu tapi kalau kamu masih tinggal di sini kerja dan digaji di sini sama bayar pajak di sini,negatif,0
iya kasian banget ga mau nerima fakta kah kalau ini negara terlalu banyak memberikan makan ke penjabat dari pada yang di bawah warga wagar disini minus sdm,negatif,0
bersih banget,positif,2
keluar negri buat cuma fomo buat apa kalau ada kegiatan penting tidak apa-apa sih,negatif,0
mane iya lagii,negatif,0
karena bayak juga yang pilih kerjaan gengsi tinggi dan lain-lain,negatif,0
jadi kaburajadulu akhirnya berlaku ini di pejabat wkwkwkwkwwk,negatif,0
iya bang ngeri ny gempa ngomong-ngomong saya cewek,negatif,0
dirgahayunkri jadi refleksi prabowo inspektur upacara ngingetin kalau kedaulatan itu penting dan aku lihat hubungan luar negeri indonesia sekarang lebih percaya diri efeknya investasi makin masuk peluang kerja makin banyak,positif,2
gk saggup abang perasaan saya gk enk jauh dari org tua gk papa uang pas pasan yang penting cukup kebutuhan,negatif,0
new zeland,netral,1
sama lagi wkwkwk ayo kaburajadulu,negatif,0
lebih nyaman di negara orang daripada di konoha,positif,2
benar anak muda ditempatku pada berbondong ikut lpk untuk kerja diluar negeri,negatif,0
ingpo loker masssehh,positif,2
pengen kabur tapi udh terlanjur kuliah smt semoga bisa lulus tepat waktu habis itu cuss kaburajadulu aamiin,negatif,0
yoi kalau di demo bahkan di hujat yakin yang di atas bakal denger hari gini percaya pemerintah,negatif,0
dsni yang penting niat kerja,positif,2
jateng umr di bawah juta laki gabisa masuk di pabrik,negatif,0
orang yang sering konser ke luar negeri tuh kerja apa sih mengeluh kok bisa ada uang dan waktunya saya cuma punya waktunya doang,negatif,0
mungkin dia ikutan kaburajadulu dan mengincar pasport mahal,negatif,0
lah tangkep saja pemerintah kan salah pemerintah rakyat jadi ga percaya pemerintah,negatif,0
aku sudah packing kaburajadulu,netral,1
kabur liburan,negatif,0
tidak ada skolah kalau ada skill gaji masa depan bisa cerah bang fakta itu yang aku liht bang,positif,2
sudah duluan ya kaburajadulu,negatif,0
mau kamu tinggal di negara manapun pasti ada masalahnya,negatif,0
kaburajadulu hmm lama² indonesia bubar ini,negatif,0
ayu naj kita pindahh,negatif,0
aamiin kak soalnya merealisasikan kaburajadulu but thank youuu,positif,2
kocak kamu lihat itu tkw pembantu saja bisa ngirimin uang ke keluarga lah disini pembantu makan sendiri saja ngepresss,negatif,0
asli sih,positif,2
takut gak makan,negatif,0
melarat saya anjing pengen ikut juga,negatif,0
minimal kamu ke ln dulu bang baru bersaing,netral,1
destinasi terbaru kaburajadulu,positif,2
kerja bertahun tahun gaji segitu saja kaburajadulu,negatif,0
tidak ada uang yang bisa diharapkan dari negara ini semuanya bisa diputarbalikkan tidak peduli bersalah maupun tidak pasal bisa dicari itulah paitnya menjadi oposisi jika standar bersalah adalah beliau saya jamin semua pejabat akan masuk sel rezim sudah terlalu hancur kaburajadulu,negatif,0
masih saja ada yang ga percaya kalau semua beneran semua permasalahan rakyat indonesia itu iya salah pemerintah dan kebijakan politiknya they run it upside down bahkan kita yang keguncang guncang good job nkri,negatif,0
rusak rusak ga ada niatan naikin hastag kaburajadulu lagi ini,negatif,0
ga punya modal dan ga bisa ninggalin orang tua,negatif,0
tahun depan udh g trenn ini ah,negatif,0
tentu hebat sungguh lihat modal luar negeri datang negeri ini program besar lapangan kerja meningkat ekonomi melonjak aku pasti sangat mendukung perkuat kemitraan global,positif,2
when yaa bisa kesanaa,netral,1
rakyatnya menderita,negatif,0
jadi gas kaburajadulu kah,negatif,0
emang benar kerja dinegara sendiri dipersulit,negatif,0
ngene kape kaburajadulu ng sg,negatif,0
laahhh yang merealisasikan kaburajadulu kok bahkan mereka duluan,negatif,0
kapn yah,negatif,0
ini negara sudah ga make sense anjg dahlah mari kita wujudkan kaburajadulu,negatif,0
orang sering sebut grok di x buat jelasin hal rumit mungkin karena percaya ai independen ketimbang ai pemerintah pemerintah indo pakai ai buat finansial amp smart city tapi ga peduli hak cipta aturan masih abu abu bikin kesel kreator kritik pemerintah sebenarnya,negatif,0
betul hebat banget lihat modal luar negeri masuk negeri ini inisiatif besar lapangan kerja bertambah perekonomian naik pesat saya sih sangat mendukung perkuat kemitraan global,positif,2
makanya w ga percaya voters beneran tobat lihat kelakuan pemerintah sekarang soalnya otaknya beneran sudah ga berfungsi sebelum pemilu emang paling tidak berguna itu berdebat sama mereka,negatif,0
ikut kakak aku mau juga kerja luar negeri,netral,1
saya diketawain sama abg sepupu saya saya waiter di resto indo gaji paling tinggi rasain jt dia di kanada jt posisinya sama part time sedih banget saya,negatif,0
ibaratnya tuh kaya ada orang dapat kerja di luar negeri semua dibiayai perusahaan eh di sana bahkan nyambi jualan yang lain,negatif,0
itu namanya pengecut pak iya kalau gak terbukti sedang apa kabur atau takut terbukti atau bapak kemakan kampanye koruptor kaburajadulu,negatif,0
indonesia banyak tikus nya saudara laki-laki anggaran yang harusnya untuk pembangunan bahkan dibuat jadi uang makan pribadi sama tikus,negatif,0
ini mimpi saya sih w mau kerja sebagai juru masak di kancah internasional selain emang chef di indo lebih underpaid dibanding luar negeri,positif,2
pen juga kabur tapi ngk punya modal,negatif,0
pinterajadulu,positif,2
kalau masih jadi wni tanggung juga sih,negatif,0
maaf iya indognesia satu satunya negara yang boleh kaburajadulu,netral,1
sedang apa di ragukan nasionalisme nya emg jaman skrg indo kebanyakan nasionalisme,negatif,0
bisanya percaya sama pemerintah mau siapapun yang beli harus ada dp lah kalau ga gitu iya namanya bunuh diri,negatif,0
boss kamu emang ke sg kaburajadulu,negatif,0
bicara bahasa trus kaburajadulu,negatif,0
ini luar biasa kerja sama modern otoritas dirikan sarana warga isi dengan melalui kreativitas kerja sama inilah kunci rahasia negeri ini menonjol di tingkat global kibarkan semangat maju,positif,2
sebenernya mencari kerja itu mudah lho tapi ngelamarnya di negara yang salah,negatif,0
ayukkk cari link,netral,1
sudah realistis saja saya kalau punya uang banyak juga pgn pindah ke luarr,negatif,0
saya melanjutkan kunjungan kerja di ankara turkiye dengan bertemu menteri luar negeri hakan fidan,netral,1
tahun ini saya bisa pakai hashtag ini bismillah jepang,netral,1
bikin saja sticker saya tidak mau bayar jt demi tulisan halal kalau kamu ga percaya sana ke dapur belakang lihat sendiri bahan dan cara masaknya emg sudah ga bisa lagi pemerintah ini diharapkan,negatif,0
seperti bisa bersaing saja bang rebahan di bilang bersaing,negatif,0
ayolaahh sebisa mungkin kita gerak jangan pas gejala itu muncul dari awal memang kita dituntut untuk ga percaya mulut dan kredibilitas pejabat pemerintah,negatif,0
wkwkw apa ini kesempatan saya untuk kaburajadulu,negatif,0
pengen kaya raya duit unlimited iya allah jadi kalau galau naek haji umroh keliling dunia,positif,2
terima kasih atas inspirasi kaburajadulu ide awal terutama dari ayahanda,positif,2
yakan tinggal dan kerja di luar negeri jadi hidup magically selalu bahagia duit milyaran di rekening dan gk pernah punya permasalahan dalam hidup,positif,2
nasionalisme preeeeet,positif,2
jujur seumur hidup outsource kalau ada kesempatan lebih baik kenapa tidak,netral,1
betul abang harus menguasai elemen udara api air angin bumi,negatif,0
saingan untuk jadi miskin,negatif,0
kaburajadulu versi yang bukan pergi buat nekawe atau neka i tapi emg pengen dolan saja karena kan emang banyak duit,negatif,0
kabur kmana abang biar enak,negatif,0
semuanya gak sih biar bisa kaburajadulu,negatif,0
ga semudah itu dong kerja di luar negeri tergantung orang kuat mental ga tuh pengalaman soalnya keras saudara laki-laki,negatif,0
bismillah tahun depan sudah bisa kabur,negatif,0
saudara laki-laki kliatan belum mengerti tentang sunderland tapi seneng uda bebas dari ten hag kaburajadulu,positif,2
inpo barengan dr jaksel,netral,1
sebenarnya bahasa inggeris bukan satu penilaian kepintaran manusia apa yang lebih penting adalah adab tidak ada rasa iri hati atau marah bahkan kasihan melihat kalian banjir amp sebelum ini indonesiagelap moga allah mudahkan urusan,positif,2
kaburajadulu mangkir setiap ada panggilan sidang tom lembong atau ijazah palsu,negatif,0
jangan sih lebih baik cari peluang di luar negeri di barat orang geeky kayak gini lebih dihargai apalagi kalau kerja diberi fasilitas lebih gaji lebih tinggi lagi,negatif,0
inihh yang kemarin ngenyekin kita perkara kaburajadulu wkwkwk,negatif,0
udh kabur saya bang susah mencari di negeri sendiri,negatif,0
aku me kabur tapi sudah ada anak,negatif,0
ga ada bukti nyata kalau pemerintah minta google buat ga nampilin chart usd idr kalau mau percaya silakan tapi jatohnya ke ranah teori konspirasi,negatif,0
jujur saja saya mah sudah ga percaya banget banget sama pemerintah konoha ini saya yakin ada hal aneh sih karena pejabat sini punya tabiat yang baik dibuang yang buruk dimasukkan pokoknya saya mah mau lihat hasil akhirnya saja lihat saja kalau makin melempem sepak bola indo,negatif,0
kan kamu yang duluan kaburajadulu ke yordania,netral,1
pengen kerja ke luar negeri deh,positif,2
kaburajadulu ketempat kamu boleh ga prenn,netral,1
mereka nerapin kaburajadulu emg keren banget deh pejabat indon ini,positif,2
ganti amdin sudah gak terlalu dengerin aspirasi rakyat jadinya,negatif,0
susah mana g perna denger org bicara jepang,negatif,0
ya sudah kan emang benar itu indoenesiagelap dan kaburajadulu kenapa kamu pada nangkep orang² yang kamu tahu mereka ga salah,negatif,0
look kalau mau teriak devide et impera hati ada pihak yang mau mecah belah pemerintah iya kerja yang benar dulu toh bagaimana mau percaya pemerintah kalau pemerintah ga berusaha bikin kita percaya,negatif,0
