full_text;clean_text;sentiment;confidence;label_final
@kompascom Bonus demografi tapi kita punya pemerintah yang salah bukan meyakinkan para investor tapi malah memilih serakah demi kepentingan pribadi. Investor ga lagi percaya akan negara ini berakibat berkurangnya lapangan pekerjaan. Jadi yang bilang stop salahin pemerintah mikir lagi deh;bonus demografi tapi kita punya pemerintah yang salah bukan meyakinkan para investor tapi bahkan memilih serakah demi kepentingan pribadi investor ga lagi percaya akan negara ini berakibat berkurangnya lapangan pekerjaan jadi yang bilang stop salahin pemerintah mikir lagi deh;negatif;99.35;negatif
@devtorajd @didikz Otw #KaburAjaDulu ke oceania berarti;on the way, sedang di jalan kaburajadulu ke oceania berarti;netral;99.34;netral
kaya iya, tapi di tilep kekayaannya;kaya iya tapi di tilap kekayaannya;negatif;99.34;negatif
Tak Terima bantuan Asing untuk bencana #kaburajadulu 🤣🤣;tidak terima bantuan asing untuk bencana kaburajadulu;negatif;99.34;negatif
@somexthread Kelazz mba. Ini baru. Sy jg sering mikir yg bisa ngelawan para bajingan di konoha ini hrus pnya koneksi ke luar negeri entah itu dia kerja di LN atau mmng keluarga yg punya koneksi di LN. Klo kita pribumi takut diapa-apain sama mrka;kelazz mbak ini baru saya juga sering mikir yang bisa ngelawan para bajingan di konoha ini harus pnya koneksi ke luar negeri entah itu dia kerja di ln atau mmng keluarga yang punya koneksi di ln kalau kita pribumi takut diapa apain sama mrka;negatif;99.33;negatif
Emang udah bener harus #kaburajadulu;emang sudah benar harus kaburajadulu;negatif;99.32;negatif
saya cinta dengan indonesia nya, tidak dengan pemerintahannya;saya cinta dengan indonesia nya tidak dengan pemerintahannya;positif;99.32;positif
@ezrajonas14 Sebenernya wajar aja ga percaya zra kredibilitas pemerintah udah rendah sekali di mata masyarakat Indonesia sekelas UI aja bisa lolos2in disertasi Bahlil yg asal2an kalo ga di up terus sama netizen udah aman2 aja itu disertasi.;sebenernya wajar saja ga percaya zra kredibilitas pemerintah sudah rendah sekali di mata masyarakat indonesia sekelas ui saja bisa lolosin disertasi bahlil yang asalan kalau ga di up terus sama netizen sudah aman saja itu disertasi;negatif;99.31;negatif
lu yg nikah muda, lu yg ngebet bikin anak, lu yg nyalahin negara. orang² kaya lu ini yg sebenernya menghambat kemajuan negara;kamu yang nikah muda kamu yang ngebet bikin anak kamu yang nyalahin negara orang² kaya kamu ini yang sebenernya menghambat kemajuan negara;negatif;99.31;negatif
kalo ada kesempatan gua milih kerja di luar negri🗿,di indo susah bet cari kerja;kalau ada kesempatan saya milih kerja di luar negri di indo susah banget cari kerja;negatif;99.3;negatif
liat Revamp company culture company yang sekarang udah kaya mostly swedish company banget salah satu statement culture yang menarik menolak hustle culture dan fokus slow productivity Duh sebulan mau berangkat lanjut S2 ke Swedia jadi bambang #KaburAjaDulu;lihat revamp company culture company yang sekarang sudah kaya mostly swedish company banget salah satu statement culture yang menarik menolak hustle culture dan fokus slow productivity aduh sebulan mau berangkat lanjut s ke swedia jadi bambang kaburajadulu;positif;99.3;positif
banyak emang BG cuman persyaratan masuknya diluar nalar semua;banyak emang abang cuman persyaratan masuknya diluar nalar semua;negatif;99.3;negatif
kata siapa???😌;kata siapa;negatif;99.29;negatif
nasionalisme tidak membuat perut keyang..semangatt 🔥🔥;nasionalisme tidak membuat perut keyang semangatt;negatif;99.28;negatif
kalo ada duit juga bakal kabur aku nya,bhs ing udh lancar tinggal uangnya blm lancar 😔;kalau ada duit juga bakal kabur aku nya bhs ing udh lancar tinggal uangnya belum lancar;negatif;99.27;negatif
@jejakxdigital jogetin aja sayyy kita yg pinter tinggal #kaburajadulu;jogetin saja sayyy kita yang pinter tinggal kaburajadulu;negatif;99.26;negatif
Bang anak gue maksa ke luar negri,padahal dia baru kuliah semester 1😢;bang anak saya maksa ke luar negri padahal dia baru kuliah semester;negatif;99.26;negatif
@mbakwanjagung Duuuh WNI ga tuh agak berat yaa mengakuinya karena hawa-hawanya pengen #kaburajadulu https://t.co/W0rq5wDhWu;duuuh wni ga tuh agak berat yaa mengakuinya karena hawa hawanya pengen kaburajadulu;negatif;99.24;negatif
"tujuan kabur:
mencari pekerjaan ❌
mencari cewek ✅";tujuan kabur mencari pekerjaan mencari cewek;negatif;99.23;negatif
@ttiramisyu @tv27inch @tanyakanrl apa dia mau #KaburAjaDulu gitu ya;apa dia mau kaburajadulu gitu iya;negatif;99.22;negatif
loh heh loh heh katanya libtard hidup di jerman itu enak.... jadi #KaburAjaDulu gak nih ke jerman? awokwokwokwok ;loh heh loh heh katanya libtard hidup di jerman itu enak jadi kaburajadulu gak ini ke jerman awokwokwokwok;negatif;99.18;negatif
gw tidak sudi kerja di Indonesia, 1 tahun kedepan gw langsung kerja ke London, wajib.;saya tidak sudi kerja di indonesia tahun kedepan saya langsung kerja ke london wajib;negatif;99.18;negatif
udah saya bilang sejak 2017 konsisten crypto itu penipuan yg dilegalkan pemerintah masih aja byk masyarakat yg ga percaya. skrg indodax kena hack mampos klean para penyembah crypto!! Mwahahahahha logikanya simple aja https://t.co/3xeLqcLApf;sudah saya bilang sejak konsisten crypto itu penipuan yang dilegalkan pemerintah masih saja banyak masyarakat yang ga percaya skrg indodax kena hack mampos klean para penyembah crypto mwahahahahha logikanya simple saja;negatif;99.17;negatif
ini negara apa si, kocak beuttt;ini negara apa si kocak beuttt;negatif;99.15;negatif
RM bener banget bahwa yg membedakan BTS dgn boyband lain adalah attitude mereka. Udh dizholimi sedemikian rupa BTS tetap diam dan ga ada jelekin pemerintah sana sedikitpun. Mereka cuman selalu bilang Cukup percaya sama kami. I love you so much BTS Aku bangga jadi ARMY;rm benar banget bahwa yang membedakan bts dengan boyband lain adalah attitude mereka udh dizholimi sedemikian rupa bts tetap diam dan ga ada jelekin pemerintah sana sedikitpun mereka cuman selalu bilang cukup percaya sama kami i love you so much bts aku bangga jadi army;positif;99.14;positif
buzzer mending diem dehh;buzzer lebih baik diem dehh;negatif;99.14;negatif
"Baca estimasi ini buat yg bisa #kaburajadulu mendingan plan dari skrg jd gak stress mikirin sekolah anak. Kalau mau ke SG bisa apply PR trus jadi citizen u/ sekolah gratis. Ke Oz Jpn dan Eropa bisa lebih gampang prosesnya &amp; pasti dapat sekolah lokal yg terjangkau/gratis.";baca estimasi ini buat yang bisa kaburajadulu mendingan plan dari skrg jadi gak stress mikirin sekolah anak kalau mau ke sg bisa apply pr trus jadi citizen kamu sekolah gratis ke oz jpn dan eropa bisa lebih gampang prosesnya amp pasti dapat sekolah lokal yang terjangkau gratis;positif;99.12;positif
#KaburAjaDulu gak sih? ;kaburajadulu gak sih;negatif;99.1;negatif
NASIONALISME DAPET APAAN JIR😂😂;nasionalisme dapat apa anjing;negatif;99.1;negatif
Demikianlah belio pada saat itu mengambil keputusan dalam tekanan militer nippon dan tidak semudah memilih tetep tinggal di Indonesia atau #KaburAjaDulu di zaman sekarang. The founding fathers melihat nippon sebagai harapan sedangkan nippon memanfaatkan harapan tsb secara kejam.;demikianlah belio pada saat itu mengambil keputusan dalam tekanan militer nippon dan tidak semudah memilih tetep tinggal di indonesia atau kaburajadulu di zaman sekarang the founding fathers melihat nippon sebagai harapan sedangkan nippon memanfaatkan harapan tsb secara kejam;negatif;99.09;negatif
Emang yakin dek bisa bersaing?;emang yakin adik bisa bersaing;positif;99.07;positif
rambutnya giniin lagi dong 😁;rambutnya giniin lagi dong;negatif;99.06;negatif
"Yes fakta Indonesia makin cemerlang di panggung internasional! Ini hasil upaya gigih kita semua dari hubungan luar negeri hingga kerja nyata. Kerjasama pemerintah Indonesia &amp; rakyat tunjukkan Indonesia mampu berkontribusi signifikan di arena dunia. Makin DIAKUI DiGLOBAL";yes fakta indonesia makin cemerlang di panggung internasional ini hasil upaya gigih kita semua dari hubungan luar negeri hingga kerja nyata kerjasama pemerintah indonesia amp rakyat tunjukkan indonesia mampu berkontribusi signifikan di arena dunia makin diakui diglobal;positif;99.05;positif
untuk poin sdm rendah dan suka merusak fasilitas aku lowkey agree contohnya alat pendeteksi gempa yang suka dicuri. orang luar bukan ga peduli sama pemerintah mereka bisa percaya ya karena pajak mereka ga dikorupsi beda sama pejabat sini yang suka makan uang haram ;untuk poin sdm rendah dan suka merusak fasilitas aku lowkey agree contohnya alat pendeteksi gempa yang suka dicuri orang luar bukan ga peduli sama pemerintah mereka bisa percaya iya karena pajak mereka ga dikorupsi beda sama pejabat sini yang suka makan uang haram;negatif;99.03;negatif
"syarat rumit
gaji sedikit";syarat rumit gaji sedikit;negatif;99.03;negatif
@detikcom narasinya kemarin² sok peduli... dan memang nyatanya gak peduli #KaburAjaDulu ;narasinya kemarin² sok peduli dan memang nyatanya gak peduli kaburajadulu;negatif;99.03;negatif
Klo gue siih...Japan lbh nyaman....🥰;kalau saya siih japan lbh nyaman;positif;99.01;positif
kerjaanya scrol tiktok, sosoan nyaingin🥰;kerjaanya scrol tiktok sosoan nyaingin;negatif;99.01;negatif
bener cuma di manfaatkan doang;benar cuma di manfaatkan doang;negatif;99.01;negatif
MAUUUU BGT YA ALLAH🤲🏼;mauuuu banget iya allah;positif;98.99;positif
"Iya realita Indonesia makin berkilau di dunia! Ini buah kerja keras kita seluruh rakyat dari hubungan luar negeri hingga implementasi lapangan. Kerjasama pemerintah &amp; rakyat perlihatkan Indonesia mampu berperan besar di panggung internasional. Makin DIAKUI DiGLOBAL";iya realita indonesia makin berkilau di dunia ini buah kerja keras kita seluruh rakyat dari hubungan luar negeri hingga implementasi lapangan kerjasama pemerintah amp rakyat perlihatkan indonesia mampu berperan besar di panggung internasional makin diakui diglobal;positif;98.99;positif
@MamiaDoang Mantaaappp. Katanya Kepala desanya malah mau kerja ke luar negeri ya?;mantaaappp katanya kepala desanya bahkan mau kerja ke luar negeri iya;positif;98.98;positif
@masranvil Apakah.. ini adalah ajakan #KaburAjaDulu ? ;apakah ini adalah ajakan kaburajadulu;negatif;98.98;negatif
babu berkedok waiters😂;babu berkedok waiters;negatif;98.98;negatif
wibu sedang menghayal kuliah di singapur;wibu sedang menghayal kuliah di singapur;netral;98.98;netral
bener bgt bang👍👍👍;benar banget bang;positif;98.97;positif
Mau jadi Indonesia emas? bangun negeri? urusin koruptor dan oknum penjabat yg sesuka hati naikin dulu tuh rp jadi setara ama dolar bisa? enggak?;mau jadi indonesia emas bangun negeri urusin koruptor dan oknum penjabat yang sesuka hati naikin dulu tuh rp jadi setara sama dolar bisa tidak;negatif;98.94;negatif
Katanya negeri ini kaya, nyatanya banyak rakyat nya yang masih miskin🙃;katanya negeri ini kaya nyatanya banyak rakyat nya yang masih miskin;negatif;98.94;negatif
berawal dari #kaburajadulu sampai #harus kabur;berawal dari kaburajadulu sampai harus kabur;negatif;98.93;negatif
#singapuragelap... Yuk #kaburajadulu ke spore...;singapuragelap yuk kaburajadulu ke spore;netral;98.91;netral
Udah saatnya orang indo #kaburajadulu karena di korea udah ada cilok;sudah saatnya orang indo kaburajadulu karena di korea sudah ada cilok;negatif;98.91;negatif
POKOKNYA NANTI PAS GUA UDH KULIAH GUA GA MAU KULIAH DI INDO;pokoknya nanti pas saya udh kuliah saya ga mau kuliah di indo;negatif;98.86;negatif
Bupati Tangerang Banten Moch Maesyal Rasyid akan mengurangi dan menunda kegiatan perjalanan dinas seluruh Satuan Kerja Perangkat Daerah (SKPD) ke luar negeri sebagai langkah untuk menangani situasi dinamika di wilayahnya tersebut. https://t.co/mJIP7jTxMd;bupati tangerang banten moch maesyal rasyid akan mengurangi dan menunda kegiatan perjalanan dinas seluruh satuan kerja perangkat daerah skpd ke luar negeri sebagai langkah untuk menangani situasi dinamika di wilayahnya tersebut;netral;98.83;netral
jadi yakin nih buat #kabuarajadulu;jadi yakin ini buat kabuarajadulu;positif;98.83;positif
umur 40 masih bisa pa gak ya, mo kabur aja ke luar negeri;umur masih bisa pa gak iya mau kabur saja ke luar negeri;negatif;98.82;negatif
ajakin aku lur aku mau ikut kabur;ajakin aku lur aku mau ikut kabur;negatif;98.82;negatif
Bayar sekolah anak pake duit ya bukan pake nasionalis wkwk;bayar sekolah anak pakai duit iya bukan pakai nasionalis wkwk;negatif;98.82;negatif
@yappingfess Pengen kerja wfh di perusahaan luar negeri jobnya mudah gue ngerti bosnya baik kerjanya part time tapi gajinya kyak full time dan tentu gaji dollar i wish my dream comes true :);pengen kerja wfh di perusahaan luar negeri jobnya mudah saya mengerti bosnya baik kerjanya part time tapi gajinya kyak full time dan tentu gaji dollar i wish my dream comes true;positif;98.81;positif
Influencer NON Berbayar. Niat kami hanya ingin MENCEGAH penipuan cara gampang cari kerja dan pindah ke Australia 🇦🇺 yg blakangan marak banget. Penipunya makin GAMPANG dapet korban karena netijen terprovokasi tagar #kaburajadulu Merantau itu keren tapi ga bisa FOMO https://t.co/Km5KJQFWQZ;influencer non berbayar niat kami hanya ingin mencegah penipuan cara gampang cari kerja dan pindah ke australia yang blakangan marak banget penipunya makin gampang dapat korban karena netijen terprovokasi tagar kaburajadulu merantau itu keren tapi ga bisa fomo;negatif;98.81;negatif
tapi nyatanya apa?, rakyat pindah ke negara lain adalah dampak dri pemerintah negara sndri yg gk becus;tapi nyatanya apa rakyat pindah ke negara lain adalah dampak dari pemerintah negara sndri yang gk becus;negatif;98.8;negatif
@sijakbutodaaa Keren bgt anjay habis sidang langsung #KaburAjaDulu;keren banget anjay habis sidang langsung kaburajadulu;positif;98.78;positif
Love this !!! Gambaran hidup di NKRI.. disatu sisi sangat cinta merah putih dilain sisi sangat marah dgn para pejabat nya.. so lebih baik #kaburajadulu .. saya sudah #kaburdaridulu ..#kemerdekaan #nkrihargamati #ONEPIECE https://t.co/fesUqldbcx;love this gambaran hidup di nkri disatu sisi sangat cinta merah putih dilain sisi sangat marah dengan para pejabat nya so lebih baik kaburajadulu saya sudah kaburdaridulu kemerdekaan nkrihargamati onepiece;negatif;98.78;negatif
Paling keren setiap orang bisa peroleh kelebihan dari kolaborasi luar negeri! Kesempatan kerja nambah inovasi terbaru datang daerah tumbuh. Mari support! Perkuat KEMITRAAN GLOBAL https://t.co/TRpk1v41IF;paling keren setiap orang bisa peroleh kelebihan dari kolaborasi luar negeri kesempatan kerja nambah inovasi terbaru datang daerah tumbuh mari support perkuat kemitraan global;positif;98.77;positif
@msaid_didu Dia Pernah Kabur Aja tapi sekarang alergi dengan tagar #kaburAjaDulu - 1957 Keluarga Soemitro - 1998 @prabowo Tanda-tanda apa ya Pak @msaid_didu ?? https://t.co/d3pTmpVjal;dia pernah kabur saja tapi sekarang alergi dengan tagar kaburajadulu keluarga soemitro tanda tanda apa iya pak;negatif;98.76;negatif
"Harusnya ada si job platform buat #KaburAjaDulu tapi ada prosedur buat verify both employers/talent &amp; sedia jasa bantu2 ngurus pindahan .";harusnya ada si job platform buat kaburajadulu tapi ada prosedur buat verify both employers talent amp sedia jasa bantu mengurus pindahan;netral;98.75;netral
BMKG katanya ga kena efisiensi tapi kok bisa telat laporin gempa? Masih percaya kata2 pemerintah? https://t.co/alE7eRW4vy;bmkg katanya ga kena efisiensi tapi kok bisa terlambat laporin gempa masih percaya kata pemerintah;negatif;98.75;negatif
pengen juga;pengen juga;positif;98.73;positif
Siap, lebih baik mati kelaparan di negeri sendiri karena dekat dengan keluarga, dari pada mati banyak harta tapi sendirian diluar sana;siap lebih baik mati kelaparan di negeri sendiri karena dekat dengan keluarga dari pada mati banyak harta tapi sendirian diluar sana;negatif;98.72;negatif
@bbychocball @mintshderr Pake ai dlu minimal arti pembelot apa refuge yang keluar dari negaranya krena situasi apapun bukan pembelot goblok kalau dia pembelot wni yang #kaburajadulu loe angga begtu juga gausah ngidol belajar baca dlu yang bner.;pakai ai dulu minimal arti pembelot apa refuge yang keluar dari negaranya krena situasi apapun bukan pembelot bodoh kalau dia pembelot wni yang kaburajadulu kamu angga begtu juga gausah ngidol belajar baca dulu yang bner;negatif;98.71;negatif
info loker #KaburAjaDulu;informasi loker kaburajadulu;netral;98.71;netral
Muak menjadi WNI tp mau join #KaburAjaDulu gabisa cuz I don't have a lot of money damn;muak menjadi wni tapi mau join kaburajadulu gabisa cuz i don t have a lot of money damn;negatif;98.71;negatif
yg penting jangan ke Kamboja 🗿;yang penting jangan ke kamboja;negatif;98.7;negatif
kalau punya duit, gue jg bakalan #kaburajadulu wkwk;kalau punya duit saya juga akan kaburajadulu wkwk;negatif;98.69;negatif
foto lu blur bg .. pke kamera apa;foto kamu blur abang pke kamera apa;negatif;98.63;negatif
"apa yg mau dibangun kalau semua mua di korupsi? apa yg mau dibangun kalau ujung""nya gak di hargai? Carilah tempat dimana kamu dihargai dan dianggap ada.";apa yang mau dibangun kalau semua mua di korupsi apa yang mau dibangun kalau ujung nya gak di hargai carilah tempat dimana kamu dihargai dan dianggap ada;negatif;98.61;negatif
lapangan kerja banyak.. tapi ga ada yg gaji.. 😭😭😭;lapangan kerja banyak tapi ga ada yang gaji;negatif;98.61;negatif
lulus sekolah mau ke swiss dehhh #kaburajadulu;lulus sekolah mau ke swiss dehhh kaburajadulu;negatif;98.61;negatif
"@BudiBukanIntel Low trust society &gt;&gt; saling melindungi &amp; mensejahterakan next kin &amp; tetangga ga peduli/percaya sistem hukum. Whatever ills bangsa ini keluhkan ttg mereka kalo kepastian hukum &amp; pemerintah blangsak ya strategi komunitas mereka g salah2 amat.";kalau trust society begitu begitu saling melindungi amp mensejahterakan lanjut kin amp tetangga ga peduli percaya sistem hukum whatever ills bangsa ini keluhkan tentang mereka kalau kepastian hukum amp pemerintah blangsak iya strategi komunitas mereka g salah amat;negatif;98.57;negatif
saya guru, sebulan gada satu juta 🙏☺;saya guru sebulan gada satu juta;negatif;98.51;negatif
nitip;nitip;netral;98.5;netral
setuju bissmillah kerja di luar negri🙏;setuju bissmillah kerja di luar negri;positif;98.5;positif
tadi aku bilang ke mateo nak gausah ya nnti gede jdi brimob/polisi mami ga setuju bgt mending kerja di luar negeri aja papinya nyaut lagian juga gabakal bisa orang dia cina yaa ga salah .;tadi aku bilang ke mateo nak gausah iya nnti gede jadi brimob polisi mami ga setuju banget lebih baik kerja di luar negeri saja papinya nyaut lagian juga gabakal bisa orang dia cina yaa ga salah;negatif;98.49;negatif
"""kaburajadulu"" benar-benar mengajarkan ak untuk belajar bahasa asing lebih baik lagi, semangat guys";kaburajadulu benar benar mengajarkan saya untuk belajar bahasa asing lebih baik lagi semangat teman-teman;positif;98.47;positif
@kumparan Berada ada level apa apa yg diinfokan dr pemerintah ga percaya ;berada ada level apa apa yang diinfokan dr pemerintah ga percaya;negatif;98.41;negatif
generasi emas mau masuk surga..;generasi emas mau masuk surga;positif;98.39;positif
Di tengah munculnya tren #kaburajadulu there's lots of people that truly love and care about 🇮🇩 and fight for our country thru demo tapi sistem negara ini yang ga cinta dan care sm kita. Sedihhhhh stay safe yg turun ke jalan...;di tengah munculnya trend kaburajadulu there s lots of people that truly love and care about and fight for our country thru demo tapi sistem negara ini yang ga cinta dan care sm kita sedihhhhh stay safe yang turun ke jalan;negatif;98.39;negatif
#KaburAjaDulu ke Jerman yuk... Bisa kerja sampai umur 73 tahun... Kalau di sini umur segitu lagi senam di dekat sawah menikmati pemandangan alam desa...;kaburajadulu ke jerman yuk bisa kerja sampai umur tahun kalau di sini umur segitu lagi senam di dekat sawah menikmati pemandangan alam desa;positif;98.35;positif
Baguslah ajak Temen Sebanyak Banyaknya Indonesia terlalu Padat ,Biar yg cari kerja Saingan Berkurang;baguslah ajak teman sebanyak banyaknya indonesia terlalu padat biar yang cari kerja saingan berkurang;negatif;98.35;negatif
ini kenyataan boss;ini kenyataan boss;negatif;98.35;negatif
tak ada niatan bawa seluruh kluarga kesana mb, disegerakan;tidak ada niatan bawa seluruh keluarga kesana mb disegerakan;negatif;98.29;negatif
Tapi yang banyak terjadi sekarang.. Anaknya sekolah atau kerja di kota lain.. Bahkan nggak sedikit juga yang hidupnya di luar negeri.. Sementara aset-aset yang mau diwarisin ada di kampung halaman.. Jauh.. nggak terpakai.. dan malah jadi beban..;tapi yang banyak terjadi sekarang anaknya sekolah atau kerja di kota lain bahkan tidak sedikit juga yang hidupnya di luar negeri sementara aset aset yang mau diwarisin ada di kampung halaman jauh tidak terpakai dan bahkan jadi beban;negatif;98.28;negatif
idk why middles class indos getting offended by recent discourse lol. pas rame #KaburAjaDulu kan ada diaspora London yang dirujak setwitter gara-gara harus belanja ke pasar dll dan semua waktu itu juga kompak ngehujat dia. napa sekarang pada berubah pikiran dah aneh;saya tidak tahu why middles class indos getting offended by recent discourse tertawa pas ramai kaburajadulu kan ada diaspora london yang dirujak setwitter gara gara harus belanja ke pasar dan lain-lain dan semua waktu itu juga kompak ngehujat dia kenapa sekarang pada berubah pikiran deh aneh;negatif;98.27;negatif
@tanyarlfes Yg gw liat kebanyakan jurusan saintek. Gajinya bener2 menggiurkan terus bisa kerja ke luar negeri jg. Apalagi statistika atau aktuaria;yang saya lihat kebanyakan jurusan saintek gajinya benar menggiurkan terus bisa kerja ke luar negeri juga apalagi statistika atau aktuaria;positif;98.24;positif
dapet 271T kak😭;dapat t kak;netral;98.24;netral
mimpi gua dari kecil bisa pergi dan berkarir diluar negeri, 2025/2026 nyusul Aminnn;mimpi saya dari kecil bisa pergi dan berkarir diluar negeri nyusul aminnn;positif;98.23;positif
@WagimanDeep212_ Kemaren kayaknya udah banyak yg pada #kaburajadulu ‍️‍️‍️‍️‍️;kemarin kayaknya sudah banyak yang pada kaburajadulu;negatif;98.22;negatif
@NanaPegawai @Heraloebss Percaya deh kak honorer bakal terus ada. Karena mustahil para pemenang pilkada kemaren ga masukin simpatisan sanak famili ke jajaran pemerintah. Gubernur DKI aja udah sounding mau buka 1000 loker damkar entah gimana nanti regulasinya.;percaya deh kak honorer bakal terus ada karena mustahil para pemenang pemilihan kepala daerah kemarin ga masukkan simpatisan sanak famili ke jajaran pemerintah gubernur dki saja sudah sounding mau buka loker damkar entah bagaimana nanti regulasinya;negatif;98.2;negatif
NICEEE💋;niceee;positif;98.18;positif
cara belajar bahasa inggri dari bener bener awal itu mulai dari mana si? tolong dong saran, susah bgt belajar bahasa inggris;cara belajar bahasa inggri dari benar benar awal itu mulai dari mana si tolong dong saran susah banget belajar bahasa inggris;negatif;98.18;negatif
@Fahrihamzah Saya optimis Tapi saya sdh ga percaya dengan propaganda angka angka belajar dari 10 tahun terakhir Aturan saja bisa di atur apalagi sekedar angka angka kepuasan tugas pemerintah makin berat skrg meyakinkan rakyatnya;saya optimis tapi saya sdh ga percaya dengan propaganda angka angka belajar dari tahun terakhir aturan saja bisa di atur apalagi sekedar angka angka kepuasan tugas pemerintah makin berat skrg meyakinkan rakyatnya;negatif;98.16;negatif
"@fndltm_24 @Amal81gmailcom1 @AsahPolaPikir ga mungkin bgt org2 negara maju yg bebas ga melakukan 3 hal di atas and at the end of the day mereka tetep banyak yg sukses negaranya maju. bisa jg pemerintah jd salah satu faktor rakyatnya sejahtera. kalo org gagal krn malas &amp; suka menunda2 itu sih gue lebih percaya";ga mungkin banget org negara maju yang bebas ga melakukan hal di atas and at the end of the day mereka tetep banyak yang sukses negaranya maju bisa juga pemerintah jadi salah satu faktor rakyatnya sejahtera kalau org gagal karena malas amp suka menunda itu sih saya lebih percaya;positif;98.06;positif
lbih susah di indo, org berpendidikan tinggi kurang hargain disini, dan gaji nya juga ga seberpa;lbih susah di indo org berpendidikan tinggi kurang hargain disini dan gaji nya juga ga seberpa;negatif;98.04;negatif
@cyrnae Banting aku aja gaoaoa. Agenda #KaburAjaDulu kah? Ikut dong ke Mars. ;banting aku saja gaoaoa agenda kaburajadulu kah ikut dong ke mars;negatif;98.02;negatif
Atau ke kanada, haha aku udh pindah ke kanada 2 thn ini;atau ke kanada tertawa aku udh pindah ke kanada tahun ini;netral;98.01;netral
@BAFauzi_ @tempodotco Aku mah sejak awal ga percaya sama usaha yg dikelola pemerintah dan terbukti kan akhirnya.;aku mah sejak awal ga percaya sama usaha yang dikelola pemerintah dan terbukti kan akhirnya;positif;98.0;positif
#KaburAjaDulu Dulu ke yordania gampang gak ? https://t.co/wPN8bg3PIz;kaburajadulu dulu ke yordania gampang gak;netral;97.96;netral
skrng bukan masalah nasionalisme pak tp kita rakyat biasa ini perlu makan pak sedngkan cari makan di negara sndri susah kerja bnyak syaratnya;skrng bukan masalah nasionalisme pak tapi kita rakyat biasa ini perlu makan pak sedngkan cari makan di negara sndri susah kerja bnyak syaratnya;negatif;97.95;negatif
bahkan salah satu rakyat yang sedang berjuang kerja di luar negeri sebagai 'idol' pun bisa bersuara memang ga seberapa. tapi memperlihatkan kepedulian serta dukungan agar indonesia menjadi lebih baik lagi+;bahkan salah satu rakyat yang sedang berjuang kerja di luar negeri sebagai idol pun bisa bersuara memang ga seberapa tapi memperlihatkan kepedulian serta dukungan agar indonesia menjadi lebih baik lagi;positif;97.89;positif
pengen banget 🥺;pengen banget;positif;97.85;positif
org atas yg kaya, aku miskin dari zaman nenek ku smpek ke zaman ku, jdi jangan blng indo kaya, kalo kaya gak mungkin smpek skrng aku nganggur selama 1 tahun, udh ngirim cv ke sana ke sini, pernah di panggil utk interview eh tiba2 aku insecure krna tb min 150, secara indo itu manusia gak hanya raksasa, ad kurcaci jg jdi aku gak pergi krna pergi pun ttp gagal krna tb 138 udh kalah telak, dri pd malu mending aku sadar diri;org atas yang kaya aku miskin dari zaman nenek ku smpek ke zaman ku jadi jangan blng indo kaya kalau kaya gak mungkin smpek skrng aku tidak punya pekerjaan selama tahun udh ngirim cv ke sana ke sini pernah di panggil untuk interview eh tiba aku insecure krna tb min secara indo itu manusia gak hanya raksasa ada kurcaci juga jadi aku gak pergi krna pergi pun ttp gagal krna tb udh kalah telak dari pada malu lebih baik aku sadar diri;negatif;97.75;negatif
Konsolidasi sukses! Thank you nakama yang udah datang. kaga nyangka bisa rame banget nih Sudah pada siap buat #KaburAjaDulu https://t.co/NAwnhQGKz5;konsolidasi sukses thank you nakama yang sudah datang tidak nyangka bisa ramai banget ini sudah pada siap buat kaburajadulu;positif;97.73;positif
sedang di usahakan 😬;sedang di usahakan;netral;97.73;netral
viralkaaan;viralkaaan;negatif;97.69;negatif
Kalau pemerintah dan pejabatnya bikin statement ngaco kayak gini dan yg sudah-sudah ditambah rakyatnya yg gatau ilmunya dan percaya-percaya aja sih bahaya. Tumbuhkan rasa ingin tahu dan perbanyak membaca guys biar ga dibodoh-bodohi pemerintah dan pejabatnya;kalau pemerintah dan pejabatnya bikin statement ngaco kayak gini dan yang sudah sudah ditambah rakyatnya yang gatau ilmunya dan percaya percaya saja sih bahaya tumbuhkan rasa ingin tahu dan perbanyak membaca teman-teman biar ga dibodoh bodohi pemerintah dan pejabatnya;negatif;97.63;negatif
aku S1 dengan perjuangan yg sangat luar biasa karna JD mahasiswa d saat udh berumah tangga dengan dua anak ...mau tau g berapa honor ku per bulan 200.000 😂 Allhamdulillah 🙏;aku s dengan perjuangan yang sangat luar biasa karena jadi mahasiswa di saat udh berumah tangga dengan dua anak mau tahu g berapa honor ku per bulan allhamdulillah;positif;97.59;positif
yang paling penting di hidup ini duit pak bukan nasionalisme (menurut aing😁😁😁);yang paling penting di hidup ini duit pak bukan nasionalisme menurut saya;negatif;97.47;negatif
Bukan itu mslhnya..di konoha ini tuh Sumber daya alam kaya..tp Duit di kemanain..Rakyat tetap menjerit..Rakyat butuh Kesejahteraan spt di Barat sana.. di konoha kerja aja msh liat² Umur..apaan tuh..😆;bukan itu mslhnya di konoha ini tuh sumber daya alam kaya tapi duit di kemanain rakyat tetap menjerit rakyat butuh kesejahteraan seperti di barat sana di konoha kerja saja masih liat² umur apa tuh;negatif;97.47;negatif
