created_at,full_text,id_str,platform,clean_text,sentiment,confidence
Tue Aug 05 02:43:35 +0000 2025,@barengwarga Di bandara banyak pesawat jurusan luar negeri tuh. Tinggal minggat aja si ribet bener. #KaburAjaDulu,1952561091072180339,X,Di bandara banyak pesawat jurusan luar negeri tuh Tinggal minggat aja si ribet bener KaburAjaDulu,negatif,99.68
Mon Aug 04 23:33:13 +0000 2025,@eexxoo_7 viralkan aja #kaburajadulu,1952513184730169392,X,viralkan aja kaburajadulu,negatif,99.74
Mon Aug 04 20:21:35 +0000 2025,tutor dong biar bisa #kaburajadulu hahaha. jujur udah muak sama negara konoha ini.,1952464956575948945,X,tutor dong biar bisa kaburajadulu hahaha jujur udah muak sama negara konoha ini,negatif,99.76
Mon Aug 04 17:02:22 +0000 2025,Mau bgt pls jadi pusat sekalian #kaburajadulu,1952414822026575919,X,Mau bgt pls jadi pusat sekalian kaburajadulu,netral,95.38
Mon Aug 04 16:47:44 +0000 2025,@lhky23 Semoga kerja keras kita bisa membawa kita #kaburajadulu,1952411139582972334,X,Semoga kerja keras kita bisa membawa kita kaburajadulu,positif,97.19
Mon Aug 04 16:36:56 +0000 2025,@dibawahpressure mau #kaburajadulu tapi terhalang bahasa ama duit yg ga seberapa ini :(,1952408421850140675,X,mau kaburajadulu tapi terhalang bahasa ama duit yg ga seberapa ini,negatif,99.73
Mon Aug 04 15:42:23 +0000 2025,Mau ngerasain liburan sebulan di negara orang terus beneran #kaburajadulu ,1952394694157353392,X,Mau ngerasain liburan sebulan di negara orang terus beneran kaburajadulu,positif,47.1
Mon Aug 04 14:42:06 +0000 2025,Dari pada si @Josswayar pusing ikut kelas peternakan udah hire gue aja bang gue pengen #kaburajadulu,1952379525511442734,X,Dari pada si pusing ikut kelas peternakan udah hire gue aja bang gue pengen kaburajadulu,negatif,99.17
Mon Aug 04 14:32:35 +0000 2025,halo aku join the propaganda #kaburajadulu https://t.co/vHF3qa5Mdu,1952377129309782422,X,halo aku join the propaganda kaburajadulu,netral,98.56
Mon Aug 04 14:02:20 +0000 2025,@tyashanina bapaknya #KaburAjaDulu tapi salah negara,1952369515830137185,X,bapaknya KaburAjaDulu tapi salah negara,negatif,99.79
Mon Aug 04 14:00:32 +0000 2025,gw beneran pengen bgt realisasi #kaburajadulu pls gw mau banget exchange ke luar negeri gw mau banget sekolah disana gw mau kerja disana,1952369062148968820,X,gw beneran pengen bgt realisasi kaburajadulu pls gw mau banget exchange ke luar negeri gw mau banget sekolah disana gw mau kerja disana,positif,56.78
Mon Aug 04 13:29:15 +0000 2025,Jadi... Mau #KaburAjaDulu? Boleh banget! Tapi siapin dirimu dulu ya. Mulai dari pelatihan ambil sertifikasi dan asah skill bahasa. Yuk upgrade your skill &amp; improve yourself with us! ,1952361189507531201,X,Jadi Mau KaburAjaDulu Boleh banget Tapi siapin dirimu dulu ya Mulai dari pelatihan ambil sertifikasi dan asah skill bahasa Yuk upgrade your skill amp improve yourself with us,netral,70.56
Mon Aug 04 13:04:56 +0000 2025,@konstelaci Wkwk apakah ini pertanda biar aku #KaburAjaDulu? ,1952355071293075693,X,Wkwk apakah ini pertanda biar aku KaburAjaDulu,negatif,99.22
Mon Aug 04 12:49:07 +0000 2025,@BigAlphaID Yg ga kemana-mana aja butuh stengah tahun buat nangkep gimana yg udah #kaburajadulu ,1952351088793063709,X,Yg ga kemana mana aja butuh stengah tahun buat nangkep gimana yg udah kaburajadulu,negatif,84.79
Sat Aug 02 04:56:05 +0000 2025,@basehayday Selamat dan semangat sender yg udh mau kerja! Tetap main HD bs kok time management okay! Semangat berkebun virtual setidaknya ada tempat kita utk melipir dari lelah dan penatnya hidup di Indonesia tercinta ini hopefully bisa #kaburajadulu tp ke HD ajalah kita wuaaah... Happy,1951507272280187150,X,Selamat dan semangat sender yg udh mau kerja Tetap main HD bs kok time management okay Semangat berkebun virtual setidaknya ada tempat kita utk melipir dari lelah dan penatnya hidup di Indonesia tercinta ini hopefully bisa kaburajadulu tp ke HD ajalah kita wuaaah Happy,positif,99.25
Sat Aug 02 04:55:00 +0000 2025,Masya Alloh Alhamdulillah ada kabar baik lagi nih. Lancar2 dan sukses selalu siswa LPK Yoshimura #kaburajadulu #lpk #lpkjepang #magang #tokuteiginou #lokerjepang #fyp #viral #trend https://t.co/MuNDVWZdBK,1951506999327527417,X,Masya Alloh Alhamdulillah ada kabar baik lagi nih Lancar dan sukses selalu siswa LPK Yoshimura kaburajadulu lpk lpkjepang magang tokuteiginou lokerjepang fyp viral trend,positif,97.38
Sat Aug 02 04:54:50 +0000 2025,Wuihh ternyata bukunya tebal dan sangat satisfying sekali liat soal dan penjelasannya Kertasnya tebel bakalan enak sih buat nulis2 catetan di sini Hufft tadi pas bikin video hampir kejungkir bukunya saking beratnya wkkk Kitab andalan banget sih ini buat #KaburAjaDulu https://t.co/gl2y7HRsij,1951506958374281313,X,Wuihh ternyata bukunya tebal dan sangat satisfying sekali liat soal dan penjelasannya Kertasnya tebel bakalan enak sih buat nulis catetan di sini Hufft tadi pas bikin video hampir kejungkir bukunya saking beratnya wkkk Kitab andalan banget sih ini buat KaburAjaDulu,positif,99.37
Sat Aug 02 04:05:11 +0000 2025,@txtdarionlshop @txtdrimedia @txtdrjkt @txtfrombrand @txtdaribogor @txtdrbekasi @txtdaritng @TxtdariHI Silahkan #kaburajadulu Jepang butuh pekerja asing #ONEPIECE #jepang #Japaneseman #japaneseversion,1951494460673798473,X,Silahkan kaburajadulu Jepang butuh pekerja asing ONEPIECE jepang Japaneseman japaneseversion,netral,99.14
Sat Aug 02 03:19:59 +0000 2025,Kita pasti kalah kalau terlalu meremehkan lawan. Konsultan mereka ini sdh berkali2 unggul. Ditunggunya gelombang #IndonesiaGelap &amp; #KaburAjaDulu dgn sabar. Begitu momentumnya meredup baru dihajar dgn isu pendanaan koruptor. Kalo cuma gitu2 aja gabakal Bowo bisa kalah/jatuh.,1951483087591989584,X,Kita pasti kalah kalau terlalu meremehkan lawan Konsultan mereka ini sdh berkali unggul Ditunggunya gelombang IndonesiaGelap amp KaburAjaDulu dgn sabar Begitu momentumnya meredup baru dihajar dgn isu pendanaan koruptor Kalo cuma gitu aja gabakal Bowo bisa kalah jatuh,negatif,98.75
Sat Aug 02 03:03:29 +0000 2025,ehhh anjir ditanyain sensei apa yg tren di Indonesia skrng trs dia langsung nyari sndiri DAN YANG PERTAMA KELUAR NTU TREN #KABURAJADULU ANCRITTT bingung gmna ngomongnya jncok,1951478934614450695,X,ehhh anjir ditanyain sensei apa yg tren di Indonesia skrng trs dia langsung nyari sndiri DAN YANG PERTAMA KELUAR NTU TREN KABURAJADULU ANCRITTT bingung gmna ngomongnya jncok,negatif,98.89
Sat Aug 02 02:44:29 +0000 2025,@medicalsherry @SoundOfYogi Gunakan bendera negara impian anda untuk #kaburajadulu,1951474152407531977,X,Gunakan bendera negara impian anda untuk kaburajadulu,netral,95.24
Sat Aug 02 02:19:18 +0000 2025,@chesscaks @sbmptnfess Ya ga masalah dong Pursue your dream umur jgn jd hambatan 20+3 Kamu yg akan menjalani hidup mu bukan orang lain Kurangi toxic people You still young Di negara2 lain umur itu bukan ukuran Persiapkan diri juga tuk #KaburAjaDulu jgn overthink hari esok PNY rancangannya sendiri,1951467814826680722,X,Ya ga masalah dong Pursue your dream umur jgn jd hambatan Kamu yg akan menjalani hidup mu bukan orang lain Kurangi toxic people You still young Di negara lain umur itu bukan ukuran Persiapkan diri juga tuk KaburAjaDulu jgn overthink hari esok PNY rancangannya sendiri,negatif,89.71
Sat Aug 02 02:15:07 +0000 2025,@kumparan Merinding baru kali ini liat koruptor bebas bahagia sampe merinding sebadan sehat2 pak mending #KaburAjaDulu daripada di Indonesia bpk gak dihargain dan malah jd tumbal. Moga tidak ada hutang balas budi ke pemerintah setelah ini,1951466763117580633,X,Merinding baru kali ini liat koruptor bebas bahagia sampe merinding sebadan sehat pak mending KaburAjaDulu daripada di Indonesia bpk gak dihargain dan malah jd tumbal Moga tidak ada hutang balas budi ke pemerintah setelah ini,negatif,97.6
Sat Aug 02 01:05:35 +0000 2025,@ninonastore kalo dah ada modal ak cus sih #kaburajadulu,1951449266322547002,X,kalo dah ada modal ak cus sih kaburajadulu,netral,90.26
Fri Aug 01 15:30:42 +0000 2025,can t wait to #KaburAjaDulu uang dicari mati matian enak bgt pejabat kntl pake ikut campur pembekuan segala,1951304588960641129,X,can t wait to KaburAjaDulu uang dicari mati matian enak bgt pejabat kntl pake ikut campur pembekuan segala,negatif,99.3
Fri Aug 01 15:10:32 +0000 2025,@ixorauv Inii Preloved sebelum #kaburajadulu kh,1951299516738707793,X,Inii Preloved sebelum kaburajadulu kh,netral,45.54
Fri Aug 01 15:04:19 +0000 2025,@yyunamsaeng sdh saatnya #kaburajadulu fren,1951297951726445038,X,sdh saatnya kaburajadulu fren,netral,80.11
Fri Aug 01 14:54:17 +0000 2025,@trashofcoder FR... Tiap hari ada aja kelakuan orang2 di negeri ini.. Motivasi buat #KaburAjaDulu makin kuat tiap harinyaa,1951295424712835346,X,FR Tiap hari ada aja kelakuan orang di negeri ini Motivasi buat KaburAjaDulu makin kuat tiap harinyaa,positif,95.16
Fri Aug 01 14:43:19 +0000 2025,gw akan belajar basa korea jepang itali dan filipin. persiapan #KaburAjaDulu,1951292664327880758,X,gw akan belajar basa korea jepang itali dan filipin persiapan KaburAjaDulu,netral,95.32
Fri Aug 01 13:21:19 +0000 2025,@WatchmenID Sm #indonesiagelap takut. sm #KaburAjaDulu takut. Sm garuda biru takut. Sm aksi ngecamp takut. Skrg sm Jolly roger One Piece takut. Gitu kok ngaku2 negara besar..,1951272029262586296,X,Sm indonesiagelap takut sm KaburAjaDulu takut Sm garuda biru takut Sm aksi ngecamp takut Skrg sm Jolly roger One Piece takut Gitu kok ngaku negara besar,negatif,99.54
Fri Aug 01 12:46:39 +0000 2025,#kaburajadulu ga si,1951263305294840016,X,kaburajadulu ga si,negatif,99.28
Fri Aug 01 12:41:33 +0000 2025,@zouzuwi Kesempatan untuk #KaburAjaDulu,1951262023775613136,X,Kesempatan untuk KaburAjaDulu,negatif,63.12
Fri Aug 01 12:13:34 +0000 2025,haduh jantungku hampir aja kejadian #Kaburajadulu,1951254981706756327,X,haduh jantungku hampir aja kejadian Kaburajadulu,negatif,99.76
Fri Aug 01 11:32:01 +0000 2025,Memang Negara TDK hisa dipercaya @PPATK menyusahkan rakyat.. manis dimulut bilang negara hadir utk rakyat .. kenyataannya bikin resah rakyat.. bukannya bikin rakyat nyaman tinggal di Indonesia. #kaburajadulu #kaburdaridulu #braindrain #indonesia https://t.co/cu5p9lD6JV,1951244521854898263,X,Memang Negara TDK hisa dipercaya menyusahkan rakyat manis dimulut bilang negara hadir utk rakyat kenyataannya bikin resah rakyat bukannya bikin rakyat nyaman tinggal di Indonesia kaburajadulu kaburdaridulu braindrain indonesia,negatif,99.6
Fri Aug 01 00:57:48 +0000 2025,@pienutbeurre Bener lagi kalo di pemerintahan prabowo mah pasti si L udah #kaburajadulu sekarang mana mau dia di sini,1951084916864852006,X,Bener lagi kalo di pemerintahan prabowo mah pasti si L udah kaburajadulu sekarang mana mau dia di sini,negatif,99.35
Fri Aug 01 00:13:29 +0000 2025,Loki sang pelopor #KaburAjaDulu https://t.co/0Det6DPbVq,1951073765250703424,X,Loki sang pelopor KaburAjaDulu,positif,94.49
Fri Aug 01 00:12:01 +0000 2025,yang masih tutup mata buka ya kak matanya #KaburAjaDulu but make it Jordan edition,1951073397485740386,X,yang masih tutup mata buka ya kak matanya KaburAjaDulu but make it Jordan edition,negatif,77.3
Thu Jul 31 22:41:21 +0000 2025,@tempodotco buat apa paspor kuat. emangnya gampang #kaburajadulu sorry yeee .... https://t.co/ZDEXpjjNsn,1951050578253271279,X,buat apa paspor kuat emangnya gampang kaburajadulu sorry yeee,negatif,99.53
Thu Jul 31 18:42:49 +0000 2025,yaahh ga jadi #kaburajadulu apa ini azab kebanyakan nyelatu pemerentah?,1950990549856690376,X,yaahh ga jadi kaburajadulu apa ini azab kebanyakan nyelatu pemerentah,negatif,99.75
Thu Jul 31 17:03:44 +0000 2025,kapan ya bisa ikut trend #kaburajadulu hmnm,1950965615436661160,X,kapan ya bisa ikut trend kaburajadulu hmnm,netral,84.5
Thu Jul 31 16:54:48 +0000 2025,Belajar bahasa jadi kelihatan seru. Jadi... aku masukin wishlist: Belajar bahasa baru tahun ini #KaburAjaDulu,1950963369059737641,X,Belajar bahasa jadi kelihatan seru Jadi aku masukin wishlist Belajar bahasa baru tahun ini KaburAjaDulu,positif,98.23
Thu Jul 31 16:20:47 +0000 2025,@pasukan_bulu kucingnya be like : #kaburajadulu,1950954808237797762,X,kucingnya be like kaburajadulu,negatif,95.89
Thu Jul 31 16:19:14 +0000 2025,@loverush_ Aih kontradiktif dong sama statemen dia yang gak boleh #KaburAjaDulu,1950954417034842576,X,Aih kontradiktif dong sama statemen dia yang gak boleh KaburAjaDulu,negatif,99.72
Thu Jul 31 15:53:58 +0000 2025,@RaiBunga realisasikan #KaburAjaDulu Kaakk,1950948058822553624,X,realisasikan KaburAjaDulu Kaakk,positif,89.19
Thu Jul 31 15:52:55 +0000 2025,Udahlah guys gencarkan lagi #kaburajadulu itu Indonesia tidak layak ditempati,1950947794778525866,X,Udahlah guys gencarkan lagi kaburajadulu itu Indonesia tidak layak ditempati,negatif,99.74
Thu Jul 31 14:59:29 +0000 2025,random thoughts kalian kalo bisa #KaburAjaDulu mau ke negara apa n kenapa?,1950934344907751621,X,random thoughts kalian kalo bisa KaburAjaDulu mau ke negara apa n kenapa,negatif,81.58
Thu Jul 31 14:18:02 +0000 2025,Kapan ya bisa #KaburAjaDulu,1950923914944946288,X,Kapan ya bisa KaburAjaDulu,negatif,96.24
Thu Jul 31 14:13:53 +0000 2025,Kek gini tuh gampang dispin oh itumah kerjaannya yang kemarin kalah pilpres nih ada fotonya mereka mah semenjak kalah jadi berkurang cinta sama tanah air buktinya banyak yang mau #kaburajadulu Ke LN ... Sebar ke grup WA warga desa... Bye bye 2029,1950922872349733309,X,Kek gini tuh gampang dispin oh itumah kerjaannya yang kemarin kalah pilpres nih ada fotonya mereka mah semenjak kalah jadi berkurang cinta sama tanah air buktinya banyak yang mau kaburajadulu Ke LN Sebar ke grup WA warga desa Bye bye,negatif,98.19
Thu Jul 31 13:30:57 +0000 2025,semakin hari semakin setuju sama #KaburAjaDulu,1950912066123858214,X,semakin hari semakin setuju sama KaburAjaDulu,positif,98.06
Thu Jul 31 12:56:02 +0000 2025,I d tell them to find someone else lol Kemaren me &amp; my partner agreed that we ll loop 3-4x max abis itu mending cari kehidupan baru di luar negeri #kaburajadulu daripada stuck trying to change someone yg terlalu bebal,1950903279027900668,X,I d tell them to find someone else lol Kemaren me amp my partner agreed that we ll loop x max abis itu mending cari kehidupan baru di luar negeri kaburajadulu daripada stuck trying to change someone yg terlalu bebal,negatif,98.2
Thu Jul 31 12:32:34 +0000 2025,July in a nutshell: - Taiwan solo trip - met up w/ friends &amp; fams - ate lots of yummy foods - started work out again Ternyata cara menikmati bulan Juli adalah dengan #KaburAjaDulu ke Indo. Kalau di Tokyo biasanya tantrum kepanasan mulu ga mau keluar apato. https://t.co/pMh01DCH1y,1950897373116502439,X,July in a nutshell Taiwan solo trip met up w friends amp fams ate lots of yummy foods started work out again Ternyata cara menikmati bulan Juli adalah dengan KaburAjaDulu ke Indo Kalau di Tokyo biasanya tantrum kepanasan mulu ga mau keluar apato,positif,90.81
Thu Jul 31 12:31:07 +0000 2025,udah muak jadi wni pengen #kaburajadulu ya Allah. minimal kerja di jepang deh ,1950897010992976102,X,udah muak jadi wni pengen kaburajadulu ya Allah minimal kerja di jepang deh,negatif,99.68
Thu Jul 31 12:17:23 +0000 2025,@ayy_sshua mari #kaburajadulu,1950893552021700699,X,mari kaburajadulu,negatif,98.44
Thu Jul 31 12:14:52 +0000 2025,@maplespetal Duh iyalagi.. Tapi kalo pemerintahnya prabowo kayaknya si L juga mikir-mikir deh buat pro Kak? pulici dibawah rezim ini juga agak-agak.. jadi besar kemungkinan Lnya mending nonton dibelakang atau #kaburajadulu buat nambah penerus,1950892921492000967,X,Duh iyalagi Tapi kalo pemerintahnya prabowo kayaknya si L juga mikir mikir deh buat pro Kak pulici dibawah rezim ini juga agak agak jadi besar kemungkinan Lnya mending nonton dibelakang atau kaburajadulu buat nambah penerus,negatif,92.53
Thu Jul 31 11:50:56 +0000 2025,@caroIinespark kita #kaburajadulu ke jp untuk meninggalkan rezim dan experiencing lagu jp enha live,1950886897762603040,X,kita kaburajadulu ke jp untuk meninggalkan rezim dan experiencing lagu jp enha live,negatif,49.93
Thu Jul 31 11:48:56 +0000 2025,@Pejuangpahala16 @barengwarga Yang belom punya kesempatan #kaburAjaDulu bisa ikutan #bubarAjaDulu ~~,1950886393229795350,X,Yang belom punya kesempatan kaburAjaDulu bisa ikutan bubarAjaDulu,netral,93.05
Thu Jul 31 11:35:45 +0000 2025,Aku belum bisa #KaburAjaDulu tapi untungnya udah bisa #StanYangLainDulu,1950883075845726521,X,Aku belum bisa KaburAjaDulu tapi untungnya udah bisa StanYangLainDulu,positif,66.03
Thu Jul 31 11:09:39 +0000 2025,ga percaya? nih. jadi buat anak muda yang punya privilege high enthusiasm and ready to fight gua saranin pada #KaburAjaDulu dah. lu lebih dihargain sebagai manusia. https://t.co/wiMl1UBjwN,1950876506689085797,X,ga percaya nih jadi buat anak muda yang punya privilege high enthusiasm and ready to fight gua saranin pada KaburAjaDulu dah lu lebih dihargain sebagai manusia,positif,64.77
Thu Jul 31 10:44:08 +0000 2025,@GuarEmperor Cuman di 62 aja bang GE otw #kaburajadulu,1950870085029241066,X,Cuman di aja bang GE otw kaburajadulu,negatif,92.09
Thu Jul 31 10:39:14 +0000 2025,iyakann sejatinya karakter bingwul sangat cocok menjadi ️princess️. papsoon nanti seneng dandanin bingwul pake outfit enak bgt yah jd bingwul... tukeran jiwa aja apa ya sama prinses satu ini... sekalian minta ke papihun buat #kaburajadulu ‍️‍️ #ilyans,1950868854525100279,X,iyakann sejatinya karakter bingwul sangat cocok menjadi princess papsoon nanti seneng dandanin bingwul pake outfit enak bgt yah jd bingwul tukeran jiwa aja apa ya sama prinses satu ini sekalian minta ke papihun buat kaburajadulu ilyans,positif,96.91
Thu Jul 31 10:35:21 +0000 2025,KABAR BURUK Setiap hari dikirimkan Oleh Negara ️ #KaburAjaDulu,1950867874484035620,X,KABAR BURUK Setiap hari dikirimkan Oleh Negara KaburAjaDulu,negatif,99.72
Thu Jul 31 10:24:56 +0000 2025,URGENT JUAL RUMAH MAU #KABURAJADULU UDAH CAPE JADI WNI!! BANTU GUYS (BISA NEGO) https://t.co/oc8dLqn6Sg,1950865254218350916,X,URGENT JUAL RUMAH MAU KABURAJADULU UDAH CAPE JADI WNI BANTU GUYS BISA NEGO,negatif,66.35
Thu Jul 31 10:23:05 +0000 2025,Setidaknya sudah mencoba #kaburajadulu,1950864787937906717,X,Setidaknya sudah mencoba kaburajadulu,netral,94.09
Thu Jul 31 10:14:54 +0000 2025,@riertycake Dia kan udh #kaburajadulu wa Via idol,1950862728303624230,X,Dia kan udh kaburajadulu wa Via idol,negatif,55.93
Thu Jul 31 09:58:53 +0000 2025,URGENT JUAL RUMAH MAU #KABURAJADULU UDAH CAPE JADI WNI!! TOLONG BANTU GUYS (BISA NEGO) https://t.co/Jfy8vI9yza,1950858697074483640,X,URGENT JUAL RUMAH MAU KABURAJADULU UDAH CAPE JADI WNI TOLONG BANTU GUYS BISA NEGO,negatif,70.15
Thu Jul 31 09:03:54 +0000 2025,URGENT JUAL RUMAH MAU #KABURAJADULU UDAH CAPE JADI WNI!! https://t.co/YPY9Z4CWmM,1950844862577988008,X,URGENT JUAL RUMAH MAU KABURAJADULU UDAH CAPE JADI WNI,negatif,99.35
Thu Jul 31 08:50:34 +0000 2025,@dick76083 @ShandiYV1 @SalmanFadlillah @KRathalos97 @Kaisar_Blues @polzhengzhi @republicandeist #Kaburajadulu tapi modal ketikan doang di sosmed ketika bisa ke luar negeri diperlakukan seperti budak sama orang sana,1950841507294167406,X,Kaburajadulu tapi modal ketikan doang di sosmed ketika bisa ke luar negeri diperlakukan seperti budak sama orang sana,negatif,99.75
Thu Jul 31 08:40:13 +0000 2025,Kemarin ramai soal miras yang dipromosikan jadi apa ini lho diingatkan ... dari Golkar.. di YT Kompas TV Jawa Timur. PPATK Indonesia Arena #kaburajadulu Pecat #Santapp Rabu Termul @dprdjatim @fraksigolkar @golkarpedia @PartaiGolkar @airlangga_hrt @bahlillahadalia https://t.co/hjwyOUu8Ho,1950838899649159675,X,Kemarin ramai soal miras yang dipromosikan jadi apa ini lho diingatkan dari Golkar di YT Kompas TV Jawa Timur PPATK Indonesia Arena kaburajadulu Pecat Santapp Rabu Termul,netral,84.78
Thu Jul 31 08:33:15 +0000 2025,Kebijakan macam apa coba? Rekening bank 3 bulan ga ada transaksi diblokir rekening yg ada dananya kena pajak dan bisa raib. Lahan/tanah 2 tahun ga difungsikan jadi milik negara. #kaburajadulu ,1950837146861924398,X,Kebijakan macam apa coba Rekening bank bulan ga ada transaksi diblokir rekening yg ada dananya kena pajak dan bisa raib Lahan tanah tahun ga difungsikan jadi milik negara kaburajadulu,negatif,99.27
Thu Jul 31 08:08:11 +0000 2025,Meanwhile rakyatnya rame #infoloker sama #kaburajadulu https://t.co/fUozBnpnX3,1950830838436037084,X,Meanwhile rakyatnya rame infoloker sama kaburajadulu,positif,64.45
Thu Jul 31 07:49:11 +0000 2025,Udah kena PHK data bocor padahal gapernah sebar &amp; save online dipake transaksi illegal tanpa bukti dituduh bank kalo ini atas kesadaran gw sendiri &amp; harus bayar ..bener2 kalo lo mo escape &amp; punya kualitas hidup yang minimal biasa aja lo either #KaburAjaDulu atau mati sih.,1950826059034927304,X,Udah kena PHK data bocor padahal gapernah sebar amp save online dipake transaksi illegal tanpa bukti dituduh bank kalo ini atas kesadaran gw sendiri amp harus bayar bener kalo lo mo escape amp punya kualitas hidup yang minimal biasa aja lo either KaburAjaDulu atau mati sih,negatif,99.58
Thu Jul 31 07:44:12 +0000 2025,@PensilAajaib Kucing aja #kaburajadulu,1950824804178862372,X,Kucing aja kaburajadulu,negatif,99.76
Thu Jul 31 07:37:21 +0000 2025,@PensilAajaib kucing aja udah #KaburAjaDulu jujur iri banget pengen banget jadi Kucing,1950823078076002530,X,kucing aja udah KaburAjaDulu jujur iri banget pengen banget jadi Kucing,negatif,99.1
Wed Jul 30 06:40:35 +0000 2025,all of my friend yg milih 02 skrg pada pengen #kaburajadulu wkwkwk. trs kalau ada kebijakan ngawur pada diem pdhl dlu paling vokal kalau ada politikus yg kaya tikus,1950446407187599401,X,all of my friend yg milih skrg pada pengen kaburajadulu wkwkwk trs kalau ada kebijakan ngawur pada diem pdhl dlu paling vokal kalau ada politikus yg kaya tikus,negatif,99.63
Wed Jul 30 05:49:12 +0000 2025,juyeon udH gw bilang #kaburajadulu,1950433477373153291,X,juyeon udH gw bilang kaburajadulu,negatif,98.78
Wed Jul 30 05:03:21 +0000 2025,@ARSIPAJA yakin bu? bukan karena #kaburajadulu ? atau banyak yang meninggoy kaya bokap saya?,1950421937131573359,X,yakin bu bukan karena kaburajadulu atau banyak yang meninggoy kaya bokap saya,negatif,98.92
Wed Jul 30 04:34:38 +0000 2025,@tirta_cipeng Memang dok koen motivasi bagi orang-orang apa-apa flexing dikit-dikit coli dikit-dikit ngencuk makin banyak civil society kaya anda. Makin maju Indonesia setelah #kaburajadulu / 1 periode ini.,1950414708898754826,X,Memang dok koen motivasi bagi orang orang apa apa flexing dikit dikit coli dikit dikit ngencuk makin banyak civil society kaya anda Makin maju Indonesia setelah kaburajadulu periode ini,positif,58.86
Wed Jul 30 03:58:07 +0000 2025,Untuk melanjutkan misi gw untuk jadi dalang #KaburAjaDulu (koruptor?) ini ada 11 spot kelas dengan discounted price (-500rb)!!! Gw percaya kalau butuh critical &amp; creative (designerly) thinking ini untuk bisa naikin probabilitas buat tembus ke luar negeri. https://t.co/Iv8mcMkTsX https://t.co/xSyN0FcXcy,1950405520575127634,X,Untuk melanjutkan misi gw untuk jadi dalang KaburAjaDulu koruptor ini ada spot kelas dengan discounted price rb Gw percaya kalau butuh critical amp creative designerly thinking ini untuk bisa naikin probabilitas buat tembus ke luar negeri,positif,98.67
Wed Jul 30 03:43:23 +0000 2025,Mari kerja dalam negeri dan menabung di bank luar negeri saja. #GakKabur #KaburAjaDulu,1950401812366053625,X,Mari kerja dalam negeri dan menabung di bank luar negeri saja GakKabur KaburAjaDulu,positif,64.5
Wed Jul 30 02:32:58 +0000 2025,Jepang bakal ubah sistem residensi bagi para pekerja asing. #kaburajadulu https://t.co/SvUNgF7cbv,1950384091360039141,X,Jepang bakal ubah sistem residensi bagi para pekerja asing kaburajadulu,netral,99.62
Wed Jul 30 02:15:15 +0000 2025,Makin mantap buat #kaburajadulu,1950379635038179486,X,Makin mantap buat kaburajadulu,positif,99.61
Wed Jul 30 00:25:18 +0000 2025,Sehat sehat yah kalian sabar2 tinggal di indo ku doain cepet2 lancar yg niat #kaburajadulu Org mana sih yg mikir badan rapih dbungkus lakban bilang itu bunuh diri Iyahh polisi kitaaaa tercintah Masa kamu gak percaya sih sama polisi kita percayaaa donggggg ️️,1950351963624788352,X,Sehat sehat yah kalian sabar tinggal di indo ku doain cepet lancar yg niat kaburajadulu Org mana sih yg mikir badan rapih dbungkus lakban bilang itu bunuh diri Iyahh polisi kitaaaa tercintah Masa kamu gak percaya sih sama polisi kita percayaaa donggggg,negatif,81.45
Wed Jul 30 00:18:31 +0000 2025,@OHMYV3NUS Betul sekali! Mau #Kaburajadulu https://t.co/ukJe9LYo4w,1950350257755222140,X,Betul sekali Mau Kaburajadulu,negatif,99.07
Tue Jul 29 23:45:16 +0000 2025,@profesor_saham @PPATK dah lah #kaburajadulu,1950341890660012316,X,dah lah kaburajadulu,negatif,99.62
Tue Jul 29 22:54:26 +0000 2025,@foxtrotvlrt @peachoverberry Apa secara langsung dia yang terbukti wajib bertanggung jawab atau kena getahnya? Apa kasusnya serupa kaya paslon satunya yang secara resmi pernah #kaburajadulu dan dicap kriminal kemanusiaan secara internasional? gak tau sih yah anyway... I always pick lesser evil,1950329095226876349,X,Apa secara langsung dia yang terbukti wajib bertanggung jawab atau kena getahnya Apa kasusnya serupa kaya paslon satunya yang secara resmi pernah kaburajadulu dan dicap kriminal kemanusiaan secara internasional gak tau sih yah anyway I always pick lesser evil,negatif,97.51
Tue Jul 29 17:05:39 +0000 2025,Pemerintah Oligarki Indonesia dan DPR RI bikin #IndonesiaGelap #KaburAjaDulu ke Jepang ↘️ Mau Kerja Resmi di Jepang? Ini Syarat Proses dan Realita Jalur Resmi PMI BEM SI Universitas Padjadjaran Universitas Brawijaya Universitas Diponegoro Mahasiswa https://t.co/M9e2s5lvjZ,1950241320242696483,X,Pemerintah Oligarki Indonesia dan DPR RI bikin IndonesiaGelap KaburAjaDulu ke Jepang Mau Kerja Resmi di Jepang Ini Syarat Proses dan Realita Jalur Resmi PMI BEM SI Universitas Padjadjaran Universitas Brawijaya Universitas Diponegoro Mahasiswa,netral,99.42
Tue Jul 29 16:43:29 +0000 2025, #kuhp #kuhap bahwa pemuda ini mlakukan bela diri yg baik secara syariat hakikat makrifat toriqot jg sesuai Islam adlah halal dan diwajibkan membunuh pelaku kezaliman #kaburajadulu #revolusipolri,1950235741721956491,X,kuhp kuhap bahwa pemuda ini mlakukan bela diri yg baik secara syariat hakikat makrifat toriqot jg sesuai Islam adlah halal dan diwajibkan membunuh pelaku kezaliman kaburajadulu revolusipolri,negatif,57.15
